종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
394670,4,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),9510,2,230,2.48,9528.0,-11.2387,101158,944,6493,해외 주식,TIGER,False,False,False
152100,1,ARIRANG 200,34895,5,-5,-0.01,34979.0,-7.3435,22479,782,6368,국내 시장지수,ARIRANG,False,False,False
315930,2,KODEX Top5PlusTR,16865,5,-35,-0.21,16905.0,-10.5347,21911,367,5987,국내 업종/테마,KODEX,False,False,False
229200,1,KODEX 코스닥150,11930,2,210,1.79,12057.0,-5.247,2652177,31283,5732,국내 시장지수,KODEX,False,False,False
360200,4,KINDEX 미국S&P500,12965,5,-25,-0.19,12918.0,-6.1349,280595,3635,5445,해외 주식,KINDEX,False,False,False
294400,1,KOSEF 200TR,41615,3,0,0.0,41674.0,-7.275,8163,338,5264,국내 시장지수,KOSEF,False,False,False
196230,6,KBSTAR 단기통안채,105155,2,10,0.01,105154.0,0.2144,9452,993,5148,채권,KBSTAR,False,False,False
190620,6,KINDEX 단기통안채,100480,2,10,0.01,100477.0,0.2544,690,69,4576,채권,KINDEX,False,False,False
357870,7,TIGER CD금리투자KIS(합성),50810,3,0,0.0,50814.0,0.3654,2,0,4504,기타,TIGER,False,False,False
251350,4,KODEX 선진국MSCI World,19695,5,-5,-0.03,19517.0,-7.2942,13708,269,4372,해외 주식,KODEX,False,False,False
251340,3,KODEX 코스닥150선물인버스,4830,5,-95,-1.93,4833.0,2.6041,33975945,166142,4371,국내 파생,KODEX,True,False,False
364980,2,TIGER KRX2차전지K-뉴딜,13645,5,-70,-0.51,13661.0,-6.4653,699965,9545,4332,국내 업종/테마,TIGER,False,False,False
379800,4,KODEX 미국S&P500TR,11345,5,-35,-0.31,11299.0,-5.9893,237277,2689,4010,해외 주식,KODEX,False,False,False
385540,6,KBSTAR KIS종합채권(A-이상)액티브,95040,2,380,0.4,95068.0,-3.3786,4,0,3819,채권,KBSTAR,False,False,False
314250,4,KODEX 미국FANG플러스(H),20000,5,-25,-0.12,19668.0,-25.5438,53752,1068,3782,해외 주식,KODEX,False,False,True
367380,4,KINDEX 미국나스닥100,12190,2,55,0.45,12098.0,-11.9312,258280,3140,3779,해외 주식,KINDEX,False,False,False
069660,1,KOSEF 200,34300,5,-25,-0.07,34384.0,-7.335,981,33,3739,국내 시장지수,KOSEF,False,False,False
148070,6,KOSEF 국고채10년,110590,2,815,0.74,110414.0,-5.0061,12182,1347,3616,채권,KOSEF,False,False,False
400970,2,TIGER Fn메타버스,9055,5,-15,-0.17,9061.0,-11.7619,631772,5738,3608,국내 업종/테마,TIGER,False,False,False
401470,2,KODEX K-메타버스액티브,8870,5,-55,-0.62,8880.0,-11.2824,745092,6657,3566,국내 업종/테마,KODEX,False,False,False
272580,6,TIGER 단기채권액티브,50505,5,-5,-0.01,50505.0,0.3177,1437,72,3391,채권,TIGER,False,False,False
371160,4,TIGER 차이나항셍테크,5720,2,255,4.67,5731.0,-26.7917,1037257,5816,3349,해외 주식,TIGER,False,False,False
329750,6,TIGER 미국달러단기채권액티브,10880,5,-5,-0.05,10881.0,6.4547,160547,1749,3199,채권,TIGER,False,False,False
379810,4,KODEX 미국나스닥100TR,10455,2,40,0.38,10374.0,-11.9984,101438,1058,3189,해외 주식,KODEX,False,False,False
385550,6,KBSTAR KIS단기종합채권(AA-이상)액티브,100875,2,5,0.0,100885.0,0.3531,529846,53457,3135,채권,KBSTAR,False,False,False
226490,1,KODEX 코스피,26200,5,-55,-0.21,26244.0,-5.8826,33772,883,3013,국내 시장지수,KODEX,False,False,False
143850,4,TIGER 미국S&P500선물(H),47165,5,-155,-0.33,47182.0,-11.8316,31875,1500,2924,해외 주식,TIGER,False,False,True
367770,2,KBSTAR Fn수소경제테마,9795,2,15,0.15,9806.0,-3.2641,133565,1298,2875,국내 업종/테마,KBSTAR,False,False,False
332940,1,HANARO MSCI Korea TR,13960,3,0,0.0,13986.0,-8.2485,35,0,2806,국내 시장지수,HANARO,False,False,False
290130,2,KBSTAR ESG사회책임투자,11590,2,40,0.35,11612.0,-7.696,45894,528,2729,국내 업종/테마,KBSTAR,False,False,False
329200,2,TIGER 리츠부동산인프라,6200,2,15,0.24,6194.0,5.7084,280650,1741,2623,국내 업종/테마,TIGER,False,False,False
364960,2,TIGER KRX BBIG K-뉴딜,8110,2,30,0.37,8119.0,-15.2063,353671,2851,2555,국내 업종/테마,TIGER,False,False,False
414780,4,TIGER 차이나과창판STAR50(합성),7685,2,315,4.27,7845.0,-17.6077,35073,266,2513,해외 주식,TIGER,False,False,False
213610,2,KODEX 삼성그룹밸류,8655,5,-55,-0.63,8650.0,-0.7182,25533,220,2493,국내 업종/테마,KODEX,False,False,False
091160,2,KODEX 반도체,34965,2,685,2.0,35037.0,-4.8809,213547,7383,2360,국내 업종/테마,KODEX,False,False,False
394660,4,TIGER 글로벌자율주행&전기차SOLACTIVE,9555,2,45,0.47,9433.0,-15.1651,27141,257,2320,해외 주식,TIGER,False,False,False
091170,2,KODEX 은행,7270,5,-135,-1.82,7273.0,-4.2416,1106880,8057,2279,국내 업종/테마,KODEX,False,False,False
325020,2,KODEX 배당가치,12375,5,-80,-0.64,12378.0,-3.9708,386,4,2252,국내 업종/테마,KODEX,False,False,False
228800,2,TIGER 여행레저,4615,2,10,0.22,4619.0,-7.7155,380431,1755,2203,국내 업종/테마,TIGER,False,False,False
407310,1,HANARO 200 TOP10,8240,2,30,0.37,8263.0,-5.9026,31,0,2175,국내 시장지수,HANARO,False,False,False
368590,4,KBSTAR 미국나스닥100,11830,2,60,0.51,11741.0,-12.1249,66571,784,2011,해외 주식,KBSTAR,False,False,False
245710,4,KINDEX 베트남VN30(합성),21565,2,330,1.55,21463.0,-10.4009,19868,427,2006,해외 주식,KINDEX,False,False,False
423160,7,KODEX KOFR금리액티브(합성),100055,3,0,0.0,100058.0,,0,0,2001,기타,KODEX,False,False,False
161510,2,ARIRANG 고배당주,12115,5,-200,-1.62,12127.0,-0.8215,116862,1416,1966,국내 업종/테마,ARIRANG,False,False,False
401170,2,KBSTAR iSelect메타버스,8180,5,-15,-0.18,8188.0,-14.972,41002,336,1870,국내 업종/테마,KBSTAR,False,False,False
132030,5,KODEX 골드선물(H),12360,5,-190,-1.51,12359.0,1.3731,22236,274,1854,원자재,KODEX,False,False,True
217770,5,TIGER 원유선물인버스(H),3210,2,15,0.47,3221.0,-25.3505,2252806,7355,1849,원자재,TIGER,True,False,True
415340,4,KODEX 차이나과창판STAR50(합성),7735,2,330,4.46,7958.0,-18.1316,15225,116,1818,해외 주식,KODEX,False,False,False
182480,7,TIGER 미국MSCI리츠(합성 H),13610,5,-240,-1.73,13555.0,-9.9656,25757,350,1776,기타,TIGER,False,False,True
295040,1,SOL 200TR,11920,3,0,0.0,11932.0,-7.2735,364988,4341,1770,국내 시장지수,SOL,False,False,False
168580,4,KINDEX 중국본토CSI300,26705,2,630,2.42,26738.0,-14.8711,1196,31,1763,해외 주식,KINDEX,False,False,False
412770,4,TIGER 글로벌메타버스액티브,6880,5,-20,-0.29,6887.0,-24.1759,181682,1240,1722,해외 주식,TIGER,False,False,False
326240,2,KBSTAR IT플러스,18035,2,70,0.39,18060.0,-9.1576,9984,178,1699,국내 업종/테마,KBSTAR,False,False,False
275980,4,TIGER 글로벌4차산업혁신기술(합성 H),14515,5,-85,-0.58,14418.0,-18.0236,7070,102,1681,해외 주식,TIGER,False,False,True
192090,4,TIGER 차이나CSI300,9945,2,185,1.9,9946.0,-14.3484,25136,247,1676,해외 주식,TIGER,False,False,False
390950,6,HANARO 단기채권액티브,100650,2,5,0.0,100660.0,0.224,78608,7913,1675,채권,HANARO,False,False,False
271050,5,KODEX WTI원유선물인버스(H),4615,2,30,0.65,4622.0,-25.204,2684610,12588,1616,원자재,KODEX,True,False,True
379780,4,KBSTAR 미국S&P500,11215,5,-35,-0.31,11175.0,-6.1249,96167,1076,1559,해외 주식,KBSTAR,False,False,False
302450,1,KBSTAR 코스피,26400,5,-30,-0.11,26441.0,-6.3961,103,2,1558,국내 시장지수,KBSTAR,False,False,False
130730,6,KOSEF 단기자금,101360,2,10,0.01,101359.0,0.3117,530,53,1531,채권,KOSEF,False,False,False
329650,7,KODEX TRF3070,10815,2,10,0.09,10801.0,-4.6338,14103,152,1514,기타,KODEX,False,False,False
143860,2,TIGER 헬스케어,28940,2,395,1.38,29148.0,-7.7259,21922,630,1441,국내 업종/테마,TIGER,False,False,False
091230,2,TIGER 반도체,35800,2,585,1.66,35860.0,-4.6052,34011,1205,1403,국내 업종/테마,TIGER,False,False,False
138540,2,TIGER 현대차그룹+펀더멘털,22650,2,20,0.09,22683.0,-0.0707,4172,94,1377,국내 업종/테마,TIGER,False,False,False
219480,4,KODEX 미국S&P500선물(H),19405,5,-60,-0.31,19399.0,-11.9829,15554,301,1358,해외 주식,KODEX,False,False,True
228810,2,TIGER 미디어컨텐츠,7855,5,-40,-0.51,7864.0,-4.7763,217859,1729,1348,국내 업종/테마,TIGER,False,False,False
372330,4,KODEX 차이나항셍테크,5730,2,245,4.47,5743.0,-26.6712,255409,1437,1347,해외 주식,KODEX,False,False,False
270810,1,KBSTAR 코스닥150,11880,2,260,2.24,12029.0,-6.509,724,8,1262,국내 시장지수,KBSTAR,False,False,False
332930,1,HANARO 200TR,41640,5,-30,-0.07,41752.0,-7.3074,61,2,1249,국내 시장지수,HANARO,False,False,False
232080,1,TIGER 코스닥150,12195,2,205,1.71,12342.0,-5.5534,16262,196,1249,국내 시장지수,TIGER,False,False,False
409820,4,KODEX 미국나스닥100레버리지(합성 H),5520,2,40,0.73,5437.0,-33.5758,854887,4682,1248,해외 주식,KODEX,False,True,True
150460,2,TIGER 중국소비테마,7450,2,45,0.61,7460.0,-3.0125,8771,65,1238,국내 업종/테마,TIGER,False,False,False
328370,1,ARIRANG 코스피TR,13375,5,-10,-0.07,13381.0,-6.169,21,0,1177,국내 시장지수,ARIRANG,False,False,False
252710,3,TIGER 200선물인버스2X,2870,2,5,0.17,2869.0,14.6,12636515,36455,1174,국내 파생,TIGER,True,False,False
114260,6,KODEX 국고채3년,56345,2,115,0.2,56316.0,-1.6701,414,23,1170,채권,KODEX,False,False,False
309230,4,KINDEX 미국WideMoat가치주,17100,5,-145,-0.84,17077.0,-5.0124,7967,136,1163,해외 주식,KINDEX,False,False,False
411420,4,KODEX 미국메타버스나스닥액티브,6820,5,-25,-0.37,6799.0,-23.0899,55428,375,1159,해외 주식,KODEX,False,False,False
273140,6,KODEX 단기변동금리부채권액티브,103505,2,5,0.0,103507.0,0.3344,412,42,1147,채권,KODEX,False,False,False
261220,5,KODEX WTI원유선물(H),16805,5,-150,-0.88,16743.0,20.5046,184762,3054,1139,원자재,KODEX,False,False,True
278240,3,KBSTAR 코스닥150선물레버리지,10850,2,400,3.83,10856.0,-10.9122,22845,242,1106,국내 파생,KBSTAR,False,True,False
400570,4,KODEX 유럽탄소배출권선물ICE(H),13855,2,55,0.4,13853.0,-5.1221,40395,557,1081,해외 주식,KODEX,False,False,True
385560,6,KBSTAR KIS국고채30년Enhanced,76495,2,1285,1.71,76656.0,-15.8885,4208,320,1071,채권,KBSTAR,False,False,False
367760,2,KBSTAR Fn5G테크,9595,2,125,1.32,9605.0,-2.0582,5776,55,1055,국내 업종/테마,KBSTAR,False,False,False
395170,2,KODEX Fn Top10동일가중,7645,2,45,0.59,7653.0,-4.8454,293,2,1024,국내 업종/테마,KODEX,False,False,False
363570,6,KODEX 장기종합채권(AA-이상)액티브KAP,87170,2,470,0.54,87148.0,-6.2247,25,2,1016,채권,KODEX,False,False,False
365780,6,KINDEX 국고채10년,87895,2,675,0.77,87823.0,-4.9529,1021,89,997,채권,KINDEX,False,False,False
423920,4,TIGER 미국필라델피아반도체레버리지(합성),9790,2,250,2.62,9645.0,,380628,3716,985,해외 주식,TIGER,False,True,False
139220,2,TIGER 200 건설,2835,5,-65,-2.24,2834.0,2.9829,80901,230,968,국내 업종/테마,TIGER,False,False,False
395750,2,ARIRANG ESG가치주액티브,8365,5,-10,-0.12,8367.0,-5.57,115,0,966,국내 업종/테마,ARIRANG,False,False,False
245340,4,TIGER 미국다우존스30,20610,5,-140,-0.67,20552.0,-2.924,6885,141,948,해외 주식,TIGER,False,False,False
245360,4,TIGER 차이나HSCEI,9010,2,190,2.15,9022.0,-19.3416,12231,108,928,해외 주식,TIGER,False,False,False
283580,4,KODEX 차이나CSI300,12195,2,245,2.05,12161.0,-14.6124,10328,123,927,해외 주식,KODEX,False,False,False
204480,4,TIGER 차이나CSI300레버리지(합성),21750,2,745,3.55,21974.0,-28.5788,20072,431,927,해외 주식,TIGER,False,True,False
277630,1,TIGER 코스피,26625,5,-60,-0.22,26687.0,-5.9825,8092,214,919,국내 시장지수,TIGER,False,False,False
282000,3,KBSTAR 국고채3년선물인버스,103520,5,-240,-0.23,103546.0,1.9253,9,0,918,국내 파생,KBSTAR,True,False,False
363510,6,SOL KIS단기통안채,100905,3,0,0.0,100907.0,0.2234,0,0,917,채권,SOL,False,False,False
267770,3,TIGER 200선물레버리지,13540,5,-10,-0.07,13538.0,-14.9137,438972,5891,907,국내 파생,TIGER,False,True,False
261240,7,KODEX 미국달러선물,11275,3,0,0.0,11276.0,6.5689,61847,698,888,기타,KODEX,False,False,False
304940,4,KODEX 미국나스닥100선물(H),15775,2,90,0.57,15656.0,-17.6857,23044,362,883,해외 주식,KODEX,False,False,True
322400,2,HANARO e커머스,15050,2,160,1.07,15067.0,-5.7774,4461,66,880,국내 업종/테마,HANARO,False,False,False
305080,6,TIGER 미국채10년선물,11760,2,45,0.38,11769.0,-0.8464,31136,367,858,채권,TIGER,False,False,False
176950,6,KODEX 국채선물10년인버스,51815,5,-315,-0.6,51793.0,5.4302,228,11,839,채권,KODEX,True,False,False
337160,2,KODEX 200ESG,12730,5,-5,-0.04,12725.0,-6.2983,907,11,827,국내 업종/테마,KODEX,False,False,False
364970,2,TIGER KRX바이오K-뉴딜,6650,2,100,1.53,6652.0,-6.5621,485669,3205,825,국내 업종/테마,TIGER,False,False,False
272560,6,KBSTAR 단기국공채액티브,102495,2,10,0.01,102505.0,0.0536,588,60,818,채권,KBSTAR,False,False,False
144600,5,KODEX 은선물(H),4350,5,-125,-2.79,4348.0,-5.8886,341700,1477,809,원자재,KODEX,False,False,True
325010,2,KODEX Fn성장,14290,5,-75,-0.52,14411.0,-8.4274,100,1,800,국내 업종/테마,KODEX,False,False,False
139280,2,TIGER 경기방어,9815,2,20,0.2,9823.0,-0.427,2295,22,795,국내 업종/테마,TIGER,False,False,False
363580,2,KODEX 200IT TR,11745,5,-50,-0.42,11795.0,-10.236,225,2,787,국내 업종/테마,KODEX,False,False,False
139230,2,TIGER 200 중공업,3040,5,-35,-1.14,3035.0,6.3278,301695,917,775,국내 업종/테마,TIGER,False,False,False
417630,2,TIGER KEDI혁신기업ESG30,9640,5,-5,-0.05,9652.0,-5.0222,263352,2529,771,국내 업종/테마,TIGER,False,False,False
117700,2,KODEX 건설,3125,5,-65,-2.04,3131.0,0.5991,391726,1230,769,국내 업종/테마,KODEX,False,False,False
298340,6,ARIRANG 국채선물3년,52035,2,80,0.15,52017.0,-1.4418,19,0,762,채권,ARIRANG,False,False,False
414270,4,KINDEX G2전기차&자율주행액티브,8480,2,260,3.16,8497.0,,205559,1711,746,해외 주식,KINDEX,False,False,False
228790,2,TIGER 화장품,2755,2,35,1.29,2760.0,-1.6275,943893,2605,731,국내 업종/테마,TIGER,False,False,False
157490,2,TIGER 소프트웨어,11715,2,20,0.17,11729.0,-15.2905,14466,169,729,국내 업종/테마,TIGER,False,False,False
411540,1,SOL 200 Top10,8420,2,30,0.36,8451.0,-6.1522,62,0,724,국내 시장지수,SOL,False,False,False
152380,6,KODEX 국채선물10년,63525,2,410,0.65,63574.0,-4.9617,4125,261,713,채권,KODEX,False,False,False
195980,4,ARIRANG 신흥국MSCI(합성 H),9600,2,70,0.73,9596.0,-19.7812,21274,202,703,해외 주식,ARIRANG,False,False,True
419430,4,KODEX 차이나2차전지MSCI(합성),8765,2,545,6.63,8872.0,,102340,871,701,해외 주식,KODEX,False,False,False
298770,4,KODEX 한국대만IT프리미어,17855,5,-5,-0.03,17887.0,-13.0901,938,16,696,해외 주식,KODEX,False,False,False
225040,4,TIGER 미국S&P500레버리지(합성 H),26185,5,-70,-0.27,26040.0,-24.5546,7555,196,691,해외 주식,TIGER,False,True,True
385520,2,KODEX K-미래차액티브,10250,2,65,0.64,10259.0,-0.323,3921,39,682,국내 업종/테마,KODEX,False,False,False
266160,2,KBSTAR 고배당,11975,5,-145,-1.2,11976.0,-3.779,4578,54,677,국내 업종/테마,KBSTAR,False,False,False
385510,2,KODEX K-신재생에너지액티브,10215,5,-40,-0.39,10219.0,4.8246,6208,63,664,국내 업종/테마,KODEX,False,False,False
388280,2,KBSTAR Fn컨택트대표,8775,2,50,0.57,8791.0,-4.5405,7976,69,662,국내 업종/테마,KBSTAR,False,False,False
195930,4,TIGER 유로스탁스50(합성 H),12325,2,90,0.74,12278.0,-15.0937,4492,55,641,해외 주식,TIGER,False,False,True
174360,4,KBSTAR 중국본토대형주CSI100,18265,2,280,1.56,18271.0,-13.9474,774,14,639,해외 주식,KBSTAR,False,False,False
114820,6,TIGER 국채3년,106530,2,75,0.07,106591.0,-1.5864,255,27,639,채권,TIGER,False,False,False
390390,4,KODEX 미국반도체MV,9880,2,80,0.82,9845.0,-16.0959,62779,620,632,해외 주식,KODEX,False,False,False
200250,4,KOSEF 인도Nifty50(합성),17720,5,-115,-0.64,17855.0,-5.032,11232,198,611,해외 주식,KOSEF,False,False,False
302190,6,TIGER 중장기국채,48705,2,225,0.46,48707.0,-3.3397,163,7,604,채권,TIGER,False,False,False
387280,2,TIGER 퓨처모빌리티액티브,10025,5,-10,-0.1,9992.0,-2.193,3802,37,590,국내 업종/테마,TIGER,False,False,False
396510,4,TIGER 차이나클린에너지SOLACTIVE,8900,2,270,3.13,8900.0,-8.2891,8582,75,587,해외 주식,TIGER,False,False,False
123310,3,TIGER 인버스,5060,2,5,0.1,5056.0,7.6677,1091255,5532,582,국내 파생,TIGER,True,False,False
310960,1,TIGER 200TR,18645,5,-5,-0.03,18689.0,-7.3292,338,6,578,국내 시장지수,TIGER,False,False,False
391600,4,KINDEX 미국친환경그린테마INDXX,8940,5,-115,-1.27,8943.0,0.2768,2496,22,572,해외 주식,KINDEX,False,False,False
371470,4,TIGER 차이나바이오테크SOLACTIVE,7320,2,360,5.17,7224.0,-16.0435,16076,113,565,해외 주식,TIGER,False,False,False
396500,2,TIGER Fn반도체TOP10,8585,2,105,1.24,8588.0,-11.0739,288685,2456,558,국내 업종/테마,TIGER,False,False,False
099140,4,KODEX 차이나H,15500,2,230,1.51,15534.0,-18.755,6805,105,558,해외 주식,KODEX,False,False,False
387270,4,TIGER 글로벌BBIG액티브,9750,2,120,1.25,9541.0,-14.2476,4958,48,529,해외 주식,TIGER,False,False,False
233160,3,TIGER 코스닥150 레버리지,11050,2,380,3.56,11042.0,-10.7113,101685,1097,519,국내 파생,TIGER,False,True,False
341850,7,TIGER 리츠부동산인프라채권TR KIS,5790,2,40,0.7,5792.0,2.4955,6714,38,501,기타,TIGER,False,False,False
315960,2,KBSTAR 대형고배당10TR,14730,2,70,0.48,14747.0,-11.2323,3112,45,501,국내 업종/테마,KBSTAR,False,False,False
419890,6,히어로즈 단기채권ESG액티브,99990,3,0,0.0,100014.0,,0,0,500,채권,히어로즈,False,False,False
117680,2,KODEX 철강,8880,5,-70,-0.78,8892.0,7.3012,125003,1111,497,국내 업종/테마,KODEX,False,False,False
256440,4,KINDEX 인도네시아MSCI(합성),10500,2,140,1.35,10605.0,7.8604,14473,150,494,해외 주식,KINDEX,False,False,False
354350,4,HANARO 글로벌럭셔리S&P(합성),15265,5,-35,-0.23,15109.0,-18.1819,5500,83,490,해외 주식,HANARO,False,False,False
361580,1,KBSTAR 200TR,17990,5,-10,-0.06,18027.0,-7.5264,2978,53,486,국내 시장지수,KBSTAR,False,False,False
400590,4,SOL 글로벌탄소배출권선물IHS(합성),12760,2,25,0.2,12856.0,-2.6377,5074,64,485,해외 주식,SOL,False,False,False
136340,6,KBSTAR 중기우량회사채,102425,2,55,0.05,102471.0,-1.4157,11,1,481,채권,KBSTAR,False,False,False
204450,4,KODEX 차이나H레버리지(H),2495,2,100,4.18,2497.0,-45.9978,338795,824,474,해외 주식,KODEX,False,True,True
306520,3,HANARO 200선물인버스,10485,2,15,0.14,10488.0,7.3295,17279,181,472,국내 파생,HANARO,True,False,False
397410,6,KBSTAR 국채선물5년추종인버스,53105,5,-190,-0.36,53125.0,2.9357,4,0,472,채권,KBSTAR,True,False,False
385720,1,TIMEFOLIO Kstock액티브,8835,5,-25,-0.28,8837.0,-5.9947,448,3,468,국내 시장지수,TIMEFOLIO,False,False,False
122260,6,KOSEF 통안채1년,101215,2,25,0.02,101213.0,0.0741,49,4,466,채권,KOSEF,False,False,False
371450,4,TIGER 글로벌클라우드컴퓨팅INDXX,8065,5,-75,-0.92,7978.0,-19.6843,6549,52,458,해외 주식,TIGER,False,False,False
368190,2,HANARO Fn K-뉴딜디지털플러스,8820,5,-15,-0.17,8867.0,-8.7105,124,1,450,국내 업종/테마,HANARO,False,False,False
418660,4,TIGER 미국나스닥100레버리지(합성),8875,2,95,1.08,8729.0,,1029546,9097,448,해외 주식,TIGER,False,True,False
300640,2,KBSTAR 게임테마,13355,5,-10,-0.07,13397.0,-19.6719,5896,78,447,국내 업종/테마,KBSTAR,False,False,False
276970,4,KODEX 미국S&P고배당커버드콜(합성 H),9855,5,-130,-1.3,9695.0,-1.168,34516,339,434,해외 주식,KODEX,False,False,True
269540,4,ARIRANG 미국S&P500(H),17165,2,75,0.44,16952.0,-10.2416,7100,120,429,해외 주식,ARIRANG,False,False,True
365000,2,TIGER KRX인터넷K-뉴딜,6885,2,30,0.44,6891.0,-23.0554,28286,194,423,국내 업종/테마,TIGER,False,False,False
225800,7,KOSEF 미국달러선물레버리지,11055,5,-10,-0.09,11055.0,13.3128,1704,18,419,기타,KOSEF,False,True,False
256750,4,KODEX 차이나심천ChiNext(합성),10915,2,380,3.61,11013.0,-17.8558,6169,66,415,해외 주식,KODEX,False,False,False
102970,2,KODEX 증권,6680,5,-90,-1.33,6691.0,-9.0543,74914,501,414,국내 업종/테마,KODEX,False,False,False
108450,2,KINDEX 삼성그룹섹터가중,14860,5,-115,-0.77,14857.0,-1.1943,600,8,401,국내 업종/테마,KINDEX,False,False,False
114460,6,KINDEX 국고채3년,102730,2,105,0.1,102769.0,-1.5314,10,1,401,채권,KINDEX,False,False,False
394350,4,KOSEF 릭소글로벌퓨처모빌리티MSCI,9500,3,0,0.0,9503.0,-15.1786,116473,1094,399,해외 주식,KOSEF,False,False,False
292190,1,KODEX KRX300,15885,5,-5,-0.03,15913.0,-6.9073,21796,345,397,국내 시장지수,KODEX,False,False,False
123320,3,TIGER 레버리지,17130,5,-25,-0.15,17139.0,-14.6306,26352,447,394,국내 파생,TIGER,False,True,False
356540,6,KINDEX 종합채권(AA-이상)KIS액티브,93195,2,225,0.24,93275.0,-3.3576,7,0,392,채권,KINDEX,False,False,False
261260,7,KODEX 미국달러선물인버스2X,7605,3,0,0.0,7606.0,-12.1825,304091,2304,391,기타,KODEX,True,False,False
137610,5,TIGER 농산물선물Enhanced(H),8645,2,55,0.64,8648.0,17.4299,35628,306,389,원자재,TIGER,False,False,True
244580,2,KODEX 바이오,8780,2,240,2.81,8903.0,-17.5676,17951,155,386,국내 업종/테마,KODEX,False,False,False
332500,1,KINDEX 200TR,21370,5,-10,-0.05,21403.0,-7.506,371,7,385,국내 시장지수,KINDEX,False,False,False
130680,5,TIGER 원유선물Enhanced(H),5095,5,-30,-0.59,5094.0,21.0153,99726,500,380,원자재,TIGER,False,False,True
