itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
251350,4,KODEX 선진국MSCI World,21265,3,0,0.0,,4.9864,0,0,3551
091170,2,KODEX 은행,7505,3,0,0.0,7506.0,-0.1995,0,0,3512
229200,1,KODEX 코스닥 150,14870,3,0,0.0,15032.0,0.2697,0,0,3472
332500,1,KINDEX 200TR,23880,3,0,0.0,23910.0,-7.5852,0,0,3463
371160,4,TIGER 차이나항셍테크,8580,3,0,0.0,,-1.3226,0,0,3432
290130,2,KBSTAR ESG사회책임투자,12695,3,0,0.0,12713.0,-5.9282,0,0,3307
367770,2,KBSTAR Fn수소경제테마,11695,3,0,0.0,11693.0,-5.227,0,0,3280
367380,4,KINDEX 미국나스닥100,14570,3,0,0.0,,8.845,0,0,3147
143850,4,TIGER 미국S&P500선물(H),54465,3,0,0.0,,4.9624,0,0,2614
275980,4,TIGER 글로벌4차산업혁신기술(합성 H),19620,3,0,0.0,,2.7225,0,0,2590
357870,7,TIGER CD금리투자KIS(합성),50495,3,0,0.0,50483.0,0.2183,0,0,2577
272560,6,KBSTAR 단기국공채액티브,102210,3,0,0.0,102211.0,0.0881,0,0,2555
385550,6,KBSTAR KIS단기종합채권(AA-이상)액티브,100135,3,0,0.0,100131.0,0.1199,0,0,2553
332940,1,HANARO MSCI Korea TR,15620,3,0,0.0,15675.0,-8.0907,0,0,2530
295040,1,SOL 200TR,13340,3,0,0.0,13343.0,-7.5217,0,0,2421
108450,2,KINDEX 삼성그룹섹터가중,16235,3,0,0.0,16236.0,-8.8434,0,0,2403
091160,2,KODEX 반도체,33820,3,0,0.0,33884.0,-6.9346,0,0,2334
148070,6,KOSEF 국고채10년,118335,3,0,0.0,118319.0,-2.9763,0,0,2331
132030,5,KODEX 골드선물(H),12570,3,0,0.0,,5.8526,0,0,2325
192090,4,TIGER 차이나CSI300,11940,3,0,0.0,,0.9725,0,0,2316
245710,4,KINDEX 베트남VN30(합성),23195,3,0,0.0,,4.7887,0,0,2273
168580,4,KINDEX 중국본토CSI300,31805,3,0,0.0,,0.2363,0,0,2195
400970,2,TIGER Fn메타버스,12960,3,0,0.0,12960.0,,0,0,2158
326240,2,KBSTAR IT플러스,22000,3,0,0.0,22009.0,-2.8484,0,0,2116
161510,2,ARIRANG 고배당주,12580,3,0,0.0,12578.0,-0.1588,0,0,2106
401470,2,KODEX K-메타버스액티브,13510,3,0,0.0,13497.0,,0,0,2006
332930,1,HANARO 200TR,46585,3,0,0.0,46648.0,-7.6336,0,0,2003
379810,4,KODEX 미국나스닥100TR,12475,3,0,0.0,,8.8094,0,0,1946
329750,6,TIGER 미국달러단기채권액티브,10090,3,0,0.0,,1.5601,0,0,1917
272580,6,TIGER 단기채권액티브,50205,3,0,0.0,50202.0,0.1496,0,0,1906
261220,5,KODEX WTI원유선물(H),12425,3,0,0.0,,18.5591,0,0,1889
379800,4,KODEX 미국S&P500TR,12105,3,0,0.0,,6.605,0,0,1840
190620,6,KINDEX 단기통안채,100570,3,0,0.0,100563.0,0.1743,0,0,1839
394660,4,TIGER 글로벌자율주행&전기차SOLACTIVE,12085,3,0,0.0,,10.2645,0,0,1822
325020,2,KODEX 배당가치,12920,3,0,0.0,12912.0,-3.6899,0,0,1809
182480,7,TIGER 미국MSCI리츠(합성 H),15870,3,0,0.0,,6.232,0,0,1762
390950,6,HANARO 단기채권액티브,100245,3,0,0.0,100246.0,0.1398,0,0,1748
302450,1,KBSTAR 코스피,29895,3,0,0.0,29899.0,-7.1873,0,0,1689
278240,1,KBSTAR 코스닥150선물레버리지,16385,3,0,0.0,16449.0,1.1107,0,0,1686
372330,4,KODEX 차이나항셍테크,8595,3,0,0.0,,-1.7153,0,0,1655
270810,1,KBSTAR 코스닥150,14940,3,0,0.0,14963.0,1.2881,0,0,1637
232080,1,TIGER 코스닥150,15115,3,0,0.0,15248.0,0.532,0,0,1614
385560,6,KBSTAR KIS국고채30년Enhanced,98805,3,0,0.0,98935.0,-8.4028,0,0,1541
368590,4,KBSTAR 미국나스닥100,14130,3,0,0.0,,8.7759,0,0,1512
143860,2,TIGER 헬스케어,36245,3,0,0.0,36486.0,-21.1723,0,0,1472
228800,2,TIGER 여행레저,5250,3,0,0.0,5245.0,-1.3158,0,0,1429
150460,2,TIGER 중국소비테마,8250,3,0,0.0,8253.0,-8.3334,0,0,1388
138540,2,TIGER 현대차그룹+펀더멘털,24550,3,0,0.0,24567.0,-7.7242,0,0,1340
091230,2,TIGER 반도체,34720,3,0,0.0,34773.0,-7.0415,0,0,1333
219480,4,KODEX 미국S&P500선물(H),22440,3,0,0.0,,5.0561,0,0,1313
252710,3,TIGER 200선물인버스2X,2365,3,0,0.0,2359.0,15.0851,0,0,1313
267770,3,TIGER 200선물레버리지,17425,3,0,0.0,17461.0,-15.1243,0,0,1272
322400,2,HANARO e커머스,18625,3,0,0.0,18694.0,-7.9566,0,0,1201
204480,4,TIGER 차이나CSI300레버리지(합성),31900,3,0,0.0,,1.2216,0,0,1180
395750,2,ARIRANG ESG가치주액티브,9340,3,0,0.0,9332.0,-5.7993,0,0,1177
261240,7,KODEX 미국달러선물,10435,3,0,0.0,10429.0,1.5077,0,0,1166
309230,2,KINDEX 미국WideMoat가치주,18360,3,0,0.0,,4.1111,0,0,1157
273140,6,KODEX 단기변동금리부채권액티브,102820,3,0,0.0,102817.0,0.1851,0,0,1142
367760,2,KBSTAR Fn5G테크,9815,3,0,0.0,9849.0,-11.0961,0,0,1124
329200,2,TIGER 부동산인프라고배당,5975,3,0,0.0,5974.0,3.5169,0,0,1123
130730,6,KOSEF 단기자금,101285,3,0,0.0,101286.0,0.1136,0,0,1117
298770,4,KODEX 한국대만IT프리미어,19870,3,0,0.0,,-2.0942,0,0,1113
228810,2,TIGER 미디어컨텐츠,10685,3,0,0.0,10722.0,22.8867,0,0,1080
139220,2,TIGER 200 건설,3110,3,0,0.0,3112.0,-4.4547,0,0,1070
325010,2,KODEX Fn성장,17480,3,0,0.0,17466.0,-7.0708,0,0,1049
144600,5,KODEX 은선물(H),5185,3,0,0.0,,7.4611,0,0,1047
328370,1,ARIRANG 코스피TR,14955,3,0,0.0,14993.0,-7.5426,0,0,1039
329650,7,KODEX TRF3070,11475,3,0,0.0,11432.0,-0.0436,0,0,1033
114260,6,KODEX 국고채3년,57380,3,0,0.0,57325.0,-1.1457,0,0,1029
283580,4,KODEX 차이나CSI300,14515,3,0,0.0,,1.5745,0,0,1016
157490,2,TIGER 소프트웨어,18075,3,0,0.0,18072.0,-4.9185,0,0,1012
225040,4,TIGER 미국S&P500레버리지(합성 H),36565,3,0,0.0,,8.7596,0,0,987
364970,2,TIGER KRX바이오K-뉴딜,8620,3,0,0.0,8631.0,-22.0263,0,0,953
371470,4,TIGER 차이나바이오테크SOLACTIVE,10895,3,0,0.0,,-10.8794,0,0,915
117700,2,KODEX 건설,3495,3,0,0.0,3489.0,-7.0479,0,0,912
122260,6,KOSEF 통안채1년,101230,3,0,0.0,101237.0,-0.0198,0,0,901
139280,2,TIGER 경기방어,11040,3,0,0.0,11060.0,-12.7618,0,0,899
304940,4,KODEX 미국나스닥100선물(H),20380,3,0,0.0,,7.0097,0,0,897
136340,6,KBSTAR 중기우량회사채,104025,3,0,0.0,103999.0,-1.1452,0,0,895
195930,4,TIGER 유로스탁스50(합성 H),14855,3,0,0.0,,4.1725,0,0,862
306520,3,HANARO 200선물인버스,9440,3,0,0.0,9427.0,7.8857,0,0,845
363580,2,KODEX 200IT TR,13255,3,0,0.0,13280.0,-6.655,0,0,835
266160,2,KBSTAR 고배당,12330,3,0,0.0,12332.0,-3.1422,0,0,808
174360,4,KBSTAR 중국본토대형주CSI100,21270,3,0,0.0,,1.9654,0,0,787
385510,2,KODEX K-신재생에너지액티브,12575,3,0,0.0,12619.0,9.3478,0,0,767
195980,4,ARIRANG 신흥국MSCI(합성 H),12250,3,0,0.0,,-1.4085,0,0,762
387270,4,TIGER 글로벌BBIG액티브,12630,3,0,0.0,,7.1246,0,0,749
387280,2,TIGER 퓨처모빌리티액티브,12100,3,0,0.0,12128.0,7.5555,0,0,748
227830,1,ARIRANG 코스피,30480,3,0,0.0,30583.0,-7.4963,0,0,747
379780,4,KBSTAR 미국S&P500,12015,3,0,0.0,,6.4216,0,0,721
376410,2,TIGER 탄소효율그린뉴딜,9505,3,0,0.0,9530.0,-7.1234,0,0,713
277630,1,TIGER 코스피,30240,3,0,0.0,30238.0,-6.9682,0,0,711
245340,4,TIGER 미국다우존스30,21530,3,0,0.0,,3.3853,0,0,710
404540,2,TIGER KRX기후변화솔루션,10045,3,0,0.0,10059.0,,0,0,703
385520,2,KODEX K-미래차액티브,11385,3,0,0.0,11414.0,4.5934,0,0,700
123310,3,TIGER 인버스,4540,3,0,0.0,4537.0,7.7105,0,0,690
114820,6,TIGER 국채3년,109085,3,0,0.0,109168.0,-1.2448,0,0,687
305080,6,TIGER 미국채10년선물,11945,3,0,0.0,,-0.4169,0,0,681
396510,4,TIGER 차이나클린에너지SOLACTIVE,11325,3,0,0.0,,12.1287,0,0,670
302190,6,TIGER 중장기국채,51595,3,0,0.0,51535.0,-2.0411,0,0,660
391600,4,KINDEX 미국친환경그린테마INDXX,11685,3,0,0.0,,14.7275,0,0,654
365000,2,TIGER KRX인터넷K-뉴딜,11885,3,0,0.0,11892.0,-6.4542,0,0,654
245360,4,TIGER 차이나HSCEI,11400,3,0,0.0,,-2.146,0,0,650
233160,1,TIGER 코스닥150 레버리지,17000,3,0,0.0,17152.0,0.8303,0,0,646
368190,2,HANARO Fn K-뉴딜디지털플러스,12390,3,0,0.0,12395.0,-10.7671,0,0,638
282000,3,KBSTAR 국고채3년선물인버스,101220,3,0,0.0,101196.0,1.438,0,0,634
363510,6,SOL KIS단기통안채,100500,3,0,0.0,100513.0,0.1544,0,0,633
139230,2,TIGER 200 중공업,3475,3,0,0.0,3476.0,-4.4017,0,0,619
200250,4,KOSEF 인도Nifty50(합성),19375,3,0,0.0,,11.575,0,0,610
130680,5,TIGER 원유선물Enhanced(H),3765,3,0,0.0,,18.5826,0,0,604
354350,4,HANARO 글로벌럭셔리S&P(합성),19970,3,0,0.0,,8.0627,0,0,589
256750,4,KODEX 차이나심천ChiNext(합성),15445,3,0,0.0,,3.9017,0,0,587
395760,2,ARIRANG ESG성장주액티브,9525,3,0,0.0,9558.0,-4.8452,0,0,581
385720,1,TIMEFOLIO Kstock액티브,10455,3,0,0.0,10486.0,0.2396,0,0,575
266360,2,KODEX 미디어&엔터테인먼트,27165,3,0,0.0,27166.0,5.2906,0,0,570
102970,2,KODEX 증권,8000,3,0,0.0,8025.0,-3.9616,0,0,556
315960,2,KBSTAR 대형고배당10TR,15450,3,0,0.0,15467.0,-4.1861,0,0,548
114460,6,KINDEX 국고채3년,105310,3,0,0.0,105274.0,-1.1453,0,0,537
371450,4,TIGER 글로벌클라우드컴퓨팅INDXX,12905,3,0,0.0,,8.4453,0,0,532
117680,2,KODEX 철강,8640,3,0,0.0,8606.0,-14.158,0,0,526
388280,2,KBSTAR Fn컨택트대표,10110,3,0,0.0,10108.0,2.5354,0,0,524
289260,2,TIGER MSCI KOREA ESG리더스,11250,3,0,0.0,11274.0,-6.445,0,0,516
337160,2,KODEX 200ESG,13920,3,0,0.0,13942.0,-7.2928,0,0,515
099140,4,KODEX 차이나H,19295,3,0,0.0,,-2.5259,0,0,502
404260,2,KODEX KRX기후변화솔루션,10005,3,0,0.0,10019.0,,0,0,500
336160,6,KBSTAR 금융채액티브,102030,3,0,0.0,102000.0,-1.0235,0,0,500
363570,6,KODEX 장기종합채권(AA-이상)액티브KAP,94680,3,0,0.0,94717.0,-2.8625,0,0,496
219390,4,KBSTAR 미국S&P원유생산기업(합성 H),4835,3,0,0.0,,29.278,0,0,484
266370,2,KODEX IT,20115,3,0,0.0,20141.0,-3.363,0,0,483
256440,4,KINDEX 인도네시아MSCI(합성),9355,3,0,0.0,,17.8954,0,0,477
356540,6,KINDEX KIS종합채권(AA-이상)액티브,97250,3,0,0.0,97267.0,-1.9658,0,0,472
304780,1,HANARO 200선물레버리지,25260,3,0,0.0,25329.0,-15.1923,0,0,467
228790,2,TIGER 화장품,3050,3,0,0.0,3047.0,-16.7804,0,0,458
375770,2,KODEX 탄소효율그린뉴딜,9540,3,0,0.0,9545.0,-6.8815,0,0,458
292190,1,KODEX KRX300,18215,3,0,0.0,18220.0,-6.6616,0,0,455
341850,7,TIGER KIS부동산인프라채권TR,5780,3,0,0.0,5767.0,2.4641,0,0,442
361580,1,KBSTAR 200TR,20090,3,0,0.0,20095.0,-7.5047,0,0,442
204450,4,KODEX 차이나H레버리지(H),4900,3,0,0.0,,-8.5821,0,0,421
203780,4,TIGER 미국나스닥바이오,21045,3,0,0.0,,-5.9021,0,0,421
243880,2,TIGER 200IT레버리지,54955,3,0,0.0,54793.0,-14.937,0,0,412
269540,4,ARIRANG 미국S&P500(H),19235,3,0,0.0,,5.3972,0,0,404
400570,4,KODEX 유럽탄소배출권선물ICE(H),10310,3,0,0.0,,,0,0,391
396500,2,TIGER Fn반도체TOP10,8665,3,0,0.0,8679.0,-5.404,0,0,386
139270,2,TIGER 200 금융,7010,3,0,0.0,7016.0,-1.212,0,0,383
364990,2,TIGER KRX게임K-뉴딜,13665,3,0,0.0,13656.0,13.1677,0,0,383
326230,2,KBSTAR 내수주플러스,10055,3,0,0.0,10092.0,-9.1279,0,0,376
276970,4,KODEX 미국S&P고배당커버드콜(합성 H),10430,3,0,0.0,,1.1933,0,0,375
123320,3,TIGER 레버리지,21985,3,0,0.0,22006.0,-15.165,0,0,374
304770,1,HANARO 코스닥150,14675,3,0,0.0,15029.0,-0.8111,0,0,373
276650,4,KBSTAR 글로벌4차산업IT(합성 H),24620,3,0,0.0,,4.9893,0,0,369
396520,4,TIGER 차이나반도체FACTSET,9955,3,0,0.0,,-2.7358,0,0,366
385600,2,네비게이터 친환경자동차밸류체인액티브,11690,3,0,0.0,11740.0,6.2727,0,0,362
138230,7,KOSEF 미국달러선물,12395,3,0,0.0,12392.0,1.5151,0,0,351
279530,2,KODEX 고배당,10240,3,0,0.0,10261.0,2.6052,0,0,348
385710,2,TIMEFOLIO BBIG액티브,11980,3,0,0.0,12015.0,1.4394,0,0,347
252420,3,KBSTAR 200선물인버스2X,2270,3,0,0.0,2266.0,14.9367,0,0,341
225800,3,KOSEF 미국달러선물레버리지,9525,3,0,0.0,9524.0,2.8617,0,0,334
390390,4,KODEX 미국반도체MV,11935,3,0,0.0,,15.1471,0,0,334
310960,1,TIGER 200TR,20885,3,0,0.0,20891.0,-7.5885,0,0,334
114470,6,KOSEF 국고채3년,110855,3,0,0.0,110839.0,-1.1327,0,0,333
359210,1,KODEX 코스피TR,13770,3,0,0.0,13784.0,-7.3663,0,0,330
385590,2,네비게이터 ESG액티브,9410,3,0,0.0,9449.0,-6.041,0,0,329
332620,6,ARIRANG 미국장기우량회사채,105900,3,0,0.0,,4.6494,0,0,323
287180,4,ARIRANG 미국나스닥기술주,26720,3,0,0.0,,11.729,0,0,321
381560,2,HANARO Fn전기&수소차,9845,3,0,0.0,9845.0,-5.7895,0,0,320
337140,2,KODEX 코스피대형주,13755,3,0,0.0,13777.0,-7.9626,0,0,316
169950,4,KODEX 차이나A50,22400,3,0,0.0,,2.3064,0,0,314
244580,2,KODEX 바이오,12545,3,0,0.0,12625.0,-19.9682,0,0,311
272570,6,KBSTAR 중장기국공채액티브,101900,3,0,0.0,101920.0,-1.7926,0,0,311
280930,4,KODEX 미국러셀2000(H),15705,3,0,0.0,,7.3479,0,0,306
401170,2,KBSTAR iSelect메타버스,12550,3,0,0.0,12542.0,,0,0,304
227540,2,TIGER 200 헬스케어,22220,3,0,0.0,22222.0,-18.8756,0,0,302
236350,4,TIGER 인도니프티50레버리지(합성),27025,3,0,0.0,,22.5623,0,0,297
319640,4,TIGER 골드선물(H),13435,3,0,0.0,,6.0378,0,0,296
217780,4,TIGER 차이나CSI300인버스(합성),7380,3,0,0.0,,-2.1221,0,0,295
137610,5,TIGER 농산물선물Enhanced(H),6730,3,0,0.0,,1.5082,0,0,283
181480,7,KINDEX 미국다우존스리츠(합성 H),100260,3,0,0.0,,3.6654,0,0,281
213630,4,ARIRANG 미국다우존스고배당주(합성 H),15860,3,0,0.0,,1.439,0,0,274
354500,1,KINDEX 코스닥150,14975,3,0,0.0,15017.0,-0.2,0,0,270
230480,3,KOSEF 미국달러선물인버스2X,7830,3,0,0.0,7834.0,-3.2737,0,0,268
277540,4,KINDEX S&P아시아TOP50,14815,3,0,0.0,,-1.7573,0,0,267
239660,6,ARIRANG 우량회사채50 1년,108485,3,0,0.0,108478.0,-0.0875,0,0,260
152870,1,파워 200,39965,3,0,0.0,39985.0,-7.6531,0,0,260
252410,3,KBSTAR 200선물인버스,5280,3,0,0.0,5289.0,7.4262,0,0,259
266420,2,KODEX 헬스케어,15880,3,0,0.0,15964.0,-20.9754,0,0,254
253250,3,KOSEF 200선물레버리지,20795,3,0,0.0,20851.0,-15.1744,0,0,254
160580,5,TIGER 구리실물,10615,3,0,0.0,,4.8395,0,0,249
250780,3,TIGER 코스닥150선물인버스,4290,3,0,0.0,4284.0,-2.5,0,0,247
248270,4,TIGER S&P글로벌헬스케어(합성),18560,3,0,0.0,,2.6548,0,0,241
218420,4,KODEX 미국S&P에너지(합성),7920,3,0,0.0,,17.9448,0,0,241
261250,7,KODEX 미국달러선물레버리지,9990,3,0,0.0,10002.0,2.5141,0,0,238
365040,1,TIGER AI코리아그로스액티브,13185,3,0,0.0,13214.0,-6.6879,0,0,237
176950,6,KODEX 국채선물10년인버스,48070,3,0,0.0,48081.0,3.4876,0,0,237
292160,1,TIGER KRX300,18125,3,0,0.0,18160.0,-6.8986,0,0,236
225130,4,KINDEX 골드선물 레버리지(합성 H),18000,3,0,0.0,,11.5241,0,0,234
114100,6,KBSTAR 국고채3년,111365,3,0,0.0,111387.0,-1.1495,0,0,234
252400,3,KBSTAR 200선물레버리지,21080,3,0,0.0,21111.0,-15.1711,0,0,232
332610,6,ARIRANG 미국단기우량회사채,99820,3,0,0.0,,1.4121,0,0,230
168300,1,KTOP 코스피50,27695,3,0,0.0,27683.0,-7.3746,0,0,228
304660,6,KODEX 미국채울트라30년선물(H),12650,3,0,0.0,,1.5656,0,0,228
394350,4,KOSEF 릭소글로벌퓨처모빌리티MSCI,12600,3,0,0.0,,13.8725,0,0,227
322410,2,HANARO 고배당,11045,3,0,0.0,11084.0,-2.1701,0,0,226
266410,2,KODEX 필수소비재,8695,3,0,0.0,8691.0,-9.9897,0,0,226
331910,2,KOSEF Fn중소형,24155,3,0,0.0,24174.0,-8.5385,0,0,222
377990,2,TIGER Fn신재생에너지,10290,3,0,0.0,10304.0,-1.3423,0,0,221
404120,2,TIMEFOLIO 탄소중립액티브,10020,3,0,0.0,10043.0,,0,0,220
285690,2,FOCUS ESG리더스,11105,3,0,0.0,11132.0,-6.5236,0,0,217
210780,2,TIGER 코스피고배당,15315,3,0,0.0,15312.0,3.718,0,0,216
329660,7,KODEX TRF5050,12625,3,0,0.0,12585.0,1.5687,0,0,215
237370,7,KODEX 배당성장채권혼합,11905,3,0,0.0,11918.0,-2.0971,0,0,214
276990,4,KODEX 글로벌4차산업로보틱스(합성),19750,3,0,0.0,,8.012,0,0,213
397410,6,KBSTAR 국채선물5년추종인버스,51120,3,0,0.0,51100.0,,0,0,212
138520,2,TIGER 삼성그룹펀더멘털,11530,3,0,0.0,11531.0,-8.5284,0,0,210
329670,7,KODEX TRF7030,13800,3,0,0.0,13754.0,2.9082,0,0,207
300640,2,KBSTAR 게임테마,22855,3,0,0.0,22894.0,45.7124,0,0,206
227570,2,TIGER 우량가치,12250,3,0,0.0,12245.0,-4.0721,0,0,202
138910,5,KODEX 구리선물(H),8065,3,0,0.0,,-0.3091,0,0,202
152380,6,KODEX 국채선물10년,68135,3,0,0.0,68173.0,-3.3889,0,0,200
278620,6,ARIRANG 단기채권액티브,105920,3,0,0.0,105915.0,-0.1179,0,0,200
211900,2,KODEX 배당성장,15250,3,0,0.0,15251.0,-4.6578,0,0,198
371130,4,KINDEX 블룸버그베트남VN30선물레버리지(H),21750,3,0,0.0,,4.3165,0,0,196
352560,7,KODEX 다우존스미국리츠(H),15015,3,0,0.0,,4.1984,0,0,195
238720,4,KINDEX 일본Nikkei225(H),19470,3,0,0.0,,6.4516,0,0,195
400590,4,SOL 글로벌탄소배출권선물IHS(합성),10730,3,0,0.0,,,0,0,193
140710,2,KODEX 운송,5850,3,0,0.0,5848.0,-14.6609,0,0,193
337150,2,KODEX 200exTOP,13675,3,0,0.0,13681.0,-7.0992,0,0,191
388420,2,KBSTAR 비메모리반도체액티브,9815,3,0,0.0,9835.0,-3.4907,0,0,190
117460,2,KODEX 에너지화학,19300,3,0,0.0,19349.0,-3.9801,0,0,189
143460,2,KINDEX 밸류대형,9420,3,0,0.0,9423.0,-5.4692,0,0,188
368680,2,KODEX Fn K-뉴딜디지털플러스,12370,3,0,0.0,12416.0,-11.1351,0,0,186
306950,3,KODEX KRX300레버리지,18340,3,0,0.0,18288.0,-13.6942,0,0,183
292730,1,FOCUS KRX300,18225,3,0,0.0,18284.0,-6.4906,0,0,182
289040,2,KODEX MSCI KOREA ESG유니버설,11665,3,0,0.0,11710.0,-7.6771,0,0,175
140700,2,KODEX 보험,6650,3,0,0.0,6650.0,-0.5236,0,0,173
139250,2,TIGER 200 에너지화학,19585,3,0,0.0,19587.0,-5.9544,0,0,172
211560,2,TIGER 배당성장,18890,3,0,0.0,18891.0,-4.6682,0,0,170
280320,4,KINDEX 미국IT인터넷S&P(합성 H),21195,3,0,0.0,,1.0488,0,0,170
225050,4,TIGER 유로스탁스레버리지(합성 H),11195,3,0,0.0,,7.2831,0,0,168
276000,4,TIGER 글로벌자원생산기업(합성 H),13975,3,0,0.0,,3.5185,0,0,168
237350,1,KODEX 코스피100,29970,3,0,0.0,30014.0,-7.6283,0,0,165
360140,2,KODEX 200롱코스닥150숏선물,10245,3,0,0.0,10229.0,-9.1756,0,0,164
241180,4,TIGER 일본니케이225,18160,3,0,0.0,,4.1881,0,0,163
316670,1,KOSEF 코스닥150,7415,3,0,0.0,7475.0,-0.0674,0,0,163
102960,2,KODEX 기계장비,6130,3,0,0.0,6133.0,1.3223,0,0,163
292500,1,SOL KRX300,18110,3,0,0.0,18230.0,-7.1521,0,0,163
091220,2,TIGER 은행,7820,3,0,0.0,7831.0,-0.0767,0,0,163
304760,1,HANARO KRX300,17885,3,0,0.0,17950.0,-6.6204,0,0,161
245350,4,TIGER 유로스탁스배당30,13165,3,0,0.0,,0.0379,0,0,158
284430,6,KODEX 200미국채혼합,13100,3,0,0.0,13070.0,-2.4572,0,0,157
138530,2,TIGER LG그룹+펀더멘털,10600,3,0,0.0,10616.0,-8.7387,0,0,157
390400,4,KODEX 미국스마트모빌리티S&P,10450,3,0,0.0,,9.3096,0,0,157
272910,6,KINDEX 중장기국공채액티브,99680,3,0,0.0,99634.0,-1.4192,0,0,156
253160,3,ARIRANG 200선물인버스2X,4555,3,0,0.0,4547.0,15.1706,0,0,153
182490,6,TIGER 단기선진하이일드(합성 H),12580,3,0,0.0,,1.0441,0,0,151
399110,4,SOL 미국S&P500ESG,10685,3,0,0.0,,,0,0,150
367740,2,HANARO Fn5G산업,13000,3,0,0.0,13006.0,-3.8106,0,0,150
183700,7,KBSTAR 채권혼합,62100,3,0,0.0,62159.0,-3.2786,0,0,149
269420,4,KODEX S&P글로벌인프라(합성),12655,3,0,0.0,,4.7165,0,0,148
153270,1,KOSEF 코스피100,29505,3,0,0.0,29478.0,-7.6208,0,0,148
223190,2,KODEX 200가치저변동,10505,3,0,0.0,10508.0,-5.6579,0,0,147
253150,3,ARIRANG 200선물레버리지,42020,3,0,0.0,41985.0,-14.9737,0,0,147
241390,7,KBSTAR V&S셀렉트밸류채권혼합,12185,3,0,0.0,12184.0,-3.5997,0,0,146
