Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
053700,KR7053700001,삼보모터스,KOSDAQ,우량기업부,4895,1,65,1.35,4825,4910,4825,45763,223411675,111983845050,22877190,KSQ
330350,KR7330350000,위더스제약,KOSDAQ,우량기업부,8480,2,-220,-2.53,8760,8780,8430,74827,640335920,111954138720,13202139,KSQ
140070,KR7140070004,서플러스글로벌,KOSDAQ,우량기업부,3025,3,0,0.0,3060,3090,3005,11266,34323060,111888700000,36988000,KSQ
372910,KR7372910000,한컴라이프케어,KOSPI,,4040,1,35,0.87,4015,4340,3995,1837151,7661501220,111804600240,27674406,STK
226400,KR7226400000,오스테오닉,KOSDAQ,기술성장기업부,5410,1,80,1.5,5340,5410,5310,55877,300538890,111779261410,20661601,KSQ
361390,KR7361390008,제노코,KOSDAQ,우량기업부,14840,1,120,0.82,14870,14990,14700,5122,76329090,111311708760,7500789,KSQ
018120,KR7018120006,진로발효,KOSDAQ,우량기업부,16790,2,-300,-1.76,17160,17160,16780,2653,44971590,111168604800,6621120,KSQ
163560,KR7163560006,동일고무벨트,KOSPI,,7990,1,190,2.44,7810,8130,7810,61832,496129310,111061000000,13900000,STK
162300,KR7162300008,신스틸,KOSDAQ,중견기업부,2675,1,90,3.48,2610,2705,2610,35713,95524700,110935946850,41471382,KSQ
099750,KR7099750002,이지케어텍,KOSDAQ,벤처기업부,16230,1,320,2.01,16010,16420,15810,10434,169053460,110928414480,6834776,KSQ
448710,KR7448710004,코츠테크놀로지,KOSDAQ,벤처기업부,21500,1,1200,5.91,20400,22000,20350,50886,1078893050,110763528000,5151792,KSQ
016740,KR7016740003,두올,KOSPI,,3445,1,25,0.73,3420,3460,3420,35049,120572305,110469712600,32066680,STK
241820,KR7241820000,피씨엘,KOSDAQ,벤처기업부,1947,2,-83,-4.09,2050,2050,1915,260614,513090930,110349418080,56676640,KSQ
263050,KR7263050007,유틸렉스,KOSDAQ,기술성장기업부,2995,2,-80,-2.6,3135,3140,2985,179349,546375405,110212579710,36798858,KSQ
232530,KR7232530006,이엠티,KONEX,일반기업부,4295,1,35,0.82,4350,4350,4295,71,305055,110013435680,25614304,KNX
413630,KR7413630005,씨피시스템,KOSDAQ,벤처기업부,2840,2,-70,-2.41,2890,2910,2820,70472,200031675,109917727000,38703425,KSQ
008260,KR7008260002,NI스틸,KOSPI,,3840,2,-10,-0.26,3840,3890,3840,27825,107356560,109824449280,28600117,STK
014470,KR7014470009,부방,KOSDAQ,중견기업부,1828,1,27,1.5,1804,1843,1801,69805,127165089,109775531280,60052260,KSQ
004720,KR7004720009,팜젠사이언스,KOSPI,,6030,2,-100,-1.63,6280,6360,5950,416210,2557772340,109616505750,18178525,STK
061040,KR7061040002,알에프텍,KOSDAQ,우량기업부,3415,2,-20,-0.58,3435,3445,3380,10083,34358800,109584819485,32089259,KSQ
035610,KR7035610005,솔본,KOSDAQ,우량기업부,4005,1,5,0.13,4000,4040,3995,2544,10189460,109520717985,27345997,KSQ
263600,KR7263600009,덕우전자,KOSDAQ,우량기업부,6870,1,520,8.19,6460,7940,6450,2454503,18169772780,109441229700,15930310,KSQ
027050,KR7027050004,코리아나,KOSDAQ,중견기업부,2730,1,30,1.11,2705,2745,2700,69866,190725360,109200000000,40000000,KSQ
036630,KR7036630002,세종텔레콤,KOSDAQ,우량기업부,546,3,0,0.0,540,549,540,31385,17144129,109200000000,200000000,KSQ
004830,KR7004830006,덕성,KOSPI,,6960,1,430,6.58,6540,7040,6540,262148,1796613910,109132800000,15680000,STK
347890,KR7347890006,엠투아이,KOSDAQ,벤처기업부,6450,3,0,0.0,6500,6520,6440,30598,197594230,109090165800,16913204,KSQ
042510,KR7042510008,라온시큐어,KOSDAQ,벤처기업부,1947,1,11,0.57,1936,1955,1933,36618,71101208,109082370837,56025871,KSQ
256940,KR7256940008,케이피에스,KOSDAQ,벤처기업부,5810,2,-30,-0.51,5890,5900,5730,17455,101268500,108929702980,18748658,KSQ
080580,KR7080580004,오킨스전자,KOSDAQ,우량기업부,6160,1,80,1.32,6130,6250,6130,25801,160034720,108904475680,17679298,KSQ
311320,KR7311320006,지오엘리먼트,KOSDAQ,기술성장기업부,8630,1,160,1.89,8470,8680,8470,2602,22510530,108863652800,12614560,KSQ
004150,KR7004150009,한솔홀딩스,KOSPI,,2580,2,-5,-0.19,2585,2595,2575,3367,8702500,108382128660,42008577,STK
079980,KR7079980009,휴비스,KOSPI,,3140,1,20,0.64,3090,3180,3070,23303,72722660,108330000000,34500000,STK
089850,KR7089850002,유비벨록스,KOSDAQ,우량기업부,7350,1,60,0.82,7440,7440,7170,3872,28436460,108266962650,14730199,KSQ
005960,KR7005960000,동부건설,KOSPI,,4715,1,10,0.21,4730,4730,4690,3217,15151680,108192016675,22946345,STK
003100,KR7003100005,선광,KOSDAQ,우량기업부,16390,3,0,0.0,16400,16550,16390,1836,30211370,108174000000,6600000,KSQ
011560,KR7011560000,세보엠이씨,KOSDAQ,우량기업부,10270,1,40,0.39,10230,10350,10230,5608,57781110,108143100000,10530000,KSQ
226330,KR7226330009,신테카바이오,KOSDAQ,기술성장기업부,7080,1,230,3.36,6850,7170,6850,43771,309078020,108030003000,15258475,KSQ
452190,KR7452190002,한빛레이저,KOSDAQ,벤처기업부,4645,1,60,1.31,4550,4690,4450,647762,2986994035,107591006265,23162757,KSQ
038460,KR7038460002,바이오스마트,KOSDAQ,우량기업부,4490,1,5,0.11,4520,4530,4430,148206,663451410,107460139840,23933216,KSQ
238090,KR7238090005,앤디포스,KOSDAQ,벤처기업부,4560,2,-60,-1.3,4700,4720,4515,48111,220457950,107348341680,23541303,KSQ
352090,KR7352090005,스톰테크,KOSDAQ,중견기업부,7980,1,40,0.5,8060,8160,7930,81065,652868180,107223262020,13436499,KSQ
023800,KR7023800006,인지컨트롤스,KOSPI,,6780,1,70,1.04,6680,6800,6680,14749,99340870,107186355660,15809197,STK
142210,KR7142210004,유니트론텍,KOSDAQ,우량기업부,5560,1,70,1.28,5460,5610,5460,50185,277916990,107008271520,19246092,KSQ
160600,KR7160600003,이큐셀,KOSDAQ,관리종목(소속부없음),3100,0,0,0.0,0,0,0,0,0,106895911200,34482552,KSQ
419530,KR7419530001,SAMG엔터,KOSDAQ,기술성장기업부,12440,1,250,2.05,12250,12750,12190,54061,675805170,106871169200,8590930,KSQ
048910,KR7048910004,대원미디어,KOSDAQ,우량기업부,8450,1,170,2.05,8240,8450,8240,17868,149795290,106292093700,12578946,KSQ
284620,KR7284620002,카이노스메드,KOSDAQ,기술성장기업부,3770,2,-230,-5.75,3660,3845,3570,160418,591030930,106241589610,28180793,KSQ
300080,KR7300080009,플리토,KOSDAQ,기술성장기업부,19260,1,310,1.64,18950,19560,18950,8398,162553160,105964995420,5501817,KSQ
019010,KR7019010008,베뉴지,KOSDAQ,우량기업부,2185,1,35,1.63,2130,2195,2130,44504,97060470,105317000000,48200000,KSQ
124500,KR7124500000,아이티센,KOSDAQ,투자주의환기종목(소속부없음),4535,1,55,1.23,4495,4570,4400,83437,376712970,105232529945,23204527,KSQ
041930,KR7041930009,동아화성,KOSDAQ,우량기업부,6660,1,100,1.52,6530,6680,6530,16087,106648490,105228000000,15800000,KSQ
291230,KR7291230001,엔피,KOSDAQ,중견기업부,2385,1,60,2.58,2370,2420,2340,269686,644992355,105168423375,44095775,KSQ
119850,KR7119850006,지엔씨에너지,KOSDAQ,우량기업부,6390,1,160,2.57,6240,6420,6240,74460,474476270,105108528510,16448909,KSQ
366030,KR7366030005,공구우먼,KOSDAQ,중견기업부,4635,1,70,1.53,4560,4705,4560,47512,221376340,105000594750,22653850,KSQ
019590,KR7019590009,엠벤처투자,KOSDAQ,관리종목(소속부없음),921,0,0,0.0,0,0,0,0,0,104963185182,113966542,KSQ
093920,KR7093920007,서원인텍,KOSDAQ,우량기업부,5640,1,20,0.36,5620,5660,5620,3468,19525950,104904000000,18600000,KSQ
002700,KR7002700003,신일전자,KOSPI,,1474,1,1,0.07,1476,1490,1473,97227,143588529,104724045954,71047521,STK
180400,KR7180400004,DXVX,KOSDAQ,중견기업부,3465,1,85,2.51,3390,3650,3230,1131649,3975556535,104710331880,30219432,KSQ
333430,KR7333430007,일승,KOSDAQ,중견기업부,3405,1,60,1.79,3325,3445,3325,22557,76761630,104624573535,30726747,KSQ
002800,KR7002800001,신신제약,KOSDAQ,중견기업부,6890,2,-10,-0.14,6950,7010,6820,102981,713150150,104524745000,15170500,KSQ
001540,KR7001540004,안국약품,KOSDAQ,우량기업부,8010,2,-30,-0.37,8020,8080,7960,16196,129775270,104469784200,13042420,KSQ
095190,KR7095190005,이엠코리아,KOSDAQ,중견기업부,2305,1,20,0.88,2285,2330,2285,15338,35292830,104462074460,45319772,KSQ
417790,KR7417790003,트루엔,KOSDAQ,벤처기업부,9490,1,50,0.53,9440,9520,9360,4409,41505450,104386678500,10999650,KSQ
001380,KR7001380005,SG글로벌,KOSPI,,2320,2,-20,-0.85,2325,2360,2310,89876,209768085,104316811760,44964143,STK
086960,KR7086960002,MDS테크,KOSDAQ,중견기업부,1189,1,25,2.15,1168,1201,1168,276391,328604384,104241755932,87671788,KSQ
072020,KR7072020001,중앙백신,KOSDAQ,벤처기업부,10790,2,-140,-1.28,10930,10930,10730,20924,226155510,104217232730,9658687,KSQ
255440,KR7255440000,야스,KOSDAQ,벤처기업부,7980,1,240,3.1,7850,8000,7810,5596,44444300,104202840000,13058000,KSQ
356680,KR7356680009,엑스게이트,KOSDAQ,벤처기업부,3650,1,105,2.96,3630,3700,3565,46741,170873770,104183745800,28543492,KSQ
003480,KR7003480001,한진중공업홀딩스,KOSPI,,3520,1,15,0.43,3500,3525,3490,1969,6903295,103944938240,29529812,STK
042500,KR7042500009,링네트,KOSDAQ,우량기업부,5450,1,100,1.87,5360,5480,5360,49357,267806790,103932230300,19070134,KSQ
041590,KR7041590001,플래스크,KOSDAQ,관리종목(소속부없음),789,0,0,0.0,0,0,0,0,0,103917099150,131707350,KSQ
035000,KR7035000009,HS애드,KOSPI,,6270,2,-20,-0.32,6240,6300,6240,1791,11269560,103877654430,16567409,STK
002600,KR7002600005,조흥,KOSPI,,173000,1,500,0.29,172500,173000,172500,4,690500,103800000000,600000,STK
198440,KR7198440000,강동씨앤엘,KOSDAQ,중견기업부,1703,1,22,1.31,1699,1727,1695,32807,56201941,103767018888,60931896,KSQ
008700,KR7008700007,아남전자,KOSPI,,1344,1,10,0.75,1336,1350,1336,62066,83277237,103655758080,77124820,STK
234300,KR7234300002,에스트래픽,KOSDAQ,우량기업부,3750,1,85,2.32,3880,3885,3730,577165,2192133145,103245907500,27532242,KSQ
043260,KR7043260009,성호전자,KOSDAQ,우량기업부,1791,1,77,4.49,1750,1825,1732,1726581,3082727340,103193030259,57617549,KSQ
034300,KR7034300004,신세계건설,KOSPI,,13290,1,410,3.18,12900,13290,12900,2380,31367090,103137762660,7760554,STK
443250,KR7443250006,레뷰코퍼레이션,KOSDAQ,벤처기업부,9130,1,90,1.0,9040,9190,8910,10393,94672210,102980794180,11279386,KSQ
111710,KR7111710000,남화산업,KOSDAQ,중견기업부,5000,1,20,0.4,4930,5030,4930,802,4019400,102940000000,20588000,KSQ
043650,KR7043650001,국순당,KOSDAQ,우량기업부,5760,1,40,0.7,5720,5790,5720,13547,77850820,102863831040,17858304,KSQ
333620,KR7333620003,엔시스,KOSDAQ,벤처기업부,9690,1,230,2.43,9480,9750,9450,9166,88146100,102290973360,10556344,KSQ
023000,KR7023000003,삼원강재,KOSPI,,2555,1,5,0.2,2540,2580,2540,1474,3773630,102200000000,40000000,STK
053580,KR7053580007,웹케시,KOSDAQ,우량기업부,7480,1,130,1.77,7310,7500,7310,2079,15515080,101999135040,13636248,KSQ
302550,KR7302550009,리메드,KOSDAQ,기술성장기업부,3325,2,-25,-0.75,3385,3385,3310,10573,35261760,101871616000,30638080,KSQ
431190,KR7431190008,케이쓰리아이,KOSDAQ,기술성장기업부,13600,2,-1900,-12.26,15800,15950,13520,5209563,76922818940,101815611200,7486442,KSQ
040420,KR7040420002,정상제이엘에스,KOSDAQ,우량기업부,6480,3,0,0.0,6500,6520,6470,7097,46068060,101590536960,15677552,KSQ
382480,KR7382480002,지아이텍,KOSDAQ,벤처기업부,2580,1,70,2.79,2545,2590,2465,128108,326285440,101541421200,39357140,KSQ
004540,KR7004540001,깨끗한나라,KOSPI,,2715,1,5,0.18,2725,2745,2620,502558,1355968945,101108481495,37240693,STK
950200,KR8840150005,소마젠,KOSDAQ,외국기업(소속부없음),5250,2,-190,-3.49,5400,5400,5140,108463,567712840,100989278250,19236053,KSQ
411080,KR7411080005,샌즈랩,KOSDAQ,기술성장기업부,6610,1,350,5.59,6290,6890,6290,147094,978680630,100793497180,15248638,KSQ
239890,KR7239890007,피엔에이치테크,KOSDAQ,기술성장기업부,10140,1,80,0.8,10090,10540,10090,75323,776969020,100748555700,9935755,KSQ
059210,KR7059210005,메타바이오메드,KOSDAQ,우량기업부,4220,1,70,1.69,4155,4265,4155,138656,582420225,100699121220,23862351,KSQ
199480,KR7199480005,뱅크웨어글로벌,KOSDAQ,기술성장기업부,10060,2,-10,-0.1,10030,10690,9950,879411,9010082010,100609939280,10000988,KSQ
226440,KR7226440006,한송네오텍,KOSDAQ,관리종목(소속부없음),1530,0,0,0.0,0,0,0,0,0,100580954580,65739186,KSQ
024880,KR7024880007,케이피에프,KOSDAQ,우량기업부,4855,2,-5,-0.1,4920,4935,4850,25388,124533695,100414984290,20682798,KSQ
293580,KR7293580007,나우IB,KOSDAQ,중견기업부,1048,2,-5,-0.47,1046,1059,1044,55987,58661684,100366960000,95770000,KSQ
006660,KR7006660005,삼성공조,KOSPI,,12340,1,590,5.02,11850,12950,11840,297655,3739680200,100278714760,8126314,STK
065710,KR7065710006,서호전기,KOSDAQ,우량기업부,19460,1,80,0.41,19370,19460,19350,1306,25327310,100219000000,5150000,KSQ
175250,KR7175250000,아이큐어,KOSDAQ,기술성장기업부,2665,1,65,2.5,2570,2700,2555,138443,363203605,100093050720,37558368,KSQ
058400,KR7058400003,KNN,KOSDAQ,우량기업부,754,2,-2,-0.26,756,758,752,29545,22288111,99852008880,132429720,KSQ
289080,KR7289080004,SV인베스트먼트,KOSDAQ,중견기업부,1874,1,36,1.96,1838,1887,1836,177118,330801775,99760516000,53234000,KSQ
012210,KR7012210001,삼미금속,KONEX,일반기업부,2800,4,365,14.99,2800,2800,2800,1,2800,99679678000,35599885,KNX
054800,KR7054800008,아이디스홀딩스,KOSDAQ,우량기업부,9630,2,-70,-0.72,9710,9710,9630,179,1725230,99648890280,10347756,KSQ
013520,KR7013520002,화승코퍼레이션,KOSPI,,1988,3,0,0.0,1984,2010,1984,7652,15253092,99501888976,50051252,STK
004840,KR7004840005,DRB동일,KOSPI,,4990,1,60,1.22,5100,5100,4970,2052,10240360,99450700000,19930000,STK
004890,KR7004890000,동일산업,KOSPI,,40950,1,250,0.61,40700,41000,40700,356,14570800,99312554250,2425215,STK
068330,KR7068330000,일신바이오,KOSDAQ,중견기업부,2245,4,515,29.77,2005,2245,2000,14980786,31974938645,99265234300,44216140,KSQ
450330,KR7450330006,하스,KOSDAQ,기술성장기업부,12650,2,-280,-2.17,13000,13090,12620,193437,2484358560,99125513850,7836009,KSQ
014790,KR7014790000,HL D&I,KOSPI,,2615,1,185,7.61,2455,2655,2430,118830,306505260,99000241615,37858601,STK
007110,KR7007110000,일신석재,KOSPI,,1273,1,43,3.5,1233,1292,1228,744390,940669463,98602264530,77456610,STK
010040,KR7010040004,한국내화,KOSPI,,2400,1,20,0.84,2380,2400,2370,1786,4266505,98560948800,41067062,STK
393210,KR7393210000,토마토시스템,KOSDAQ,기술성장기업부,6300,3,0,0.0,6270,6440,6270,61000,386397150,98371627200,15614544,KSQ
126730,KR7126730001,코칩,KOSDAQ,벤처기업부,11530,1,240,2.13,11290,11880,11290,15955,184525360,98044893800,8503460,KSQ
054040,KR7054040001,한국컴퓨터,KOSDAQ,우량기업부,6100,1,80,1.33,6030,6140,6030,60603,368399810,98034869000,16071290,KSQ
244920,KR7244920005,에이플러스에셋,KOSPI,,4330,1,110,2.61,4220,4350,4220,45141,194112370,97891310690,22607693,STK
041910,KR7041910001,폴라리스AI파마,KOSDAQ,중견기업부,7690,1,210,2.81,7540,7810,7480,43520,334362400,97649642470,12698263,KSQ
002200,KR7002200004,한국수출포장,KOSPI,,2435,1,45,1.88,2390,2440,2390,34618,83993200,97400000000,40000000,STK
199550,KR7199550005,레이저옵텍,KOSDAQ,벤처기업부,8350,1,100,1.21,8290,8430,8290,11458,95868890,97335507450,11656947,KSQ
391710,KR7391710001,코닉오토메이션,KOSDAQ,중견기업부,2345,1,40,1.74,2285,2355,2270,31820,74177320,97325055590,41503222,KSQ
038070,KR7038070009,서린바이오,KOSDAQ,우량기업부,10920,1,1050,10.64,10750,11700,9930,4321789,47106386960,97195381920,8900676,KSQ
309960,KR7309960003,LB인베스트먼트,KOSDAQ,중견기업부,4185,1,5,0.12,4200,4245,4185,13015,54825510,97164145215,23217239,KSQ
021320,KR7021320007,KCC건설,KOSDAQ,우량기업부,4540,1,10,0.22,4605,4605,4435,1537,6881695,97156000000,21400000,KSQ
302430,KR7302430004,이노메트리,KOSDAQ,우량기업부,9880,1,30,0.3,9900,10080,9850,8137,81003950,97152095040,9833208,KSQ
012790,KR7012790002,신일제약,KOSDAQ,우량기업부,8100,2,-70,-0.86,8170,8270,8070,57924,472354880,97089961500,11986415,KSQ
053980,KR7053980009,오상자이엘,KOSDAQ,우량기업부,5110,2,-200,-3.77,5310,5310,4800,574337,2943077545,97002021130,18982783,KSQ
066410,KR7066410002,버킷스튜디오,KOSDAQ,관리종목(소속부없음),1153,0,0,0.0,0,0,0,0,0,96978744678,84109926,KSQ
032560,KR7032560005,황금에스티,KOSPI,,5700,2,-10,-0.18,5680,5740,5680,2204,12570540,96900000000,17000000,STK
300120,KR7300120003,라온피플,KOSDAQ,벤처기업부,4645,1,65,1.42,4550,4710,4550,15059,69767480,96894755740,20860012,KSQ
066980,KR7066980004,한성크린텍,KOSDAQ,우량기업부,1865,1,42,2.3,1825,1907,1825,61429,115562180,96859008125,51935125,KSQ
006090,KR7006090005,사조오양,KOSPI,,10270,1,10,0.1,10210,10430,10170,12458,127837600,96771529530,9422739,STK
217730,KR7217730001,강스템바이오텍,KOSDAQ,기술성장기업부,1720,1,22,1.3,1704,1738,1670,75852,130813109,96413136280,56054149,KSQ
047400,KR7047400007,유니온머티리얼,KOSPI,,2295,1,20,0.88,2275,2365,2275,34198,78751390,96390000000,42000000,STK
206400,KR7206400004,베노티앤알,KOSDAQ,중견기업부,3065,2,-60,-1.92,3100,3120,3030,21092,64547315,96282377500,31413500,KSQ
420570,KR7420570004,제이투케이바이오,KOSDAQ,벤처기업부,17270,2,-200,-1.14,17320,17750,17270,7251,126634920,96264966050,5574115,KSQ
032850,KR7032850000,비트컴퓨터,KOSDAQ,벤처기업부,5790,1,30,0.52,5710,5820,5680,91114,524146290,96248866470,16623293,KSQ
227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,10570,2,-70,-0.66,10640,10650,10550,2363,25036180,96195836520,9100836,STK
065950,KR7065950008,웰크론,KOSDAQ,중견기업부,3400,1,15,0.44,3365,3460,3315,2011674,6802579410,95986426800,28231302,KSQ
086670,KR7086670007,비엠티,KOSDAQ,우량기업부,10500,1,70,0.67,10360,10600,10360,4977,52163300,95814327000,9125174,KSQ
002450,KR7002450005,삼익악기,KOSPI,,1058,1,6,0.57,1052,1060,1046,23790,25001014,95781708070,90530915,STK
090470,KR7090470006,제이스텍,KOSDAQ,우량기업부,5480,1,130,2.43,5360,5540,5360,19387,106196090,95771735120,17476594,KSQ
170030,KR7170030001,현대공업,KOSDAQ,우량기업부,6220,1,70,1.14,6160,6270,6160,9574,59384260,95414800000,15340000,KSQ
307870,KR7307870006,비투엔,KOSDAQ,벤처기업부,2105,2,-565,-21.16,2500,2555,1870,5654590,11470568671,95352035295,45297879,KSQ
036710,KR7036710002,심텍홀딩스,KOSDAQ,중견기업부,1965,3,0,0.0,1946,1990,1946,3453,6776352,95008034925,48350145,KSQ
187870,KR7187870001,디바이스이엔지,KOSDAQ,우량기업부,13500,2,-50,-0.37,13550,13940,13100,2716,36665100,94994221500,7036609,KSQ
388790,KR7388790008,라이콤,KOSDAQ,벤처기업부,3170,1,70,2.26,3110,3220,3110,98347,313170690,94827158100,29913930,KSQ
340360,KR7340360007,다보링크,KOSDAQ,중견기업부,2185,2,-10,-0.46,2100,2260,2060,1340600,2923983750,94803243220,43388212,KSQ
033170,KR7033170002,시그네틱스,KOSDAQ,우량기업부,1105,1,35,3.27,1074,1130,1074,128245,141467838,94729792495,85728319,KSQ
464080,KR7464080001,에스오에스랩,KOSDAQ,기술성장기업부,5400,1,130,2.47,5320,5570,5320,95456,521113550,94657356000,17529140,KSQ
096775,KR7096771001,SK이노베이션우,KOSPI,,75800,1,200,0.26,75600,76200,75500,303,22937600,94630690800,1248426,STK
263690,KR7263690000,디알젬,KOSDAQ,우량기업부,8330,1,10,0.12,8370,8370,8240,402,3343990,94342331300,11325610,KSQ
900340,HK0000449303,윙입푸드,KOSDAQ,외국기업(소속부없음),1960,2,-36,-1.8,1995,1995,1851,462647,883230097,94027918880,47973428,KSQ
007280,KR7007280001,한국특강,KOSPI,,1545,2,-9,-0.58,1556,1559,1539,1728,2684355,93956565495,60813311,STK
101140,KR7101140002,인바이오젠,KOSPI,,9340,0,0,0.0,0,0,0,0,0,93812977440,10044216,STK
226340,KR7226340008,본느,KOSDAQ,중견기업부,2235,3,0,0.0,2240,2270,2225,351363,789100720,93763658700,41952420,KSQ
294630,KR7294630009,서남,KOSDAQ,기술성장기업부,3980,1,245,6.56,3750,4065,3750,481536,1907425060,93683066820,23538459,KSQ
105330,KR7105330005,케이엔더블유,KOSDAQ,우량기업부,5820,2,-60,-1.02,5880,5900,5720,2714,15791520,93469362960,16060028,KSQ
067370,KR7067370007,선바이오,KOSDAQ,기술성장기업부,7590,1,50,0.66,7600,7610,7320,1427,10776040,93459882450,12313555,KSQ
432430,KR7432430007,와이랩,KOSDAQ,기술성장기업부,5690,1,100,1.79,5600,5830,5590,55832,320470220,93443000800,16422320,KSQ
054780,KR7054780002,키이스트,KOSDAQ,중견기업부,4780,1,25,0.53,4735,4835,4735,8768,41801545,93438450540,19547793,KSQ
033310,KR7033310004,엠투엔,KOSDAQ,중견기업부,2315,1,5,0.22,2305,2330,2275,15690,36030455,93392264765,40342231,KSQ
078000,KR7078000007,텔코웨어,KOSPI,,10090,2,-30,-0.3,10120,10120,10040,295,2971380,93232376930,9240077,STK
055490,KR7055490007,테이팩스,KOSPI,,19540,1,170,0.88,19490,19740,19250,2384,46465870,93198961000,4769650,STK
064850,KR7064850001,에프앤가이드,KOSDAQ,벤처기업부,8210,2,-40,-0.48,8250,8270,8210,1446,11887830,93183500000,11350000,KSQ
000105,KR7000101006,유한양행우,KOSPI,,78900,2,-900,-1.13,80300,80500,78500,3422,272428600,93176166000,1180940,STK
173130,KR7173130006,오파스넷,KOSDAQ,우량기업부,7140,1,140,2.0,7010,7220,7010,30185,215875040,93151817220,13046473,KSQ
159580,KR7159580000,제로투세븐,KOSDAQ,중견기업부,4645,1,35,0.76,4615,4750,4615,17231,80524105,93051594220,20032636,KSQ
083500,KR7083500009,에프엔에스테크,KOSDAQ,벤처기업부,10840,1,170,1.59,10670,11100,10670,8363,90854820,92960826480,8575722,KSQ
408920,KR7408920007,메쎄이상,KOSDAQ,벤처기업부,2150,2,-5,-0.23,2150,2155,2145,2459,5284670,92949778250,43232455,KSQ
263860,KR7263860009,지니언스,KOSDAQ,벤처기업부,9830,2,-60,-0.61,9890,9980,9790,3162,31164360,92840418000,9444600,KSQ
250060,KR7250060001,모비스,KOSDAQ,기술성장기업부,2885,1,125,4.53,2795,2915,2780,248598,711647530,92814240890,32171314,KSQ
009200,KR7009200007,무림페이퍼,KOSPI,,2230,1,15,0.68,2230,2230,2195,25722,57126185,92788761300,41609310,STK
007370,KR7007370000,진양제약,KOSDAQ,우량기업부,7520,1,270,3.72,7550,8100,7320,6324813,48676993200,92733940320,12331641,KSQ
172670,KR7172670002,에이엘티,KOSDAQ,벤처기업부,10340,1,300,2.99,10040,10440,10040,31365,323834350,92649078060,8960259,KSQ
288620,KR7288620008,에스퓨얼셀,KOSDAQ,벤처기업부,13220,1,250,1.93,13000,13270,13000,1797,23615020,92266557520,6979316,KSQ
199430,KR7199430000,케이엔알시스템,KOSDAQ,기술성장기업부,8480,1,130,1.56,8350,8600,8350,35874,305393880,92158206240,10867713,KSQ
053260,KR7053260006,금강철강,KOSDAQ,우량기업부,4915,2,-25,-0.51,4905,4950,4905,3684,18092555,92008800000,18720000,KSQ
033340,KR7033340001,좋은사람들,KOSDAQ,중견기업부,948,1,13,1.39,936,958,936,67037,63530234,91909128984,96950558,KSQ
232680,KR7232680009,라온테크,KOSDAQ,기술성장기업부,7330,1,80,1.1,7280,7430,7280,2896,21252400,91875935220,12534234,KSQ
009780,KR7009780008,엠에스씨,KOSDAQ,우량기업부,5210,1,40,0.77,5250,5280,5180,8642,45107030,91696000000,17600000,KSQ
456010,KR7456010008,아이씨티케이,KOSDAQ,기술성장기업부,6930,1,280,4.21,6650,7110,6650,100118,695942780,91562597280,13212496,KSQ
403490,KR7403490006,우듬지팜,KOSDAQ,벤처기업부,2025,2,-10,-0.49,2035,2060,2020,116191,236168095,91555239600,45212464,KSQ
002460,KR7002460004,HS화성,KOSPI,,9010,3,0,0.0,9000,9040,9000,361,3253310,91451500000,10150000,STK
004910,KR7004910006,조광페인트,KOSPI,,7140,1,90,1.28,7240,7240,7080,3936,28096540,91392000000,12800000,STK
223250,KR7223250002,드림씨아이에스,KOSDAQ,벤처기업부,3840,2,-15,-0.39,3850,3925,3750,133117,511239500,91389404160,23799324,KSQ
218150,KR7218150001,미래생명자원,KOSDAQ,벤처기업부,4470,1,5,0.11,4435,4490,4430,155985,696153890,91258634940,20415802,KSQ
014200,KR7014200000,광림,KOSDAQ,관리종목(소속부없음),1006,0,0,0.0,0,0,0,0,0,91250936176,90706696,KSQ
102370,KR7102370004,케이옥션,KOSDAQ,기술성장기업부,3350,1,20,0.6,3335,3360,3310,7558,25241665,91217853500,27229210,KSQ
067290,KR7067290007,JW신약,KOSDAQ,중견기업부,1792,1,31,1.76,1750,1842,1750,79794,144124921,91107971584,50841502,KSQ
007820,KR7007820004,에스엠코어,KOSDAQ,중견기업부,4545,1,35,0.78,4505,4590,4480,13297,60089335,91054284570,20033946,KSQ
036580,KR7036580009,팜스코,KOSPI,,2475,1,15,0.61,2440,2545,2435,23353,58408610,90901658925,36727943,STK
365270,KR7365270008,큐라클,KOSDAQ,기술성장기업부,6550,2,-30,-0.46,6550,6690,6510,23466,154578720,90874490400,13873968,KSQ
049180,KR7049180003,셀루메드,KOSDAQ,벤처기업부,1844,2,-1,-0.05,1869,1886,1821,143059,264684751,90788314736,49234444,KSQ
073560,KR7073560005,우리손에프앤지,KOSDAQ,우량기업부,1311,2,-1,-0.08,1302,1330,1302,23762,31154018,90770549973,69237643,KSQ
091440,KR7091440008,한울소재과학,KOSDAQ,벤처기업부,6200,1,50,0.81,6180,6550,6140,57307,362651710,90561360200,14606671,KSQ
000220,KR7000220004,유유제약,KOSPI,,5300,2,-20,-0.38,5430,5430,5250,266146,1418286490,90271460300,17032351,STK
408900,KR7408900009,스튜디오미르,KOSDAQ,벤처기업부,2760,1,35,1.28,2705,2810,2660,63902,175026245,90268929840,32706134,KSQ
