Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
176750,KR7176750008,듀켐바이오,KONEX,일반기업부,14390,1,240,1.7,14490,14490,14110,2054,29430460,388892915800,27025220,KNX
033270,KR7033270000,유나이티드제약,KOSPI,,23750,1,150,0.64,23750,23750,23500,14182,335412750,387928272500,16333822,STK
033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,12920,1,20,0.16,13020,13020,12840,55156,711753540,387464262480,29989494,KSQ
252990,KR7252990007,샘씨엔에스,KOSDAQ,기술성장기업부,6630,1,170,2.63,6630,6740,6560,132223,881328950,387112857690,58388063,KSQ
107640,KR7107640005,한중엔시에스,KOSDAQ,기술성장기업부,44100,1,750,1.73,43950,44700,43100,77793,3412340700,385938768600,8751446,KSQ
171090,KR7171090004,선익시스템,KOSDAQ,중견기업부,40600,1,650,1.63,40350,41100,40350,11536,469828850,385472843000,9494405,KSQ
095610,KR7095610002,테스,KOSDAQ,우량기업부,19480,1,290,1.51,19410,19750,19310,42423,828030910,385085042480,19768226,KSQ
029530,KR7029530003,신도리코,KOSPI,,38050,1,50,0.13,38400,38400,37900,1816,69055500,383545103450,10080029,STK
020000,KR7020000006,한섬,KOSPI,,16320,3,0,0.0,16430,16430,16280,5614,91650380,381863520000,23398500,STK
455900,KR7455900001,엔젤로보틱스,KOSDAQ,기술성장기업부,25550,1,1200,4.93,24400,26500,24400,148513,3828697700,381854484550,14945381,KSQ
005810,KR7005810007,풍산홀딩스,KOSPI,,26300,3,0,0.0,26600,26600,26300,3029,79803900,379174779600,14417292,STK
448730,KR7448730002,삼성FN리츠,KOSPI,,4905,3,0,0.0,4910,4915,4900,11114,54547955,379156500000,77300000,STK
115390,KR7115390007,락앤락,KOSPI,,8750,2,-10,-0.11,8750,8760,8750,2440,21350100,379106096250,43326411,STK
003220,KR7003220001,대원제약,KOSPI,,16830,2,-1000,-5.61,17440,17580,16820,1024071,17606848720,376937655930,22396771,STK
003000,KR7003000007,부광약품,KOSPI,,5500,2,-40,-0.72,5540,5590,5450,81958,450848550,376500690500,68454671,STK
090435,KR7090431008,아모레퍼시픽우,KOSPI,,35600,2,-350,-0.97,36400,36400,35450,5503,196667900,375858748000,10557830,STK
104830,KR7104830005,원익머트리얼즈,KOSDAQ,우량기업부,29750,1,400,1.36,29850,30150,29600,5330,159166750,375088000000,12608000,KSQ
160190,KR7160190005,하이젠알앤엠,KOSDAQ,중견기업부,12100,1,10,0.08,12300,12460,11970,535883,6576869580,373744800000,30888000,KSQ
011930,KR7011930005,신성이엔지,KOSPI,,1810,1,58,3.31,1770,1845,1768,1117581,2028803500,372585153310,205848151,STK
123890,KR7123890006,한국자산신탁,KOSPI,,3000,1,5,0.17,2995,3005,2990,23148,69345210,371933256000,123977752,STK
205470,KR7205470008,휴마시스,KOSDAQ,우량기업부,2865,2,-140,-4.66,2980,2980,2860,2360403,6798692970,370659400785,129375009,KSQ
108670,KR7108670001,LX하우시스,KOSPI,,41000,1,50,0.12,41150,41600,41000,7471,307623300,367674470000,8967670,STK
013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,28550,1,950,3.44,27850,28650,27800,46617,1321204150,367040227500,12856050,KSQ
084650,KR7084650001,랩지노믹스,KOSDAQ,우량기업부,4940,2,-160,-3.14,5250,5320,4865,19348027,98307201610,366745550600,74239990,KSQ
323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,15930,2,-20,-0.13,16020,16130,15890,94785,1513576890,366281676000,22993200,KSQ
004690,KR7004690004,삼천리,KOSPI,,90100,3,0,0.0,90100,90500,90100,1281,115613900,365357752500,4055025,STK
043150,KR7043150002,바텍,KOSDAQ,우량기업부,24550,3,0,0.0,24500,24800,24500,2664,65647050,364671984800,14854256,KSQ
060280,KR7060280005,큐렉소,KOSDAQ,중견기업부,8840,1,190,2.2,8680,8940,8680,40822,360848390,363235511600,41089990,KSQ
036530,KR7036530004,SNT홀딩스,KOSPI,,22250,3,0,0.0,22650,22650,22200,2472,55127300,362761463500,16303886,STK
089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,23600,1,450,1.94,23350,24000,23350,70701,1677772150,361890565600,15334346,KSQ
243070,KR7243070000,휴온스,KOSDAQ GLOBAL,우량기업부,30200,1,500,1.68,29900,30350,29800,7017,211130550,361785883000,11979665,KSQ
029960,KR7029960002,코엔텍,KOSDAQ,우량기업부,7230,1,40,0.56,7210,7280,7200,15079,109255340,361500000000,50000000,KSQ
950130,KR8840090003,엑세스바이오,KOSDAQ,외국기업(소속부없음),9940,2,-310,-3.02,10140,10270,9910,976734,9817181960,361476519180,36365847,KSQ
097520,KR7097520001,엠씨넥스,KOSPI,,20050,1,220,1.11,19860,20300,19860,16366,328461310,360453526600,17977732,STK
094170,KR7094170008,동운아나텍,KOSDAQ,벤처기업부,18860,1,90,0.48,18850,19010,18660,122958,2315094060,359607542880,19067208,KSQ
004700,KR7004700001,조광피혁,KOSPI,,53700,1,2200,4.27,51900,54000,51900,1423,75706900,357058710600,6649138,STK
297890,KR7297890006,HB솔루션,KOSDAQ,우량기업부,4880,1,95,1.99,4880,4985,4850,455497,2240357595,356927660320,73140914,KSQ
002310,KR7002310001,아세아제지,KOSPI,,7970,2,-130,-1.6,8100,8140,7970,29889,239811460,356916604700,44782510,STK
138580,KR7138580006,비즈니스온,KOSDAQ,벤처기업부,15750,3,0,0.0,15750,15760,15750,36878,580829660,355259567250,22556163,KSQ
003920,KR7003920006,남양유업,KOSPI,,492500,2,-1500,-0.3,494000,495500,492000,187,92239000,354600000000,720000,STK
093230,KR7093230001,이아이디,KOSPI,,1392,0,0,0.0,0,0,0,0,0,354103029120,254384360,STK
007160,KR7007160005,사조산업,KOSPI,,70700,1,600,0.86,70900,73000,70200,42793,3067342900,353500000000,5000000,STK
394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,16170,1,810,5.27,15430,16460,15430,147123,2379477940,353217593190,21844007,KSQ
451800,KR7451800007,한화리츠,KOSPI,,4995,2,-15,-0.3,5010,5020,4995,6422,32158225,352647000000,70600000,STK
099430,KR7099430001,바이오플러스,KOSDAQ,중견기업부,6080,2,-50,-0.82,6050,6180,6020,156315,947158150,352219653120,57930864,KSQ
026890,KR7026890004,스틱인베스트먼트,KOSPI,,8450,1,50,0.6,8510,8540,8380,15142,127874200,352180578750,41678175,STK
095500,KR7095500005,미래나노텍,KOSDAQ,우량기업부,11260,1,280,2.55,11110,11450,11110,121327,1370572320,349172588740,31009999,KSQ
319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,2960,1,20,0.68,2935,2965,2935,51537,151921335,348513531680,117741058,KSQ
122640,KR7122640006,예스티,KOSDAQ,벤처기업부,16590,1,370,2.28,16630,16920,16330,48075,800794170,347230491720,20930108,KSQ
104700,KR7104700000,한국철강,KOSPI,,8170,2,-10,-0.12,8120,8260,8120,4561,37286940,346816500000,42450000,STK
060980,KR7060980000,HL홀딩스,KOSPI,,34100,1,550,1.64,33550,34150,33300,10682,361825150,346776881000,10169410,STK
038500,KR7038500005,삼표시멘트,KOSDAQ,우량기업부,3210,1,25,0.78,3230,3245,3195,223788,720772475,346411342260,107916306,KSQ
00088K,KR700088K015,한화3우B,KOSPI,,15310,2,-130,-0.84,15440,15450,15250,8908,136383040,344046320000,22472000,STK
230360,KR7230360000,에코마케팅,KOSDAQ,우량기업부,10930,1,230,2.15,10700,11000,10700,22365,243751470,343945556970,31468029,KSQ
089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,21300,2,-250,-1.16,21550,21700,21050,7800,166459000,340566488100,15989037,KSQ
031330,KR7031330004,에스에이엠티,KOSDAQ,우량기업부,3405,1,5,0.15,3410,3445,3395,43733,149163855,340483203135,99995067,KSQ
166480,KR7166480004,코아스템켐온,KOSDAQ,벤처기업부,10340,2,-50,-0.48,10390,10590,10320,12931,134920780,339879687840,32870376,KSQ
094360,KR7094360005,칩스앤미디어,KOSDAQ,벤처기업부,16310,1,690,4.42,15800,16500,15760,147330,2393339270,339625152440,20823124,KSQ
053610,KR7053610002,프로텍,KOSDAQ,우량기업부,30850,1,400,1.31,30800,31600,30800,44287,1381794550,339350000000,11000000,KSQ
445090,KR7445090004,에이직랜드,KOSDAQ,벤처기업부,31750,1,1950,6.54,30600,32750,30550,171734,5476335800,339039327000,10678404,KSQ
088260,KR7088260005,이리츠코크렙,KOSPI,,5350,1,30,0.56,5380,5380,5320,6901,36833460,338877506500,63341590,STK
110990,KR7110990009,디아이티,KOSDAQ,우량기업부,17920,1,290,1.64,18000,18480,17810,67166,1224178630,338688000000,18900000,KSQ
009290,KR7009290008,광동제약,KOSPI,,6420,2,-10,-0.16,6440,6490,6420,26283,169313850,336541863420,52420851,STK
306200,KR7306200007,세아제강,KOSPI,,118500,2,-400,-0.34,119100,120200,118500,1334,158844300,336101550000,2836300,STK
009470,KR7009470006,삼화전기,KOSPI,,50800,1,4550,9.84,47300,52400,47300,198794,10170373750,335982056000,6613820,STK
027410,KR7027410000,BGF,KOSPI,,3495,1,10,0.29,3485,3510,3480,14811,51631755,334530184545,95716791,STK
093320,KR7093320000,케이아이엔엑스,KOSDAQ,우량기업부,68500,1,2300,3.47,66200,69100,66200,9724,665230700,334280000000,4880000,KSQ
000155,KR7000151001,두산우,KOSPI,,83500,2,-200,-0.24,84500,85400,83300,4108,345179300,333704577000,3996462,STK
058820,KR7058820002,CMG제약,KOSDAQ,우량기업부,2400,2,-25,-1.03,2450,2450,2380,288246,695813765,333341385600,138892244,KSQ
025860,KR7025860008,남해화학,KOSPI,,6700,3,0,0.0,6700,6750,6670,17777,119213400,332848248100,49678843,STK
041830,KR7041830001,인바디,KOSDAQ,우량기업부,24300,1,100,0.41,24200,25050,24200,5512,135628900,332515902600,13683782,KSQ
010690,KR7010690006,화신,KOSPI,,9520,1,20,0.21,9610,9720,9480,60322,577541580,332442303200,34920410,STK
045100,KR7045100005,한양이엔지,KOSDAQ,우량기업부,18440,1,350,1.93,18210,18450,18210,13609,249501480,331920000000,18000000,KSQ
006405,KR7006401004,삼성SDI우,KOSPI,,204500,2,-3500,-1.68,208000,209000,202500,857,176069000,330859732000,1617896,STK
119610,KR7119610004,인터로조,KOSDAQ,관리종목(소속부없음),24900,0,0,0.0,0,0,0,0,0,329090302200,13216478,KSQ
083450,KR7083450007,GST,KOSDAQ,우량기업부,17660,1,250,1.44,17890,18000,17560,178517,3169440540,328798471600,18618260,KSQ
360070,KR7360070007,탑머티리얼,KOSDAQ,벤처기업부,40700,1,400,0.99,40600,41400,40600,4927,201341950,328723440100,8076743,KSQ
051360,KR7051360006,토비스,KOSDAQ,벤처기업부,20300,1,100,0.5,20500,20500,20000,18072,366709850,328191277400,16167058,KSQ
032820,KR7032820003,우리기술,KOSDAQ,우량기업부,2065,1,45,2.23,2040,2085,2040,1409202,2902602200,328043934120,158859048,KSQ
095700,KR7095700001,제넥신,KOSDAQ,기술성장기업부,7840,1,70,0.9,7880,8040,7700,137108,1077804370,325443056960,41510594,KSQ
322000,KR7322000001,HD현대에너지솔루션,KOSPI,,28950,2,-550,-1.86,30000,30050,28800,315817,9305209150,324240000000,11200000,STK
079900,KR7079900007,전진건설로봇,KOSPI,,21100,1,550,2.68,19820,23550,19370,4232902,91628450010,324108111400,15360574,STK
084110,KR7084110006,휴온스글로벌,KOSDAQ,중견기업부,25650,2,-850,-3.21,26600,26750,25550,20508,530675750,323741269800,12621492,KSQ
003350,KR7003350006,한국화장품제조,KOSPI,,71300,2,-700,-0.97,72500,73300,71200,67401,4854388600,323131600000,4532000,STK
013890,KR7013890009,지누스,KOSPI,,15560,1,150,0.97,15410,15600,15410,6323,98056570,322639774240,20735204,STK
005390,KR7005390000,신성통상,KOSPI,,2240,3,0,0.0,2240,2250,2230,19882,44448180,321906793600,143708390,STK
337930,KR7337930002,브랜드엑스코퍼레이션,KOSDAQ,우량기업부,10960,1,770,7.56,10390,10970,10290,564996,6071545990,321254555120,29311547,KSQ
084690,KR7084690007,대상홀딩스,KOSPI,,8860,2,-100,-1.12,8960,9070,8850,111583,997486440,320843086680,36212538,STK
035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1393,1,25,1.83,1390,1399,1379,304233,422598009,320123180601,229808457,KSQ
035150,KR7035150002,백산,KOSPI,,14690,1,390,2.73,14650,14750,14310,71548,1041807360,319654400000,21760000,STK
011000,KR7011000007,진원생명과학,KOSPI,,3975,2,-130,-3.17,4160,4255,3940,1600550,6607828630,318155164125,80039035,STK
051905,KR7051901007,LG생활건강우,KOSPI,,151300,2,-400,-0.26,152500,152500,150600,195,29517700,317684156100,2099697,STK
218410,KR7218410009,RFHIC,KOSDAQ,우량기업부,11980,1,120,1.01,11770,12030,11770,22641,269612330,317283615160,26484442,KSQ
036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,3495,1,30,0.87,3465,3530,3440,172918,604082735,317153397540,90744892,KSQ
378340,KR7378340004,필에너지,KOSDAQ,중견기업부,14820,1,590,4.15,14590,15130,14430,172282,2554943640,315456771240,21285882,KSQ
243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,8060,1,170,2.15,7910,8190,7910,124280,1002128060,313687422100,38919035,KSQ
005160,KR7005160007,동국산업,KOSDAQ,우량기업부,5780,1,60,1.05,5740,5860,5730,19745,114465910,313533105960,54244482,KSQ
072710,KR7072710007,농심홀딩스,KOSPI,,67500,3,0,0.0,67700,68000,67000,960,64739900,313050825000,4637790,STK
025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,8360,1,80,0.97,8220,8390,8220,7754,64626050,313034105560,37444271,KSQ
126720,KR7126720002,수산인더스트리,KOSPI,,21850,1,400,1.86,21750,21900,21350,9195,199458800,312149100000,14286000,STK
388720,KR7388720005,유일로보틱스,KOSDAQ,벤처기업부,27250,1,550,2.06,26700,27800,26350,29651,811390800,312106076500,11453434,KSQ
001940,KR7001940006,KISCO홀딩스,KOSPI,,19220,1,10,0.05,19290,19290,19210,493,9478730,310910023600,16176380,STK
011500,KR7011500006,한농화성,KOSPI,,19770,1,2440,14.08,17370,20250,17210,9011678,173047752750,309144320340,15637042,STK
267980,KR7267980001,매일유업,KOSDAQ,우량기업부,39400,1,50,0.13,39250,39500,39200,1475,58052150,309039337200,7843638,KSQ
304360,KR7304360001,에스바이오메딕스,KOSDAQ,투자주의환기종목(소속부없음),26800,2,-2050,-7.11,29200,29400,26000,237172,6416311000,307515956800,11474476,KSQ
114190,KR7114190002,강원에너지,KOSDAQ,우량기업부,11720,1,200,1.74,11530,11880,11530,34399,402533170,306162005360,26123038,KSQ
114810,KR7114810005,한솔아이원스,KOSDAQ,중견기업부,10490,1,40,0.38,10480,10650,10410,31234,329486370,305397195260,29113174,KSQ
006220,KR7006220008,제주은행,KOSPI,,9490,1,170,1.82,9340,9490,9340,62456,589779010,304902065260,32128774,STK
060250,KR7060250008,NHN KCP,KOSDAQ GLOBAL,우량기업부,7540,1,130,1.75,7440,7580,7440,122973,926551200,302811006940,40160611,KSQ
151860,KR7151860004,KG에코솔루션,KOSDAQ,우량기업부,6100,1,10,0.16,6090,6190,6030,24006,146901160,302578312200,49603002,KSQ
136480,KR7136480001,하림,KOSDAQ,우량기업부,2840,1,15,0.53,2825,2855,2825,100721,286127435,301635553680,106209702,KSQ
126700,KR7126700004,하이비젼시스템,KOSDAQ,우량기업부,20150,1,150,0.75,20200,20350,20050,28008,564771150,301083556800,14942112,KSQ
347850,KR7347850000,디앤디파마텍,KOSDAQ,기술성장기업부,28550,2,-1050,-3.55,29700,29900,28550,87965,2566002150,300808195950,10536189,KSQ
265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,19660,1,390,2.02,19580,19800,19460,50106,986425500,300432736860,15281421,KSQ
001390,KR7001390004,KG케미칼,KOSPI,,4375,1,60,1.39,4330,4440,4330,35309,155314075,299552050000,68469040,STK
071055,KR7071051007,한국금융지주우,KOSPI,,51100,1,100,0.2,50900,51500,50900,3089,158470300,299356626100,5858251,STK
216080,KR7216080002,제테마,KOSDAQ,기술성장기업부,16620,2,-70,-0.42,16800,16960,16470,25467,424032950,296812574580,17858759,KSQ
007690,KR7007690001,국도화학,KOSPI,,32900,2,-150,-0.45,33450,33450,32800,1900,62806400,296449266400,9010616,STK
000500,KR7000500009,가온전선,KOSPI,,40250,1,750,1.9,40200,41150,40000,37958,1542267500,296157326500,7357946,STK
050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,4820,1,50,1.05,4785,4835,4780,39820,191681940,295088304800,61221640,KSQ
041020,KR7041020009,폴라리스오피스,KOSDAQ,우량기업부,5920,1,460,8.42,5550,6080,5550,1974059,11650610650,294374948160,49725498,KSQ
034120,KR7034120006,SBS,KOSPI,,15850,1,240,1.54,15660,15940,15660,19532,309430600,294037122300,18551238,STK
060150,KR7060150000,인선이엔티,KOSDAQ,우량기업부,6310,2,-40,-0.63,6350,6390,6280,43120,272111710,293816391720,46563612,KSQ
009680,KR7009680000,모토닉,KOSPI,,8890,1,90,1.02,8810,8890,8780,10360,91417810,293370000000,33000000,STK
001250,KR7001250000,GS글로벌,KOSPI,,3540,1,45,1.29,3745,3745,3520,8690226,31771736995,292169524560,82533764,STK
018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,19840,1,540,2.8,19400,19980,19350,12008,236797310,291648000000,14700000,KSQ
044490,KR7044490001,태웅,KOSDAQ,우량기업부,14550,1,120,0.83,14450,14640,14450,14782,215350540,291107393550,20007381,KSQ
453450,KR7453450009,그리드위즈,KOSDAQ,벤처기업부,36650,1,1700,4.86,33900,36800,33400,1193011,41726141900,291101787500,7942750,KSQ
041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,4110,2,-5,-0.12,4115,4140,4070,29966,123243820,290257377630,70622233,KSQ
174900,KR7174900001,앱클론,KOSDAQ,기술성장기업부,16840,2,-280,-1.64,17120,17250,16670,115401,1949581890,289954184880,17218182,KSQ
003800,KR7003800000,에이스침대,KOSDAQ,우량기업부,26100,2,-50,-0.19,26150,26250,26100,329,8597900,289449000000,11090000,KSQ
200710,KR7200710002,에이디테크놀로지,KOSDAQ,중견기업부,21300,1,2060,10.71,19390,21550,19390,358080,7521843690,286289508600,13440822,KSQ
416180,KR7416180008,신성에스티,KOSDAQ,중견기업부,31600,1,2300,7.85,29850,32500,29850,131644,4130017650,285656984800,9039778,KSQ
002320,KR7002320000,한진,KOSPI,,19030,3,0,0.0,18900,19150,18900,7657,145764680,284453360840,14947628,STK
461030,KR7461030009,아이엠비디엑스,KOSDAQ,기술성장기업부,20250,1,1560,8.35,18990,23400,18960,7161947,154905294330,283859437500,14017750,KSQ
122900,KR7122900004,아이마켓코리아,KOSPI,,8480,1,10,0.12,8500,8510,8480,2147,18222340,283476563200,33428840,STK
102460,KR7102460003,이연제약,KOSPI,,15220,1,480,3.26,14900,15550,14740,92611,1409732180,282891263420,18586811,STK
006390,KR7006390009,한일현대시멘트,KOSPI,,14550,2,-80,-0.55,14630,14640,14530,1672,24411870,281217627600,19327672,STK
000430,KR7000430009,대원강업,KOSPI,,4525,1,25,0.56,4545,4640,4510,81190,369891080,280550000000,62000000,STK
298690,KR7298690009,에어부산,KOSPI,,2405,1,25,1.05,2380,2415,2380,45026,108256410,280519200000,116640000,STK
092040,KR7092040005,아미코젠,KOSDAQ,기술성장기업부,5080,1,50,0.99,5050,5110,5030,48085,244307940,279493202760,55018347,KSQ
007810,KR7007810005,코리아써키트,KOSPI,,11820,1,200,1.72,11700,12000,11700,24591,292524470,279197276820,23620751,STK
036220,KR7036220002,오상헬스케어,KOSDAQ,벤처기업부,19210,2,-1040,-5.14,20000,20100,19090,265334,5174313200,278341681360,14489416,KSQ
007570,KR7007570005,일양약품,KOSPI,,14580,2,-410,-2.74,15010,15010,14560,39154,577555770,278268981120,19085664,STK
003580,KR7003580008,HLB글로벌,KOSPI,,5850,1,30,0.52,5890,5900,5790,38370,224408890,277814107350,47489591,STK
101730,KR7101730000,위메이드맥스,KOSDAQ,우량기업부,8340,1,20,0.24,8370,8490,8280,12550,105160480,277682735280,33295292,KSQ
035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,9920,1,40,0.4,9850,9980,9850,23914,236950270,276811985280,27904434,KSQ
000680,KR7000680009,LS네트웍스,KOSPI,,3510,1,30,0.86,3510,3575,3480,61941,218326905,276598586160,78803016,STK
226320,KR7226320000,잇츠한불,KOSPI,,12530,2,-30,-0.24,12600,12660,12450,4419,55626430,274774316950,21929315,STK
272550,KR7272550005,삼양패키징,KOSPI,,17390,2,-180,-1.02,17570,17570,17370,2166,37812170,274564988690,15788671,STK
017390,KR7017390006,서울가스,KOSPI,,54800,1,100,0.18,54700,55000,54600,1280,70063600,274000000000,5000000,STK
102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,22050,1,50,0.23,22000,22150,21850,3550,77960350,273935683350,12423387,KSQ
000480,KR7000480004,CR홀딩스,KOSPI,,5840,3,0,0.0,5840,5920,5830,717,4193010,273840461600,46890490,STK
100790,KR7100790005,미래에셋벤처투자,KOSDAQ,우량기업부,5150,3,0,0.0,5150,5200,5100,29317,150801840,273591865100,53124634,KSQ
001500,KR7001500008,현대차증권,KOSPI,,8620,1,40,0.47,8580,8640,8580,4964,42731280,273362284440,31712562,STK
084010,KR7084010008,대한제강,KOSPI,,11670,1,70,0.6,11500,11930,11500,5825,68116390,273246012990,23414397,STK
029460,KR7029460003,케이씨,KOSPI,,20150,1,200,1.0,20100,20250,20000,11150,224164800,273113986600,13554044,STK
051370,KR7051370005,인터플렉스,KOSDAQ,우량기업부,11700,1,150,1.3,11650,11870,11650,35946,422958670,272931422400,23327472,KSQ
117580,KR7117580001,대성에너지,KOSPI,,9910,2,-50,-0.5,9850,10050,9820,178416,1774672530,272525000000,27500000,STK
334890,KR7334890001,이지스밸류리츠,KOSPI,,5290,2,-20,-0.38,5310,5310,5270,29464,155778430,272135951010,51443469,STK
001270,KR7001270008,부국증권,KOSPI,,26200,1,150,0.58,26150,26300,26050,236,6164950,271691013200,10369886,STK
024720,KR7024720005,콜마홀딩스,KOSPI,,7920,2,-80,-1.0,8030,8040,7900,17873,142037560,271626371280,34296259,STK
389020,KR7389020009,자람테크놀로지,KOSDAQ,기술성장기업부,43750,1,2850,6.97,41600,46400,41500,224959,10028856250,271150687500,6197730,KSQ
094480,KR7094480001,갤럭시아머니트리,KOSDAQ,중견기업부,6890,1,150,2.23,6730,6940,6730,276136,1893585490,270293583820,39229838,KSQ
001790,KR7001790005,대한제당,KOSPI,,3010,1,10,0.33,3000,3015,2995,37367,112275910,269986705800,89696580,STK
052020,KR7052020005,에스티큐브,KOSDAQ,관리종목(소속부없음),5780,1,200,3.58,5700,5840,5620,69497,400162270,269892759220,46694249,KSQ
217270,KR7217270008,넵튠,KOSDAQ,중견기업부,5790,1,40,0.7,5750,5880,5650,19085,110799670,269884348500,46612150,KSQ
078020,KR7078020005,LS증권,KOSDAQ,우량기업부,4860,2,-10,-0.21,4895,4895,4860,1781,8672840,269638583400,55481190,KSQ
950140,KR8840110108,잉글우드랩,KOSDAQ,외국기업(소속부없음),13530,1,530,4.08,13260,13550,13150,127727,1711461830,268812226980,19867866,KSQ
004360,KR7004360004,세방,KOSPI,,13910,1,210,1.53,13800,13930,13770,32283,447019070,268583877900,19308690,STK
060720,KR7060720000,KH바텍,KOSDAQ,우량기업부,11320,1,80,0.71,11250,11410,11250,11984,136081920,268028643440,23677442,KSQ
027360,KR7027360007,아주IB투자,KOSDAQ,우량기업부,2215,1,50,2.31,2185,2235,2175,73316,162158400,267894074290,120945406,KSQ
023410,KR7023410004,유진기업,KOSDAQ,우량기업부,3460,1,10,0.29,3465,3475,3450,30647,106086405,267495585980,77310863,KSQ
078150,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,2885,1,65,2.3,2845,2950,2845,626967,1818545655,267485417660,92715916,KSQ
033790,KR7033790007,스카이문스테크놀로지,KOSDAQ,중견기업부,11720,1,280,2.45,11680,12080,11440,133355,1566504850,267483216000,22822800,KSQ
299900,KR7299900001,위지윅스튜디오,KOSDAQ,우량기업부,1556,1,18,1.17,1522,1567,1522,128077,199070696,266152063504,171048884,KSQ
015360,KR7015360001,예스코홀딩스,KOSPI,,44350,1,200,0.45,44650,44650,44200,1447,64139950,266100000000,6000000,STK
100120,KR7100120005,뷰웍스,KOSDAQ,우량기업부,26550,1,600,2.31,26500,27300,25950,9973,265818050,265549515750,10001865,KSQ
001630,KR7001630003,종근당홀딩스,KOSPI,,53000,3,0,0.0,53700,53700,53000,426,22643400,265522633000,5009861,STK
255220,KR7255220006,SG,KOSDAQ,중견기업부,2880,1,80,2.86,2745,2975,2745,3944178,11389873940,265280644800,92111335,KSQ
011760,KR7011760006,현대코퍼레이션,KOSPI,,20000,1,80,0.4,20000,20250,19980,7204,144394590,264579320000,13228966,STK
005500,KR7005500004,삼진제약,KOSPI,,19000,2,-20,-0.11,19050,19120,18920,8563,162886770,264100000000,13900000,STK
348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,24950,1,750,3.1,24500,25750,24250,51602,1296600500,263201791500,10549170,KSQ
054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,21750,1,450,2.11,21550,21850,21500,15584,338686700,262955151000,12089892,KSQ
089970,KR7089970008,브이엠,KOSDAQ,우량기업부,10860,1,90,0.84,10780,11040,10780,17610,192611580,261460961700,24075595,KSQ
004430,KR7004430005,송원산업,KOSPI,,10880,1,20,0.18,10850,10940,10820,2366,25727960,261120000000,24000000,STK
307750,KR7307750000,국전약품,KOSDAQ,우량기업부,5310,1,100,1.92,5300,5330,5210,90834,479548700,260557818390,49069269,KSQ
000540,KR7000540005,흥국화재,KOSPI,,4055,2,-40,-0.98,4095,4150,4010,32420,131966350,260503925475,64242645,STK
211050,KR7211050000,인카금융서비스,KOSDAQ,기술성장기업부,5070,3,0,0.0,5080,5130,5020,132060,667223350,260495586000,51379800,KSQ
118990,KR7118990001,모트렉스,KOSDAQ,우량기업부,10410,1,160,1.56,10240,10500,10240,61598,640520640,258813315900,24861990,KSQ
317690,KR7317690006,퀀타매트릭스,KOSDAQ,기술성장기업부,15620,1,20,0.13,15600,16210,14980,1050063,16323760510,258314359820,16537411,KSQ
033640,KR7033640004,네패스,KOSDAQ,중견기업부,11200,1,150,1.36,11110,11410,11110,21724,244520820,258263062400,23059202,KSQ
016580,KR7016580003,환인제약,KOSPI,,13850,3,0,0.0,13860,13990,13810,4612,63961930,257610969500,18600070,STK
005720,KR7005720008,넥센,KOSPI,,4810,1,30,0.63,4780,4815,4780,7112,34154380,257546529370,53543977,STK
441270,KR7441270006,파인엠텍,KOSDAQ,중견기업부,6960,1,180,2.65,6840,7040,6840,99211,690867600,257435790960,36987901,KSQ
121800,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
077360,KR7077360006,덕산하이메탈,KOSDAQ,우량기업부,5640,1,80,1.44,5630,5770,5620,56980,324360430,256264691280,45437002,KSQ
034830,KR7034830000,한국토지신탁,KOSPI,,1014,1,2,0.2,1012,1017,1009,45582,46134494,256024079220,252489230,STK
001230,KR7001230002,동국홀딩스,KOSPI,,8050,1,10,0.12,8110,8110,8040,3437,27729130,255993888150,31800483,STK
108230,KR7108230004,톱텍,KOSDAQ,벤처기업부,6730,1,100,1.51,6770,6790,6690,21244,143249200,255896438850,38023245,KSQ
039840,KR7039840004,디오,KOSDAQ,우량기업부,16090,2,-260,-1.59,16350,16400,16060,21188,342597010,255537437950,15881755,KSQ
