"행정구역(시군구)별","성별","연령별","항목","단위","2023 년",
"마포구","남자","20 - 24세","주민등록연앙인구[명]","명","10269.5",
"마포구","남자","25 - 29세","주민등록연앙인구[명]","명","15854.5",
"마포구","남자","30 - 34세","주민등록연앙인구[명]","명","16038.5",
"마포구","남자","35 - 39세","주민등록연앙인구[명]","명","13720",
"마포구","남자","40 - 44세","주민등록연앙인구[명]","명","14315",
"마포구","남자","45 - 49세","주민등록연앙인구[명]","명","13284.5",
"마포구","남자","50 - 54세","주민등록연앙인구[명]","명","14787.5",
"마포구","남자","55 - 59세","주민등록연앙인구[명]","명","11800",
"마포구","남자","60 - 64세","주민등록연앙인구[명]","명","11067",
"마포구","남자","65 - 69세","주민등록연앙인구[명]","명","8329.5",
"마포구","남자","70 - 74세","주민등록연앙인구[명]","명","5492",
"마포구","남자","75 - 79세","주민등록연앙인구[명]","명","4312",
"마포구","남자","80세 이상","주민등록연앙인구[명]","명","5378.5",
"마포구","남자","80 - 84세","주민등록연앙인구[명]","명","3401.5",
"마포구","남자","85세 이상","주민등록연앙인구[명]","명","1977",
"마포구","남자","85 - 89세","주민등록연앙인구[명]","명","1464.5",
"마포구","남자","90 - 94세","주민등록연앙인구[명]","명","436",
"마포구","남자","95 - 99세","주민등록연앙인구[명]","명","68.5",
"마포구","남자","100세 이상","주민등록연앙인구[명]","명","8",
"마포구","여자","계","주민등록연앙인구[명]","명","191968.5",
"마포구","여자","0 - 4세","주민등록연앙인구[명]","명","4354",
"마포구","여자","5 - 9세","주민등록연앙인구[명]","명","5985",
"마포구","여자","10 - 14세","주민등록연앙인구[명]","명","6384",
"마포구","여자","15 - 19세","주민등록연앙인구[명]","명","6972",
"마포구","여자","20 - 24세","주민등록연앙인구[명]","명","13298.5",
"마포구","여자","25 - 29세","주민등록연앙인구[명]","명","19804.5",
"마포구","여자","30 - 34세","주민등록연앙인구[명]","명","17967.5",
"마포구","여자","35 - 39세","주민등록연앙인구[명]","명","15270.5",
"마포구","여자","40 - 44세","주민등록연앙인구[명]","명","15064.5",
"마포구","여자","45 - 49세","주민등록연앙인구[명]","명","14330.5",
"마포구","여자","50 - 54세","주민등록연앙인구[명]","명","15575",
"마포구","여자","55 - 59세","주민등록연앙인구[명]","명","12539",
"마포구","여자","60 - 64세","주민등록연앙인구[명]","명","11984.5",
"마포구","여자","65 - 69세","주민등록연앙인구[명]","명","9933.5",
"마포구","여자","70 - 74세","주민등록연앙인구[명]","명","7286",
"마포구","여자","75 - 79세","주민등록연앙인구[명]","명","6240",
"마포구","여자","80세 이상","주민등록연앙인구[명]","명","8979.5",
"마포구","여자","80 - 84세","주민등록연앙인구[명]","명","5019",
"마포구","여자","85세 이상","주민등록연앙인구[명]","명","3960.5",
"마포구","여자","85 - 89세","주민등록연앙인구[명]","명","2715.5",
"마포구","여자","90 - 94세","주민등록연앙인구[명]","명","989.5",
"마포구","여자","95 - 99세","주민등록연앙인구[명]","명","219",
"마포구","여자","100세 이상","주민등록연앙인구[명]","명","36.5",
"양천구","계","계","주민등록연앙인구[명]","명","435876",
"양천구","계","0 - 4세","주민등록연앙인구[명]","명","9357",
"양천구","계","5 - 9세","주민등록연앙인구[명]","명","16844",
"양천구","계","10 - 14세","주민등록연앙인구[명]","명","23686",
"양천구","계","15 - 19세","주민등록연앙인구[명]","명","24470",
"양천구","계","20 - 24세","주민등록연앙인구[명]","명","24729.5",
"양천구","계","25 - 29세","주민등록연앙인구[명]","명","28780.5",
"양천구","계","30 - 34세","주민등록연앙인구[명]","명","27234.5",
"양천구","계","35 - 39세","주민등록연앙인구[명]","명","26103",
"양천구","계","40 - 44세","주민등록연앙인구[명]","명","35349",
"양천구","계","45 - 49세","주민등록연앙인구[명]","명","37467",
"양천구","계","50 - 54세","주민등록연앙인구[명]","명","40473.5",
"양천구","계","55 - 59세","주민등록연앙인구[명]","명","33877",
"양천구","계","60 - 64세","주민등록연앙인구[명]","명","33748",
"양천구","계","65 - 69세","주민등록연앙인구[명]","명","27872",
"양천구","계","70 - 74세","주민등록연앙인구[명]","명","18731",
"양천구","계","75 - 79세","주민등록연앙인구[명]","명","12709.5",
"양천구","계","80세 이상","주민등록연앙인구[명]","명","14444.5",
"양천구","계","80 - 84세","주민등록연앙인구[명]","명","8447",
"양천구","계","85세 이상","주민등록연앙인구[명]","명","5997.5",
"양천구","계","85 - 89세","주민등록연앙인구[명]","명","4070.5",
"양천구","계","90 - 94세","주민등록연앙인구[명]","명","1540",
"양천구","계","95 - 99세","주민등록연앙인구[명]","명","335",
"양천구","계","100세 이상","주민등록연앙인구[명]","명","52",
"양천구","남자","계","주민등록연앙인구[명]","명","212890",
"양천구","남자","0 - 4세","주민등록연앙인구[명]","명","4882.5",
"양천구","남자","5 - 9세","주민등록연앙인구[명]","명","8589.5",
"양천구","남자","10 - 14세","주민등록연앙인구[명]","명","12288.5",
"양천구","남자","15 - 19세","주민등록연앙인구[명]","명","12796",
"양천구","남자","20 - 24세","주민등록연앙인구[명]","명","12602",
"양천구","남자","25 - 29세","주민등록연앙인구[명]","명","14383.5",
"양천구","남자","30 - 34세","주민등록연앙인구[명]","명","13767.5",
"양천구","남자","35 - 39세","주민등록연앙인구[명]","명","12718",
"양천구","남자","40 - 44세","주민등록연앙인구[명]","명","16774",
"양천구","남자","45 - 49세","주민등록연앙인구[명]","명","18018.5",
"양천구","남자","50 - 54세","주민등록연앙인구[명]","명","20086.5",
"양천구","남자","55 - 59세","주민등록연앙인구[명]","명","16667",
"양천구","남자","60 - 64세","주민등록연앙인구[명]","명","16229.5",
"양천구","남자","65 - 69세","주민등록연앙인구[명]","명","13092",
"양천구","남자","70 - 74세","주민등록연앙인구[명]","명","8944.5",
"양천구","남자","75 - 79세","주민등록연앙인구[명]","명","5810",
"양천구","남자","80세 이상","주민등록연앙인구[명]","명","5240.5",
"양천구","남자","80 - 84세","주민등록연앙인구[명]","명","3508",
"양천구","남자","85세 이상","주민등록연앙인구[명]","명","1732.5",
"양천구","남자","85 - 89세","주민등록연앙인구[명]","명","1298",
"양천구","남자","90 - 94세","주민등록연앙인구[명]","명","348",
"양천구","남자","95 - 99세","주민등록연앙인구[명]","명","76.5",
"양천구","남자","100세 이상","주민등록연앙인구[명]","명","10",
"양천구","여자","계","주민등록연앙인구[명]","명","222986",
"양천구","여자","0 - 4세","주민등록연앙인구[명]","명","4474.5",
"양천구","여자","5 - 9세","주민등록연앙인구[명]","명","8254.5",
"양천구","여자","10 - 14세","주민등록연앙인구[명]","명","11397.5",
"양천구","여자","15 - 19세","주민등록연앙인구[명]","명","11674",
"양천구","여자","20 - 24세","주민등록연앙인구[명]","명","12127.5",
"양천구","여자","25 - 29세","주민등록연앙인구[명]","명","14397",
"양천구","여자","30 - 34세","주민등록연앙인구[명]","명","13467",
"양천구","여자","35 - 39세","주민등록연앙인구[명]","명","13385",
"양천구","여자","40 - 44세","주민등록연앙인구[명]","명","18575",
"양천구","여자","45 - 49세","주민등록연앙인구[명]","명","19448.5",
"양천구","여자","50 - 54세","주민등록연앙인구[명]","명","20387",
"양천구","여자","55 - 59세","주민등록연앙인구[명]","명","17210",
"양천구","여자","60 - 64세","주민등록연앙인구[명]","명","17518.5",
"양천구","여자","65 - 69세","주민등록연앙인구[명]","명","14780",
"양천구","여자","70 - 74세","주민등록연앙인구[명]","명","9786.5",
"양천구","여자","75 - 79세","주민등록연앙인구[명]","명","6899.5",
"양천구","여자","80세 이상","주민등록연앙인구[명]","명","9204",
"양천구","여자","80 - 84세","주민등록연앙인구[명]","명","4939",
"양천구","여자","85세 이상","주민등록연앙인구[명]","명","4265",
"양천구","여자","85 - 89세","주민등록연앙인구[명]","명","2772.5",
"양천구","여자","90 - 94세","주민등록연앙인구[명]","명","1192",
"양천구","여자","95 - 99세","주민등록연앙인구[명]","명","258.5",
"양천구","여자","100세 이상","주민등록연앙인구[명]","명","42",
"강서구","계","계","주민등록연앙인구[명]","명","562962",
"강서구","계","0 - 4세","주민등록연앙인구[명]","명","13845.5",
"강서구","계","5 - 9세","주민등록연앙인구[명]","명","18529.5",
"강서구","계","10 - 14세","주민등록연앙인구[명]","명","20764.5",
"강서구","계","15 - 19세","주민등록연앙인구[명]","명","21583.5",
"강서구","계","20 - 24세","주민등록연앙인구[명]","명","30008",
"강서구","계","25 - 29세","주민등록연앙인구[명]","명","50703",
"강서구","계","30 - 34세","주민등록연앙인구[명]","명","53392",
"강서구","계","35 - 39세","주민등록연앙인구[명]","명","43345.5",
"강서구","계","40 - 44세","주민등록연앙인구[명]","명","45658.5",
"강서구","계","45 - 49세","주민등록연앙인구[명]","명","40947",
"강서구","계","50 - 54세","주민등록연앙인구[명]","명","43592",
"강서구","계","55 - 59세","주민등록연앙인구[명]","명","38737.5",
"강서구","계","60 - 64세","주민등록연앙인구[명]","명","43045",
"강서구","계","65 - 69세","주민등록연앙인구[명]","명","36491",
"강서구","계","70 - 74세","주민등록연앙인구[명]","명","24859.5",
"강서구","계","75 - 79세","주민등록연앙인구[명]","명","17429.5",
"강서구","계","80세 이상","주민등록연앙인구[명]","명","20030.5",
"강서구","계","80 - 84세","주민등록연앙인구[명]","명","11648.5",
"강서구","계","85세 이상","주민등록연앙인구[명]","명","8382",
"강서구","계","85 - 89세","주민등록연앙인구[명]","명","5694.5",
"강서구","계","90 - 94세","주민등록연앙인구[명]","명","2103",
"강서구","계","95 - 99세","주민등록연앙인구[명]","명","511.5",
"강서구","계","100세 이상","주민등록연앙인구[명]","명","73",
"강서구","남자","계","주민등록연앙인구[명]","명","269867.5",
"강서구","남자","0 - 4세","주민등록연앙인구[명]","명","7026",
"강서구","남자","5 - 9세","주민등록연앙인구[명]","명","9435.5",
"강서구","남자","10 - 14세","주민등록연앙인구[명]","명","10708.5",
"강서구","남자","15 - 19세","주민등록연앙인구[명]","명","10970",
"강서구","남자","20 - 24세","주민등록연앙인구[명]","명","14006",
"강서구","남자","25 - 29세","주민등록연앙인구[명]","명","22600.5",
"강서구","남자","30 - 34세","주민등록연앙인구[명]","명","26280.5",
"강서구","남자","35 - 39세","주민등록연앙인구[명]","명","22113.5",
"강서구","남자","40 - 44세","주민등록연앙인구[명]","명","23085.5",
"강서구","남자","45 - 49세","주민등록연앙인구[명]","명","20330.5",
"강서구","남자","50 - 54세","주민등록연앙인구[명]","명","21540.5",
"강서구","남자","55 - 59세","주민등록연앙인구[명]","명","18277.5",
"강서구","남자","60 - 64세","주민등록연앙인구[명]","명","20022.5",
"강서구","남자","65 - 69세","주민등록연앙인구[명]","명","16607.5",
"강서구","남자","70 - 74세","주민등록연앙인구[명]","명","11543",
"강서구","남자","75 - 79세","주민등록연앙인구[명]","명","8094.5",
"강서구","남자","80세 이상","주민등록연앙인구[명]","명","7225.5",
"강서구","남자","80 - 84세","주민등록연앙인구[명]","명","4760.5",
"강서구","남자","85세 이상","주민등록연앙인구[명]","명","2465",
"강서구","남자","85 - 89세","주민등록연앙인구[명]","명","1852.5",
"강서구","남자","90 - 94세","주민등록연앙인구[명]","명","510.5",
"강서구","남자","95 - 99세","주민등록연앙인구[명]","명","88",
"강서구","남자","100세 이상","주민등록연앙인구[명]","명","14",
"강서구","여자","계","주민등록연앙인구[명]","명","293094.5",
"강서구","여자","0 - 4세","주민등록연앙인구[명]","명","6819.5",
"강서구","여자","5 - 9세","주민등록연앙인구[명]","명","9094",
"강서구","여자","10 - 14세","주민등록연앙인구[명]","명","10056",
"강서구","여자","15 - 19세","주민등록연앙인구[명]","명","10613.5",
"강서구","여자","20 - 24세","주민등록연앙인구[명]","명","16002",
"강서구","여자","25 - 29세","주민등록연앙인구[명]","명","28102.5",
"강서구","여자","30 - 34세","주민등록연앙인구[명]","명","27111.5",
"강서구","여자","35 - 39세","주민등록연앙인구[명]","명","21232",
"강서구","여자","40 - 44세","주민등록연앙인구[명]","명","22573",
"강서구","여자","45 - 49세","주민등록연앙인구[명]","명","20616.5",
"강서구","여자","50 - 54세","주민등록연앙인구[명]","명","22051.5",
"강서구","여자","55 - 59세","주민등록연앙인구[명]","명","20460",
"강서구","여자","60 - 64세","주민등록연앙인구[명]","명","23022.5",
"강서구","여자","65 - 69세","주민등록연앙인구[명]","명","19883.5",
"강서구","여자","70 - 74세","주민등록연앙인구[명]","명","13316.5",
"강서구","여자","75 - 79세","주민등록연앙인구[명]","명","9335",
"강서구","여자","80세 이상","주민등록연앙인구[명]","명","12805",
"강서구","여자","80 - 84세","주민등록연앙인구[명]","명","6888",
"강서구","여자","85세 이상","주민등록연앙인구[명]","명","5917",
"강서구","여자","85 - 89세","주민등록연앙인구[명]","명","3842",
"강서구","여자","90 - 94세","주민등록연앙인구[명]","명","1592.5",
"강서구","여자","95 - 99세","주민등록연앙인구[명]","명","423.5",
"강서구","여자","100세 이상","주민등록연앙인구[명]","명","59",
"구로구","계","계","주민등록연앙인구[명]","명","391803",
"구로구","계","0 - 4세","주민등록연앙인구[명]","명","10499",
"구로구","계","5 - 9세","주민등록연앙인구[명]","명","12878",
"구로구","계","10 - 14세","주민등록연앙인구[명]","명","14080.5",
"구로구","계","15 - 19세","주민등록연앙인구[명]","명","14276",
"구로구","계","20 - 24세","주민등록연앙인구[명]","명","20598",
"구로구","계","25 - 29세","주민등록연앙인구[명]","명","31140",
"구로구","계","30 - 34세","주민등록연앙인구[명]","명","32549",
"구로구","계","35 - 39세","주민등록연앙인구[명]","명","28542.5",
"구로구","계","40 - 44세","주민등록연앙인구[명]","명","30544.5",
"구로구","계","45 - 49세","주민등록연앙인구[명]","명","28290",
"구로구","계","50 - 54세","주민등록연앙인구[명]","명","31837.5",
"구로구","계","55 - 59세","주민등록연앙인구[명]","명","29348",
"구로구","계","60 - 64세","주민등록연앙인구[명]","명","31162.5",
"구로구","계","65 - 69세","주민등록연앙인구[명]","명","26809.5",
"구로구","계","70 - 74세","주민등록연앙인구[명]","명","19404",
"구로구","계","75 - 79세","주민등록연앙인구[명]","명","14231.5",
"구로구","계","80세 이상","주민등록연앙인구[명]","명","15612.5",
"구로구","계","80 - 84세","주민등록연앙인구[명]","명","9647.5",
"구로구","계","85세 이상","주민등록연앙인구[명]","명","5965",
"구로구","계","85 - 89세","주민등록연앙인구[명]","명","4287",
"구로구","계","90 - 94세","주민등록연앙인구[명]","명","1336",
"구로구","계","95 - 99세","주민등록연앙인구[명]","명","301",
"구로구","계","100세 이상","주민등록연앙인구[명]","명","41",
"구로구","남자","계","주민등록연앙인구[명]","명","192179",
"구로구","남자","0 - 4세","주민등록연앙인구[명]","명","5468",
"구로구","남자","5 - 9세","주민등록연앙인구[명]","명","6557.5",
"구로구","남자","10 - 14세","주민등록연앙인구[명]","명","7108.5",
"구로구","남자","15 - 19세","주민등록연앙인구[명]","명","7352",
"구로구","남자","20 - 24세","주민등록연앙인구[명]","명","9934.5",
"구로구","남자","25 - 29세","주민등록연앙인구[명]","명","15053.5",
"구로구","남자","30 - 34세","주민등록연앙인구[명]","명","16397",
"구로구","남자","35 - 39세","주민등록연앙인구[명]","명","14784",
"구로구","남자","40 - 44세","주민등록연앙인구[명]","명","15661.5",
"구로구","남자","45 - 49세","주민등록연앙인구[명]","명","14364.5",
"구로구","남자","50 - 54세","주민등록연앙인구[명]","명","15840.5",
"구로구","남자","55 - 59세","주민등록연앙인구[명]","명","14454.5",
"구로구","남자","60 - 64세","주민등록연앙인구[명]","명","14877.5",
"구로구","남자","65 - 69세","주민등록연앙인구[명]","명","12462",
"구로구","남자","70 - 74세","주민등록연앙인구[명]","명","9053",
"구로구","남자","75 - 79세","주민등록연앙인구[명]","명","6638",
"구로구","남자","80세 이상","주민등록연앙인구[명]","명","6172.5",
"구로구","남자","80 - 84세","주민등록연앙인구[명]","명","4198.5",
"구로구","남자","85세 이상","주민등록연앙인구[명]","명","1974",
"구로구","남자","85 - 89세","주민등록연앙인구[명]","명","1552.5",
"구로구","남자","90 - 94세","주민등록연앙인구[명]","명","363",
"구로구","남자","95 - 99세","주민등록연앙인구[명]","명","52",
"구로구","남자","100세 이상","주민등록연앙인구[명]","명","6.5",
"구로구","여자","계","주민등록연앙인구[명]","명","199624",
"구로구","여자","0 - 4세","주민등록연앙인구[명]","명","5031",
"구로구","여자","5 - 9세","주민등록연앙인구[명]","명","6320.5",
"구로구","여자","10 - 14세","주민등록연앙인구[명]","명","6972",
"구로구","여자","15 - 19세","주민등록연앙인구[명]","명","6924",
"구로구","여자","20 - 24세","주민등록연앙인구[명]","명","10663.5",
"구로구","여자","25 - 29세","주민등록연앙인구[명]","명","16086.5",
"구로구","여자","30 - 34세","주민등록연앙인구[명]","명","16152",
"구로구","여자","35 - 39세","주민등록연앙인구[명]","명","13758.5",
"구로구","여자","40 - 44세","주민등록연앙인구[명]","명","14883",
"구로구","여자","45 - 49세","주민등록연앙인구[명]","명","13925.5",
"구로구","여자","50 - 54세","주민등록연앙인구[명]","명","15997",
"구로구","여자","55 - 59세","주민등록연앙인구[명]","명","14893.5",
"구로구","여자","60 - 64세","주민등록연앙인구[명]","명","16285",
"구로구","여자","65 - 69세","주민등록연앙인구[명]","명","14347.5",
"구로구","여자","70 - 74세","주민등록연앙인구[명]","명","10351",
"구로구","여자","75 - 79세","주민등록연앙인구[명]","명","7593.5",
"구로구","여자","80세 이상","주민등록연앙인구[명]","명","9440",
"구로구","여자","80 - 84세","주민등록연앙인구[명]","명","5449",
"구로구","여자","85세 이상","주민등록연앙인구[명]","명","3991",
"구로구","여자","85 - 89세","주민등록연앙인구[명]","명","2734.5",
"구로구","여자","90 - 94세","주민등록연앙인구[명]","명","973",
"구로구","여자","95 - 99세","주민등록연앙인구[명]","명","249",
"구로구","여자","100세 이상","주민등록연앙인구[명]","명","34.5",
"금천구","계","계","주민등록연앙인구[명]","명","227081",
"금천구","계","0 - 4세","주민등록연앙인구[명]","명","4689",
"금천구","계","5 - 9세","주민등록연앙인구[명]","명","5593",
"금천구","계","10 - 14세","주민등록연앙인구[명]","명","6203.5",
"금천구","계","15 - 19세","주민등록연앙인구[명]","명","6994.5",
"금천구","계","20 - 24세","주민등록연앙인구[명]","명","12072.5",
"금천구","계","25 - 29세","주민등록연앙인구[명]","명","23530.5",
"금천구","계","30 - 34세","주민등록연앙인구[명]","명","21907.5",
"금천구","계","35 - 39세","주민등록연앙인구[명]","명","15622.5",
"금천구","계","40 - 44세","주민등록연앙인구[명]","명","15287.5",
"금천구","계","45 - 49세","주민등록연앙인구[명]","명","14543",
"금천구","계","50 - 54세","주민등록연앙인구[명]","명","18510.5",
"금천구","계","55 - 59세","주민등록연앙인구[명]","명","18887",
"금천구","계","60 - 64세","주민등록연앙인구[명]","명","20106",
"금천구","계","65 - 69세","주민등록연앙인구[명]","명","15541",
"금천구","계","70 - 74세","주민등록연앙인구[명]","명","10705",
"금천구","계","75 - 79세","주민등록연앙인구[명]","명","7957.5",
"금천구","계","80세 이상","주민등록연앙인구[명]","명","8930.5",
"금천구","계","80 - 84세","주민등록연앙인구[명]","명","5584",
"금천구","계","85세 이상","주민등록연앙인구[명]","명","3346.5",
"금천구","계","85 - 89세","주민등록연앙인구[명]","명","2400",
"금천구","계","90 - 94세","주민등록연앙인구[명]","명","762",
"금천구","계","95 - 99세","주민등록연앙인구[명]","명","154.5",
"금천구","계","100세 이상","주민등록연앙인구[명]","명","30",
"금천구","남자","계","주민등록연앙인구[명]","명","114191.5",
"금천구","남자","0 - 4세","주민등록연앙인구[명]","명","2413.5",
"금천구","남자","5 - 9세","주민등록연앙인구[명]","명","2844.5",
"금천구","남자","10 - 14세","주민등록연앙인구[명]","명","3161.5",
"금천구","남자","15 - 19세","주민등록연앙인구[명]","명","3510.5",
"금천구","남자","20 - 24세","주민등록연앙인구[명]","명","5697",
"금천구","남자","25 - 29세","주민등록연앙인구[명]","명","11586.5",
"금천구","남자","30 - 34세","주민등록연앙인구[명]","명","12027.5",
"금천구","남자","35 - 39세","주민등록연앙인구[명]","명","8617",
"금천구","남자","40 - 44세","주민등록연앙인구[명]","명","8318",
"금천구","남자","45 - 49세","주민등록연앙인구[명]","명","7558",
"금천구","남자","50 - 54세","주민등록연앙인구[명]","명","9341",
"금천구","남자","55 - 59세","주민등록연앙인구[명]","명","9389",
"금천구","남자","60 - 64세","주민등록연앙인구[명]","명","10018",
"금천구","남자","65 - 69세","주민등록연앙인구[명]","명","7492",
"금천구","남자","70 - 74세","주민등록연앙인구[명]","명","5069",
"금천구","남자","75 - 79세","주민등록연앙인구[명]","명","3638",
"금천구","남자","80세 이상","주민등록연앙인구[명]","명","3510.5",
"금천구","남자","80 - 84세","주민등록연앙인구[명]","명","2399.5",
"금천구","남자","85세 이상","주민등록연앙인구[명]","명","1111",
"금천구","남자","85 - 89세","주민등록연앙인구[명]","명","853",
"금천구","남자","90 - 94세","주민등록연앙인구[명]","명","220",
"금천구","남자","95 - 99세","주민등록연앙인구[명]","명","30",
"금천구","남자","100세 이상","주민등록연앙인구[명]","명","8",
"금천구","여자","계","주민등록연앙인구[명]","명","112889.5",
"금천구","여자","0 - 4세","주민등록연앙인구[명]","명","2275.5",
"금천구","여자","5 - 9세","주민등록연앙인구[명]","명","2748.5",
"금천구","여자","10 - 14세","주민등록연앙인구[명]","명","3042",
"금천구","여자","15 - 19세","주민등록연앙인구[명]","명","3484",
"금천구","여자","20 - 24세","주민등록연앙인구[명]","명","6375.5",
"금천구","여자","25 - 29세","주민등록연앙인구[명]","명","11944",
"금천구","여자","30 - 34세","주민등록연앙인구[명]","명","9880",
"금천구","여자","35 - 39세","주민등록연앙인구[명]","명","7005.5",
"금천구","여자","40 - 44세","주민등록연앙인구[명]","명","6969.5",
"금천구","여자","45 - 49세","주민등록연앙인구[명]","명","6985",
"금천구","여자","50 - 54세","주민등록연앙인구[명]","명","9169.5",
"금천구","여자","55 - 59세","주민등록연앙인구[명]","명","9498",
"금천구","여자","60 - 64세","주민등록연앙인구[명]","명","10088",
"금천구","여자","65 - 69세","주민등록연앙인구[명]","명","8049",
"금천구","여자","70 - 74세","주민등록연앙인구[명]","명","5636",
"금천구","여자","75 - 79세","주민등록연앙인구[명]","명","4319.5",
"금천구","여자","80세 이상","주민등록연앙인구[명]","명","5420",
"금천구","여자","80 - 84세","주민등록연앙인구[명]","명","3184.5",
"금천구","여자","85세 이상","주민등록연앙인구[명]","명","2235.5",
"금천구","여자","85 - 89세","주민등록연앙인구[명]","명","1547",
"금천구","여자","90 - 94세","주민등록연앙인구[명]","명","542",
"금천구","여자","95 - 99세","주민등록연앙인구[명]","명","124.5",
"금천구","여자","100세 이상","주민등록연앙인구[명]","명","22",
"영등포구","계","계","주민등록연앙인구[명]","명","372244.5",
"영등포구","계","0 - 4세","주민등록연앙인구[명]","명","10724.5",
"영등포구","계","5 - 9세","주민등록연앙인구[명]","명","12123",
"영등포구","계","10 - 14세","주민등록연앙인구[명]","명","11464",
"영등포구","계","15 - 19세","주민등록연앙인구[명]","명","11721",
"영등포구","계","20 - 24세","주민등록연앙인구[명]","명","20017.5",
"영등포구","계","25 - 29세","주민등록연앙인구[명]","명","37124.5",
"영등포구","계","30 - 34세","주민등록연앙인구[명]","명","39057.5",
"영등포구","계","35 - 39세","주민등록연앙인구[명]","명","30880.5",
"영등포구","계","40 - 44세","주민등록연앙인구[명]","명","28921.5",
"영등포구","계","45 - 49세","주민등록연앙인구[명]","명","25097.5",
"영등포구","계","50 - 54세","주민등록연앙인구[명]","명","28590.5",
"영등포구","계","55 - 59세","주민등록연앙인구[명]","명","26054",
"영등포구","계","60 - 64세","주민등록연앙인구[명]","명","26477.5",
"영등포구","계","65 - 69세","주민등록연앙인구[명]","명","21742.5",
"영등포구","계","70 - 74세","주민등록연앙인구[명]","명","15542.5",
"영등포구","계","75 - 79세","주민등록연앙인구[명]","명","11876.5",
"영등포구","계","80세 이상","주민등록연앙인구[명]","명","14829.5",
"영등포구","계","80 - 84세","주민등록연앙인구[명]","명","8762.5",
"영등포구","계","85세 이상","주민등록연앙인구[명]","명","6067",
"영등포구","계","85 - 89세","주민등록연앙인구[명]","명","4362.5",
"영등포구","계","90 - 94세","주민등록연앙인구[명]","명","1381.5",
"영등포구","계","95 - 99세","주민등록연앙인구[명]","명","279.5",
"영등포구","계","100세 이상","주민등록연앙인구[명]","명","43.5",
"영등포구","남자","계","주민등록연앙인구[명]","명","182572",
"영등포구","남자","0 - 4세","주민등록연앙인구[명]","명","5492",
"영등포구","남자","5 - 9세","주민등록연앙인구[명]","명","6189",
"영등포구","남자","10 - 14세","주민등록연앙인구[명]","명","5812",
"영등포구","남자","15 - 19세","주민등록연앙인구[명]","명","6164",
"영등포구","남자","20 - 24세","주민등록연앙인구[명]","명","9001.5",
"영등포구","남자","25 - 29세","주민등록연앙인구[명]","명","17023",
"영등포구","남자","30 - 34세","주민등록연앙인구[명]","명","19542",
"영등포구","남자","35 - 39세","주민등록연앙인구[명]","명","15899",
"영등포구","남자","40 - 44세","주민등록연앙인구[명]","명","15014.5",
"영등포구","남자","45 - 49세","주민등록연앙인구[명]","명","12788",
"영등포구","남자","50 - 54세","주민등록연앙인구[명]","명","14405",
"영등포구","남자","55 - 59세","주민등록연앙인구[명]","명","13230",
"영등포구","남자","60 - 64세","주민등록연앙인구[명]","명","13082",
"영등포구","남자","65 - 69세","주민등록연앙인구[명]","명","10447",
"영등포구","남자","70 - 74세","주민등록연앙인구[명]","명","7228.5",
"영등포구","남자","75 - 79세","주민등록연앙인구[명]","명","5370",
"영등포구","남자","80세 이상","주민등록연앙인구[명]","명","5884.5",
"영등포구","남자","80 - 84세","주민등록연앙인구[명]","명","3736.5",
"영등포구","남자","85세 이상","주민등록연앙인구[명]","명","2148",
"영등포구","남자","85 - 89세","주민등록연앙인구[명]","명","1651.5",
"영등포구","남자","90 - 94세","주민등록연앙인구[명]","명","420.5",
"영등포구","남자","95 - 99세","주민등록연앙인구[명]","명","66",
"영등포구","남자","100세 이상","주민등록연앙인구[명]","명","10",
"영등포구","여자","계","주민등록연앙인구[명]","명","189672.5",
"영등포구","여자","0 - 4세","주민등록연앙인구[명]","명","5232.5",
"영등포구","여자","5 - 9세","주민등록연앙인구[명]","명","5934",
"영등포구","여자","10 - 14세","주민등록연앙인구[명]","명","5652",
"영등포구","여자","15 - 19세","주민등록연앙인구[명]","명","5557",
"영등포구","여자","20 - 24세","주민등록연앙인구[명]","명","11016",
"영등포구","여자","25 - 29세","주민등록연앙인구[명]","명","20101.5",
"영등포구","여자","30 - 34세","주민등록연앙인구[명]","명","19515.5",
"영등포구","여자","35 - 39세","주민등록연앙인구[명]","명","14981.5",
"영등포구","여자","40 - 44세","주민등록연앙인구[명]","명","13907",
"영등포구","여자","45 - 49세","주민등록연앙인구[명]","명","12309.5",
"영등포구","여자","50 - 54세","주민등록연앙인구[명]","명","14185.5",
"영등포구","여자","55 - 59세","주민등록연앙인구[명]","명","12824",
"영등포구","여자","60 - 64세","주민등록연앙인구[명]","명","13395.5",
"영등포구","여자","65 - 69세","주민등록연앙인구[명]","명","11295.5",
"영등포구","여자","70 - 74세","주민등록연앙인구[명]","명","8314",
"영등포구","여자","75 - 79세","주민등록연앙인구[명]","명","6506.5",
"영등포구","여자","80세 이상","주민등록연앙인구[명]","명","8945",
"영등포구","여자","80 - 84세","주민등록연앙인구[명]","명","5026",
"영등포구","여자","85세 이상","주민등록연앙인구[명]","명","3919",
"영등포구","여자","85 - 89세","주민등록연앙인구[명]","명","2711",
"영등포구","여자","90 - 94세","주민등록연앙인구[명]","명","961",
"영등포구","여자","95 - 99세","주민등록연앙인구[명]","명","213.5",
"영등포구","여자","100세 이상","주민등록연앙인구[명]","명","33.5",
"동작구","계","계","주민등록연앙인구[명]","명","377040.5",
"동작구","계","0 - 4세","주민등록연앙인구[명]","명","8738.5",
