"행정구역(시군구)별","성별","연령별","항목","단위","2023 년",
"동안구","남자","20 - 24세","주민등록연앙인구[명]","명","9420",
"동안구","남자","25 - 29세","주민등록연앙인구[명]","명","10863.5",
"동안구","남자","30 - 34세","주민등록연앙인구[명]","명","11823",
"동안구","남자","35 - 39세","주민등록연앙인구[명]","명","11326.5",
"동안구","남자","40 - 44세","주민등록연앙인구[명]","명","12253",
"동안구","남자","45 - 49세","주민등록연앙인구[명]","명","12112",
"동안구","남자","50 - 54세","주민등록연앙인구[명]","명","13941",
"동안구","남자","55 - 59세","주민등록연앙인구[명]","명","11842.5",
"동안구","남자","60 - 64세","주민등록연앙인구[명]","명","11702",
"동안구","남자","65 - 69세","주민등록연앙인구[명]","명","8568",
"동안구","남자","70 - 74세","주민등록연앙인구[명]","명","4843.5",
"동안구","남자","75 - 79세","주민등록연앙인구[명]","명","3034.5",
"동안구","남자","80세 이상","주민등록연앙인구[명]","명","3184.5",
"동안구","남자","80 - 84세","주민등록연앙인구[명]","명","1996",
"동안구","남자","85세 이상","주민등록연앙인구[명]","명","1188.5",
"동안구","남자","85 - 89세","주민등록연앙인구[명]","명","857.5",
"동안구","남자","90 - 94세","주민등록연앙인구[명]","명","271.5",
"동안구","남자","95 - 99세","주민등록연앙인구[명]","명","53.5",
"동안구","남자","100세 이상","주민등록연앙인구[명]","명","6",
"동안구","여자","계","주민등록연앙인구[명]","명","159464.5",
"동안구","여자","0 - 4세","주민등록연앙인구[명]","명","4561",
"동안구","여자","5 - 9세","주민등록연앙인구[명]","명","6406.5",
"동안구","여자","10 - 14세","주민등록연앙인구[명]","명","7666.5",
"동안구","여자","15 - 19세","주민등록연앙인구[명]","명","7920",
"동안구","여자","20 - 24세","주민등록연앙인구[명]","명","8776.5",
"동안구","여자","25 - 29세","주민등록연앙인구[명]","명","10285",
"동안구","여자","30 - 34세","주민등록연앙인구[명]","명","11490",
"동안구","여자","35 - 39세","주민등록연앙인구[명]","명","11083",
"동안구","여자","40 - 44세","주민등록연앙인구[명]","명","12774.5",
"동안구","여자","45 - 49세","주민등록연앙인구[명]","명","13489.5",
"동안구","여자","50 - 54세","주민등록연앙인구[명]","명","15039.5",
"동안구","여자","55 - 59세","주민등록연앙인구[명]","명","12853",
"동안구","여자","60 - 64세","주민등록연앙인구[명]","명","12876.5",
"동안구","여자","65 - 69세","주민등록연앙인구[명]","명","8857",
"동안구","여자","70 - 74세","주민등록연앙인구[명]","명","5197",
"동안구","여자","75 - 79세","주민등록연앙인구[명]","명","3886",
"동안구","여자","80세 이상","주민등록연앙인구[명]","명","6303",
"동안구","여자","80 - 84세","주민등록연앙인구[명]","명","3168.5",
"동안구","여자","85세 이상","주민등록연앙인구[명]","명","3134.5",
"동안구","여자","85 - 89세","주민등록연앙인구[명]","명","2064",
"동안구","여자","90 - 94세","주민등록연앙인구[명]","명","866.5",
"동안구","여자","95 - 99세","주민등록연앙인구[명]","명","185",
"동안구","여자","100세 이상","주민등록연앙인구[명]","명","19",
"부천시","계","계","주민등록연앙인구[명]","명","781052",
"부천시","계","0 - 4세","주민등록연앙인구[명]","명","19700.5",
"부천시","계","5 - 9세","주민등록연앙인구[명]","명","27387.5",
"부천시","계","10 - 14세","주민등록연앙인구[명]","명","31662",
"부천시","계","15 - 19세","주민등록연앙인구[명]","명","33683.5",
"부천시","계","20 - 24세","주민등록연앙인구[명]","명","44017.5",
"부천시","계","25 - 29세","주민등록연앙인구[명]","명","57128.5",
"부천시","계","30 - 34세","주민등록연앙인구[명]","명","55802",
"부천시","계","35 - 39세","주민등록연앙인구[명]","명","51579",
"부천시","계","40 - 44세","주민등록연앙인구[명]","명","60668",
"부천시","계","45 - 49세","주민등록연앙인구[명]","명","58546.5",
"부천시","계","50 - 54세","주민등록연앙인구[명]","명","70506.5",
"부천시","계","55 - 59세","주민등록연앙인구[명]","명","68689",
"부천시","계","60 - 64세","주민등록연앙인구[명]","명","72251.5",
"부천시","계","65 - 69세","주민등록연앙인구[명]","명","52060.5",
"부천시","계","70 - 74세","주민등록연앙인구[명]","명","30505.5",
"부천시","계","75 - 79세","주민등록연앙인구[명]","명","20568",
"부천시","계","80세 이상","주민등록연앙인구[명]","명","26296",
"부천시","계","80 - 84세","주민등록연앙인구[명]","명","14976",
"부천시","계","85세 이상","주민등록연앙인구[명]","명","11320",
"부천시","계","85 - 89세","주민등록연앙인구[명]","명","7789",
"부천시","계","90 - 94세","주민등록연앙인구[명]","명","2811",
"부천시","계","95 - 99세","주민등록연앙인구[명]","명","618.5",
"부천시","계","100세 이상","주민등록연앙인구[명]","명","101.5",
"부천시","남자","계","주민등록연앙인구[명]","명","386033.5",
"부천시","남자","0 - 4세","주민등록연앙인구[명]","명","10098.5",
"부천시","남자","5 - 9세","주민등록연앙인구[명]","명","14060.5",
"부천시","남자","10 - 14세","주민등록연앙인구[명]","명","16221",
"부천시","남자","15 - 19세","주민등록연앙인구[명]","명","17228.5",
"부천시","남자","20 - 24세","주민등록연앙인구[명]","명","22550",
"부천시","남자","25 - 29세","주민등록연앙인구[명]","명","29462",
"부천시","남자","30 - 34세","주민등록연앙인구[명]","명","28867",
"부천시","남자","35 - 39세","주민등록연앙인구[명]","명","26548.5",
"부천시","남자","40 - 44세","주민등록연앙인구[명]","명","30953",
"부천시","남자","45 - 49세","주민등록연앙인구[명]","명","29316.5",
"부천시","남자","50 - 54세","주민등록연앙인구[명]","명","34451",
"부천시","남자","55 - 59세","주민등록연앙인구[명]","명","32870",
"부천시","남자","60 - 64세","주민등록연앙인구[명]","명","35198",
"부천시","남자","65 - 69세","주민등록연앙인구[명]","명","25370.5",
"부천시","남자","70 - 74세","주민등록연앙인구[명]","명","14785",
"부천시","남자","75 - 79세","주민등록연앙인구[명]","명","9278",
"부천시","남자","80세 이상","주민등록연앙인구[명]","명","8775.5",
"부천시","남자","80 - 84세","주민등록연앙인구[명]","명","5684",
"부천시","남자","85세 이상","주민등록연앙인구[명]","명","3091.5",
"부천시","남자","85 - 89세","주민등록연앙인구[명]","명","2331",
"부천시","남자","90 - 94세","주민등록연앙인구[명]","명","643",
"부천시","남자","95 - 99세","주민등록연앙인구[명]","명","101",
"부천시","남자","100세 이상","주민등록연앙인구[명]","명","16.5",
"부천시","여자","계","주민등록연앙인구[명]","명","395018.5",
"부천시","여자","0 - 4세","주민등록연앙인구[명]","명","9602",
"부천시","여자","5 - 9세","주민등록연앙인구[명]","명","13327",
"부천시","여자","10 - 14세","주민등록연앙인구[명]","명","15441",
"부천시","여자","15 - 19세","주민등록연앙인구[명]","명","16455",
"부천시","여자","20 - 24세","주민등록연앙인구[명]","명","21467.5",
"부천시","여자","25 - 29세","주민등록연앙인구[명]","명","27666.5",
"부천시","여자","30 - 34세","주민등록연앙인구[명]","명","26935",
"부천시","여자","35 - 39세","주민등록연앙인구[명]","명","25030.5",
"부천시","여자","40 - 44세","주민등록연앙인구[명]","명","29715",
"부천시","여자","45 - 49세","주민등록연앙인구[명]","명","29230",
"부천시","여자","50 - 54세","주민등록연앙인구[명]","명","36055.5",
"부천시","여자","55 - 59세","주민등록연앙인구[명]","명","35819",
"부천시","여자","60 - 64세","주민등록연앙인구[명]","명","37053.5",
"부천시","여자","65 - 69세","주민등록연앙인구[명]","명","26690",
"부천시","여자","70 - 74세","주민등록연앙인구[명]","명","15720.5",
"부천시","여자","75 - 79세","주민등록연앙인구[명]","명","11290",
"부천시","여자","80세 이상","주민등록연앙인구[명]","명","17520.5",
"부천시","여자","80 - 84세","주민등록연앙인구[명]","명","9292",
"부천시","여자","85세 이상","주민등록연앙인구[명]","명","8228.5",
"부천시","여자","85 - 89세","주민등록연앙인구[명]","명","5458",
"부천시","여자","90 - 94세","주민등록연앙인구[명]","명","2168",
"부천시","여자","95 - 99세","주민등록연앙인구[명]","명","517.5",
"부천시","여자","100세 이상","주민등록연앙인구[명]","명","85",
"광명시","계","계","주민등록연앙인구[명]","명","282728",
"광명시","계","0 - 4세","주민등록연앙인구[명]","명","7892.5",
"광명시","계","5 - 9세","주민등록연앙인구[명]","명","11571.5",
"광명시","계","10 - 14세","주민등록연앙인구[명]","명","13943",
"광명시","계","15 - 19세","주민등록연앙인구[명]","명","14698.5",
"광명시","계","20 - 24세","주민등록연앙인구[명]","명","16176",
"광명시","계","25 - 29세","주민등록연앙인구[명]","명","17738",
"광명시","계","30 - 34세","주민등록연앙인구[명]","명","18714.5",
"광명시","계","35 - 39세","주민등록연앙인구[명]","명","18711",
"광명시","계","40 - 44세","주민등록연앙인구[명]","명","23452",
"광명시","계","45 - 49세","주민등록연앙인구[명]","명","23693",
"광명시","계","50 - 54세","주민등록연앙인구[명]","명","25868",
"광명시","계","55 - 59세","주민등록연앙인구[명]","명","22328",
"광명시","계","60 - 64세","주민등록연앙인구[명]","명","22187.5",
"광명시","계","65 - 69세","주민등록연앙인구[명]","명","17598",
"광명시","계","70 - 74세","주민등록연앙인구[명]","명","10850.5",
"광명시","계","75 - 79세","주민등록연앙인구[명]","명","7612",
"광명시","계","80세 이상","주민등록연앙인구[명]","명","9694",
"광명시","계","80 - 84세","주민등록연앙인구[명]","명","5653",
"광명시","계","85세 이상","주민등록연앙인구[명]","명","4041",
"광명시","계","85 - 89세","주민등록연앙인구[명]","명","2807",
"광명시","계","90 - 94세","주민등록연앙인구[명]","명","983",
"광명시","계","95 - 99세","주민등록연앙인구[명]","명","211",
"광명시","계","100세 이상","주민등록연앙인구[명]","명","40",
"광명시","남자","계","주민등록연앙인구[명]","명","138834",
"광명시","남자","0 - 4세","주민등록연앙인구[명]","명","4013",
"광명시","남자","5 - 9세","주민등록연앙인구[명]","명","5897.5",
"광명시","남자","10 - 14세","주민등록연앙인구[명]","명","7157.5",
"광명시","남자","15 - 19세","주민등록연앙인구[명]","명","7506",
"광명시","남자","20 - 24세","주민등록연앙인구[명]","명","8405.5",
"광명시","남자","25 - 29세","주민등록연앙인구[명]","명","9119.5",
"광명시","남자","30 - 34세","주민등록연앙인구[명]","명","9677.5",
"광명시","남자","35 - 39세","주민등록연앙인구[명]","명","9500",
"광명시","남자","40 - 44세","주민등록연앙인구[명]","명","11477",
"광명시","남자","45 - 49세","주민등록연앙인구[명]","명","11626",
"광명시","남자","50 - 54세","주민등록연앙인구[명]","명","12752",
"광명시","남자","55 - 59세","주민등록연앙인구[명]","명","11136",
"광명시","남자","60 - 64세","주민등록연앙인구[명]","명","10567",
"광명시","남자","65 - 69세","주민등록연앙인구[명]","명","8329",
"광명시","남자","70 - 74세","주민등록연앙인구[명]","명","5043.5",
"광명시","남자","75 - 79세","주민등록연앙인구[명]","명","3389.5",
"광명시","남자","80세 이상","주민등록연앙인구[명]","명","3237.5",
"광명시","남자","80 - 84세","주민등록연앙인구[명]","명","2141",
"광명시","남자","85세 이상","주민등록연앙인구[명]","명","1096.5",
"광명시","남자","85 - 89세","주민등록연앙인구[명]","명","827.5",
"광명시","남자","90 - 94세","주민등록연앙인구[명]","명","213",
"광명시","남자","95 - 99세","주민등록연앙인구[명]","명","48.5",
"광명시","남자","100세 이상","주민등록연앙인구[명]","명","7.5",
"광명시","여자","계","주민등록연앙인구[명]","명","143894",
"광명시","여자","0 - 4세","주민등록연앙인구[명]","명","3879.5",
"광명시","여자","5 - 9세","주민등록연앙인구[명]","명","5674",
"광명시","여자","10 - 14세","주민등록연앙인구[명]","명","6785.5",
"광명시","여자","15 - 19세","주민등록연앙인구[명]","명","7192.5",
"광명시","여자","20 - 24세","주민등록연앙인구[명]","명","7770.5",
"광명시","여자","25 - 29세","주민등록연앙인구[명]","명","8618.5",
"광명시","여자","30 - 34세","주민등록연앙인구[명]","명","9037",
"광명시","여자","35 - 39세","주민등록연앙인구[명]","명","9211",
"광명시","여자","40 - 44세","주민등록연앙인구[명]","명","11975",
"광명시","여자","45 - 49세","주민등록연앙인구[명]","명","12067",
"광명시","여자","50 - 54세","주민등록연앙인구[명]","명","13116",
"광명시","여자","55 - 59세","주민등록연앙인구[명]","명","11192",
"광명시","여자","60 - 64세","주민등록연앙인구[명]","명","11620.5",
"광명시","여자","65 - 69세","주민등록연앙인구[명]","명","9269",
"광명시","여자","70 - 74세","주민등록연앙인구[명]","명","5807",
"광명시","여자","75 - 79세","주민등록연앙인구[명]","명","4222.5",
"광명시","여자","80세 이상","주민등록연앙인구[명]","명","6456.5",
"광명시","여자","80 - 84세","주민등록연앙인구[명]","명","3512",
"광명시","여자","85세 이상","주민등록연앙인구[명]","명","2944.5",
"광명시","여자","85 - 89세","주민등록연앙인구[명]","명","1979.5",
"광명시","여자","90 - 94세","주민등록연앙인구[명]","명","770",
"광명시","여자","95 - 99세","주민등록연앙인구[명]","명","162.5",
"광명시","여자","100세 이상","주민등록연앙인구[명]","명","32.5",
"평택시","계","계","주민등록연앙인구[명]","명","581949.5",
"평택시","계","0 - 4세","주민등록연앙인구[명]","명","21137",
"평택시","계","5 - 9세","주민등록연앙인구[명]","명","27644",
"평택시","계","10 - 14세","주민등록연앙인구[명]","명","29140.5",
"평택시","계","15 - 19세","주민등록연앙인구[명]","명","26594.5",
"평택시","계","20 - 24세","주민등록연앙인구[명]","명","32600",
"평택시","계","25 - 29세","주민등록연앙인구[명]","명","44611",
"평택시","계","30 - 34세","주민등록연앙인구[명]","명","46768.5",
"평택시","계","35 - 39세","주민등록연앙인구[명]","명","43710",
"평택시","계","40 - 44세","주민등록연앙인구[명]","명","51996",
"평택시","계","45 - 49세","주민등록연앙인구[명]","명","47782",
"평택시","계","50 - 54세","주민등록연앙인구[명]","명","51809.5",
"평택시","계","55 - 59세","주민등록연앙인구[명]","명","43672.5",
"평택시","계","60 - 64세","주민등록연앙인구[명]","명","39273.5",
"평택시","계","65 - 69세","주민등록연앙인구[명]","명","26673",
"평택시","계","70 - 74세","주민등록연앙인구[명]","명","17042.5",
"평택시","계","75 - 79세","주민등록연앙인구[명]","명","12985",
"평택시","계","80세 이상","주민등록연앙인구[명]","명","18510",
"평택시","계","80 - 84세","주민등록연앙인구[명]","명","10536.5",
"평택시","계","85세 이상","주민등록연앙인구[명]","명","7973.5",
"평택시","계","85 - 89세","주민등록연앙인구[명]","명","5719.5",
"평택시","계","90 - 94세","주민등록연앙인구[명]","명","1801",
"평택시","계","95 - 99세","주민등록연앙인구[명]","명","399.5",
"평택시","계","100세 이상","주민등록연앙인구[명]","명","53.5",
"평택시","남자","계","주민등록연앙인구[명]","명","305384.5",
"평택시","남자","0 - 4세","주민등록연앙인구[명]","명","10649",
"평택시","남자","5 - 9세","주민등록연앙인구[명]","명","14120",
"평택시","남자","10 - 14세","주민등록연앙인구[명]","명","14883.5",
"평택시","남자","15 - 19세","주민등록연앙인구[명]","명","13647",
"평택시","남자","20 - 24세","주민등록연앙인구[명]","명","17678",
"평택시","남자","25 - 29세","주민등록연앙인구[명]","명","25797",
"평택시","남자","30 - 34세","주민등록연앙인구[명]","명","26697.5",
"평택시","남자","35 - 39세","주민등록연앙인구[명]","명","24047",
"평택시","남자","40 - 44세","주민등록연앙인구[명]","명","28308",
"평택시","남자","45 - 49세","주민등록연앙인구[명]","명","25552.5",
"평택시","남자","50 - 54세","주민등록연앙인구[명]","명","27433.5",
"평택시","남자","55 - 59세","주민등록연앙인구[명]","명","23041",
"평택시","남자","60 - 64세","주민등록연앙인구[명]","명","20372",
"평택시","남자","65 - 69세","주민등록연앙인구[명]","명","13245",
"평택시","남자","70 - 74세","주민등록연앙인구[명]","명","7892",
"평택시","남자","75 - 79세","주민등록연앙인구[명]","명","5593.5",
"평택시","남자","80세 이상","주민등록연앙인구[명]","명","6428",
"평택시","남자","80 - 84세","주민등록연앙인구[명]","명","4058.5",
"평택시","남자","85세 이상","주민등록연앙인구[명]","명","2369.5",
"평택시","남자","85 - 89세","주민등록연앙인구[명]","명","1834",
"평택시","남자","90 - 94세","주민등록연앙인구[명]","명","438.5",
"평택시","남자","95 - 99세","주민등록연앙인구[명]","명","87",
"평택시","남자","100세 이상","주민등록연앙인구[명]","명","10",
"평택시","여자","계","주민등록연앙인구[명]","명","276565",
"평택시","여자","0 - 4세","주민등록연앙인구[명]","명","10488",
"평택시","여자","5 - 9세","주민등록연앙인구[명]","명","13524",
"평택시","여자","10 - 14세","주민등록연앙인구[명]","명","14257",
"평택시","여자","15 - 19세","주민등록연앙인구[명]","명","12947.5",
"평택시","여자","20 - 24세","주민등록연앙인구[명]","명","14922",
"평택시","여자","25 - 29세","주민등록연앙인구[명]","명","18814",
"평택시","여자","30 - 34세","주민등록연앙인구[명]","명","20071",
"평택시","여자","35 - 39세","주민등록연앙인구[명]","명","19663",
"평택시","여자","40 - 44세","주민등록연앙인구[명]","명","23688",
"평택시","여자","45 - 49세","주민등록연앙인구[명]","명","22229.5",
"평택시","여자","50 - 54세","주민등록연앙인구[명]","명","24376",
"평택시","여자","55 - 59세","주민등록연앙인구[명]","명","20631.5",
"평택시","여자","60 - 64세","주민등록연앙인구[명]","명","18901.5",
"평택시","여자","65 - 69세","주민등록연앙인구[명]","명","13428",
"평택시","여자","70 - 74세","주민등록연앙인구[명]","명","9150.5",
"평택시","여자","75 - 79세","주민등록연앙인구[명]","명","7391.5",
"평택시","여자","80세 이상","주민등록연앙인구[명]","명","12082",
"평택시","여자","80 - 84세","주민등록연앙인구[명]","명","6478",
"평택시","여자","85세 이상","주민등록연앙인구[명]","명","5604",
"평택시","여자","85 - 89세","주민등록연앙인구[명]","명","3885.5",
"평택시","여자","90 - 94세","주민등록연앙인구[명]","명","1362.5",
"평택시","여자","95 - 99세","주민등록연앙인구[명]","명","312.5",
"평택시","여자","100세 이상","주민등록연앙인구[명]","명","43.5",
"동두천시","계","계","주민등록연앙인구[명]","명","89416",
"동두천시","계","0 - 4세","주민등록연앙인구[명]","명","1834.5",
"동두천시","계","5 - 9세","주민등록연앙인구[명]","명","3071",
"동두천시","계","10 - 14세","주민등록연앙인구[명]","명","3960",
"동두천시","계","15 - 19세","주민등록연앙인구[명]","명","4014",
"동두천시","계","20 - 24세","주민등록연앙인구[명]","명","4786.5",
"동두천시","계","25 - 29세","주민등록연앙인구[명]","명","5192",
"동두천시","계","30 - 34세","주민등록연앙인구[명]","명","4641.5",
"동두천시","계","35 - 39세","주민등록연앙인구[명]","명","4451.5",
"동두천시","계","40 - 44세","주민등록연앙인구[명]","명","6006",
"동두천시","계","45 - 49세","주민등록연앙인구[명]","명","6554.5",
"동두천시","계","50 - 54세","주민등록연앙인구[명]","명","8264",
"동두천시","계","55 - 59세","주민등록연앙인구[명]","명","7710.5",
"동두천시","계","60 - 64세","주민등록연앙인구[명]","명","8124",
"동두천시","계","65 - 69세","주민등록연앙인구[명]","명","6495.5",
"동두천시","계","70 - 74세","주민등록연앙인구[명]","명","4488.5",
"동두천시","계","75 - 79세","주민등록연앙인구[명]","명","4003",
"동두천시","계","80세 이상","주민등록연앙인구[명]","명","5819",
"동두천시","계","80 - 84세","주민등록연앙인구[명]","명","3470.5",
"동두천시","계","85세 이상","주민등록연앙인구[명]","명","2348.5",
"동두천시","계","85 - 89세","주민등록연앙인구[명]","명","1683.5",
"동두천시","계","90 - 94세","주민등록연앙인구[명]","명","524",
"동두천시","계","95 - 99세","주민등록연앙인구[명]","명","126",
"동두천시","계","100세 이상","주민등록연앙인구[명]","명","15",
"동두천시","남자","계","주민등록연앙인구[명]","명","44598",
"동두천시","남자","0 - 4세","주민등록연앙인구[명]","명","919.5",
"동두천시","남자","5 - 9세","주민등록연앙인구[명]","명","1621.5",
"동두천시","남자","10 - 14세","주민등록연앙인구[명]","명","1984.5",
"동두천시","남자","15 - 19세","주민등록연앙인구[명]","명","2026",
"동두천시","남자","20 - 24세","주민등록연앙인구[명]","명","2552",
"동두천시","남자","25 - 29세","주민등록연앙인구[명]","명","2825",
"동두천시","남자","30 - 34세","주민등록연앙인구[명]","명","2565",
"동두천시","남자","35 - 39세","주민등록연앙인구[명]","명","2267",
"동두천시","남자","40 - 44세","주민등록연앙인구[명]","명","3063",
"동두천시","남자","45 - 49세","주민등록연앙인구[명]","명","3378",
"동두천시","남자","50 - 54세","주민등록연앙인구[명]","명","4301",
"동두천시","남자","55 - 59세","주민등록연앙인구[명]","명","4104.5",
"동두천시","남자","60 - 64세","주민등록연앙인구[명]","명","4130",
"동두천시","남자","65 - 69세","주민등록연앙인구[명]","명","3171",
"동두천시","남자","70 - 74세","주민등록연앙인구[명]","명","1986.5",
"동두천시","남자","75 - 79세","주민등록연앙인구[명]","명","1651.5",
"동두천시","남자","80세 이상","주민등록연앙인구[명]","명","2052",
"동두천시","남자","80 - 84세","주민등록연앙인구[명]","명","1308.5",
"동두천시","남자","85세 이상","주민등록연앙인구[명]","명","743.5",
"동두천시","남자","85 - 89세","주민등록연앙인구[명]","명","572",
"동두천시","남자","90 - 94세","주민등록연앙인구[명]","명","145",
"동두천시","남자","95 - 99세","주민등록연앙인구[명]","명","24",
"동두천시","남자","100세 이상","주민등록연앙인구[명]","명","2.5",
"동두천시","여자","계","주민등록연앙인구[명]","명","44818",
"동두천시","여자","0 - 4세","주민등록연앙인구[명]","명","915",
"동두천시","여자","5 - 9세","주민등록연앙인구[명]","명","1449.5",
"동두천시","여자","10 - 14세","주민등록연앙인구[명]","명","1975.5",
"동두천시","여자","15 - 19세","주민등록연앙인구[명]","명","1988",
"동두천시","여자","20 - 24세","주민등록연앙인구[명]","명","2234.5",
"동두천시","여자","25 - 29세","주민등록연앙인구[명]","명","2367",
"동두천시","여자","30 - 34세","주민등록연앙인구[명]","명","2076.5",
"동두천시","여자","35 - 39세","주민등록연앙인구[명]","명","2184.5",
"동두천시","여자","40 - 44세","주민등록연앙인구[명]","명","2943",
"동두천시","여자","45 - 49세","주민등록연앙인구[명]","명","3176.5",
"동두천시","여자","50 - 54세","주민등록연앙인구[명]","명","3963",
"동두천시","여자","55 - 59세","주민등록연앙인구[명]","명","3606",
"동두천시","여자","60 - 64세","주민등록연앙인구[명]","명","3994",
"동두천시","여자","65 - 69세","주민등록연앙인구[명]","명","3324.5",
"동두천시","여자","70 - 74세","주민등록연앙인구[명]","명","2502",
"동두천시","여자","75 - 79세","주민등록연앙인구[명]","명","2351.5",
"동두천시","여자","80세 이상","주민등록연앙인구[명]","명","3767",
"동두천시","여자","80 - 84세","주민등록연앙인구[명]","명","2162",
"동두천시","여자","85세 이상","주민등록연앙인구[명]","명","1605",
"동두천시","여자","85 - 89세","주민등록연앙인구[명]","명","1111.5",
"동두천시","여자","90 - 94세","주민등록연앙인구[명]","명","379",
"동두천시","여자","95 - 99세","주민등록연앙인구[명]","명","102",
"동두천시","여자","100세 이상","주민등록연앙인구[명]","명","12.5",
"안산시","계","계","주민등록연앙인구[명]","명","631681.5",
"안산시","계","0 - 4세","주민등록연앙인구[명]","명","15333.5",
"안산시","계","5 - 9세","주민등록연앙인구[명]","명","21488.5",
"안산시","계","10 - 14세","주민등록연앙인구[명]","명","26578.5",
"안산시","계","15 - 19세","주민등록연앙인구[명]","명","30755",
"안산시","계","20 - 24세","주민등록연앙인구[명]","명","44376.5",
"안산시","계","25 - 29세","주민등록연앙인구[명]","명","52054.5",
"안산시","계","30 - 34세","주민등록연앙인구[명]","명","45386",
"안산시","계","35 - 39세","주민등록연앙인구[명]","명","37374.5",
"안산시","계","40 - 44세","주민등록연앙인구[명]","명","45508",
"안산시","계","45 - 49세","주민등록연앙인구[명]","명","50315",
"안산시","계","50 - 54세","주민등록연앙인구[명]","명","63904",
"안산시","계","55 - 59세","주민등록연앙인구[명]","명","60780.5",
"안산시","계","60 - 64세","주민등록연앙인구[명]","명","53862.5",
"안산시","계","65 - 69세","주민등록연앙인구[명]","명","33043.5",
"안산시","계","70 - 74세","주민등록연앙인구[명]","명","18646",
"안산시","계","75 - 79세","주민등록연앙인구[명]","명","13297.5",
"안산시","계","80세 이상","주민등록연앙인구[명]","명","18977.5",
"안산시","계","80 - 84세","주민등록연앙인구[명]","명","10501",
"안산시","계","85세 이상","주민등록연앙인구[명]","명","8476.5",
"안산시","계","85 - 89세","주민등록연앙인구[명]","명","5912.5",
"안산시","계","90 - 94세","주민등록연앙인구[명]","명","2037.5",
"안산시","계","95 - 99세","주민등록연앙인구[명]","명","466",
"안산시","계","100세 이상","주민등록연앙인구[명]","명","60.5",
"안산시","남자","계","주민등록연앙인구[명]","명","323252.5",
"안산시","남자","0 - 4세","주민등록연앙인구[명]","명","7829",
"안산시","남자","5 - 9세","주민등록연앙인구[명]","명","10990.5",
"안산시","남자","10 - 14세","주민등록연앙인구[명]","명","13684.5",
"안산시","남자","15 - 19세","주민등록연앙인구[명]","명","15802.5",
"안산시","남자","20 - 24세","주민등록연앙인구[명]","명","23122.5",
"안산시","남자","25 - 29세","주민등록연앙인구[명]","명","28188",
"안산시","남자","30 - 34세","주민등록연앙인구[명]","명","25027.5",
"안산시","남자","35 - 39세","주민등록연앙인구[명]","명","20221.5",
"안산시","남자","40 - 44세","주민등록연앙인구[명]","명","23969",
"안산시","남자","45 - 49세","주민등록연앙인구[명]","명","25662.5",
"안산시","남자","50 - 54세","주민등록연앙인구[명]","명","31527.5",
"안산시","남자","55 - 59세","주민등록연앙인구[명]","명","30959",
"안산시","남자","60 - 64세","주민등록연앙인구[명]","명","28456",
"안산시","남자","65 - 69세","주민등록연앙인구[명]","명","16973.5",
"안산시","남자","70 - 74세","주민등록연앙인구[명]","명","8971",
"안산시","남자","75 - 79세","주민등록연앙인구[명]","명","5781",
"안산시","남자","80세 이상","주민등록연앙인구[명]","명","6087",
"안산시","남자","80 - 84세","주민등록연앙인구[명]","명","3852.5",
"안산시","남자","85세 이상","주민등록연앙인구[명]","명","2234.5",
"안산시","남자","85 - 89세","주민등록연앙인구[명]","명","1689.5",
"안산시","남자","90 - 94세","주민등록연앙인구[명]","명","464",
"안산시","남자","95 - 99세","주민등록연앙인구[명]","명","73",
"안산시","남자","100세 이상","주민등록연앙인구[명]","명","8",
"안산시","여자","계","주민등록연앙인구[명]","명","308429",
"안산시","여자","0 - 4세","주민등록연앙인구[명]","명","7504.5",
"안산시","여자","5 - 9세","주민등록연앙인구[명]","명","10498",
"안산시","여자","10 - 14세","주민등록연앙인구[명]","명","12894",
"안산시","여자","15 - 19세","주민등록연앙인구[명]","명","14952.5",
"안산시","여자","20 - 24세","주민등록연앙인구[명]","명","21254",
"안산시","여자","25 - 29세","주민등록연앙인구[명]","명","23866.5",
"안산시","여자","30 - 34세","주민등록연앙인구[명]","명","20358.5",
"안산시","여자","35 - 39세","주민등록연앙인구[명]","명","17153",
"안산시","여자","40 - 44세","주민등록연앙인구[명]","명","21539",
"안산시","여자","45 - 49세","주민등록연앙인구[명]","명","24652.5",
"안산시","여자","50 - 54세","주민등록연앙인구[명]","명","32376.5",
"안산시","여자","55 - 59세","주민등록연앙인구[명]","명","29821.5",
"안산시","여자","60 - 64세","주민등록연앙인구[명]","명","25406.5",
"안산시","여자","65 - 69세","주민등록연앙인구[명]","명","16070",
"안산시","여자","70 - 74세","주민등록연앙인구[명]","명","9675",
"안산시","여자","75 - 79세","주민등록연앙인구[명]","명","7516.5",
"안산시","여자","80세 이상","주민등록연앙인구[명]","명","12890.5",
"안산시","여자","80 - 84세","주민등록연앙인구[명]","명","6648.5",
"안산시","여자","85세 이상","주민등록연앙인구[명]","명","6242",
"안산시","여자","85 - 89세","주민등록연앙인구[명]","명","4223",
"안산시","여자","90 - 94세","주민등록연앙인구[명]","명","1573.5",
"안산시","여자","95 - 99세","주민등록연앙인구[명]","명","393",
"안산시","여자","100세 이상","주민등록연앙인구[명]","명","52.5",
"상록구","계","계","주민등록연앙인구[명]","명","337632.5",
"상록구","계","0 - 4세","주민등록연앙인구[명]","명","7450",
"상록구","계","5 - 9세","주민등록연앙인구[명]","명","11420.5",
