itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
102970,2,KODEX 증권,6665,5,-5,-0.07,6677.0,-10.2772,46520,311,413
261260,7,KODEX 미국달러선물인버스2X,7570,2,70,0.93,7573.0,-13.1442,95771,726,413
394350,4,KOSEF 릭소글로벌퓨처모빌리티MSCI,9820,2,350,3.7,9805.0,-14.1044,5,0,412
256750,4,KODEX 차이나심천ChiNext(합성),10840,2,5,0.05,10813.0,-14.1443,836,9,412
130680,5,TIGER 원유선물Enhanced(H),5505,2,170,3.19,5514.0,26.4218,20015,110,410
108450,2,KINDEX 삼성그룹섹터가중,15060,2,50,0.33,15072.0,0.9007,46,0,407
292190,1,KODEX KRX300,16025,2,60,0.38,16053.0,-5.6777,1447,23,401
114460,6,KINDEX 국고채3년,102715,5,-350,-0.34,102740.0,-0.8581,1,0,401
244580,2,KODEX 바이오,8985,2,130,1.47,9111.0,-10.6459,7992,71,395
356540,6,KINDEX 종합채권(AA-이상)KIS액티브,93530,5,-390,-0.42,93455.0,-2.0647,1,0,394
422420,2,KBSTAR 2차전지액티브,9790,2,115,1.19,9810.0,,65130,637,386
402970,4,KINDEX 미국고배당S&P,10710,2,15,0.14,10650.0,4.7707,3668,39,386
138230,7,KOSEF 미국달러선물,13380,5,-65,-0.48,13384.0,7.0035,2083,27,375
203780,4,TIGER 미국나스닥바이오,17000,2,335,2.01,16952.0,-8.3082,170,2,374
359210,1,KODEX 코스피TR,12360,2,75,0.61,12347.0,-5.1718,29,0,371
304780,3,HANARO 200선물레버리지,19935,2,80,0.4,19966.0,-12.398,493,9,369
266360,2,KODEX 미디어&엔터테인먼트,16675,2,150,0.91,16683.0,-13.8381,5237,87,367
376410,2,TIGER 탄소효율그린뉴딜,8500,2,25,0.29,8524.0,-6.1046,254,2,366
114470,6,KOSEF 국고채3년,108540,3,0,0.0,108210.0,-0.9771,0,0,358
266370,2,KODEX IT,18525,2,145,0.79,18485.0,-4.8606,62,1,352
218420,4,KODEX 미국S&P에너지(합성),12035,2,120,1.01,12060.0,25.355,5142,62,348
252420,3,KBSTAR 200선물인버스2X,2675,5,-15,-0.56,2676.0,10.4722,174190,461,345
395760,2,ARIRANG ESG성장주액티브,8250,3,0,0.0,8292.0,-4.2146,0,0,342
284430,6,KODEX 200미국채혼합,12440,5,-50,-0.4,12436.0,-1.5761,1878,23,338
411060,5,KINDEX KRX금현물,10830,5,-115,-1.05,10775.0,6.2621,4453,48,336
404260,2,KODEX KRX기후변화솔루션,8815,2,110,1.26,8833.0,-0.6733,57,0,335
210780,2,TIGER 코스피고배당,14935,2,35,0.23,14940.0,-1.1019,674,10,332
219390,4,KBSTAR 미국S&P원유생산기업(합성 H),6070,2,155,2.62,6095.0,22.0846,13207,79,331
381560,2,HANARO Fn전기&수소차,8415,3,0,0.0,8432.0,0.9355,934,7,328
326230,2,KBSTAR 내수주플러스,8805,2,85,0.97,8811.0,-3.9542,1,0,326
404540,2,TIGER KRX기후변화솔루션,8915,2,125,1.42,8885.0,-0.2157,1,0,325
227540,2,TIGER 200 헬스케어,18325,2,145,0.8,18356.0,-0.9804,209,3,323
336160,6,KBSTAR 금융채액티브,100220,5,-260,-0.26,100182.0,-0.9757,1,0,321
243880,2,TIGER 200IT레버리지,42575,2,290,0.69,42757.0,-17.6133,285,12,319
279530,2,KODEX 고배당,10120,5,-5,-0.05,10118.0,3.1689,2598,26,314
385600,2,KINDEX 친환경자동차밸류체인액티브,9800,2,105,1.08,9840.0,1.9882,517,5,314
375770,2,KODEX 탄소효율그린뉴딜,8510,2,70,0.83,8512.0,-6.4613,24,0,306
407830,4,에셋플러스 글로벌플랫폼액티브,6100,2,260,4.45,6044.0,-25.2241,16251,99,305
261270,7,KODEX 미국달러선물인버스,8975,2,50,0.56,8977.0,-6.6423,15864,142,303
139270,2,TIGER 200 금융,6910,2,15,0.22,6923.0,-5.4962,9229,64,300
304770,1,HANARO 코스닥150,11975,2,70,0.59,12166.0,-1.4977,4,0,297
248270,4,TIGER S&P글로벌헬스케어(합성),18800,2,55,0.29,18750.0,3.6494,380,7,282
287180,4,ARIRANG 미국나스닥테크,20390,2,700,3.56,20443.0,-17.3904,313,6,275
397410,6,KBSTAR 국채선물5년추종인버스,53185,2,355,0.67,53175.0,1.7037,1,0,274
217780,4,TIGER 차이나CSI300인버스(합성),8540,5,-15,-0.18,8555.0,12.1231,13,0,273
236350,4,TIGER 인도니프티50레버리지(합성),22350,2,50,0.22,21525.0,-9.6069,3002,67,273
169950,4,KODEX 차이나A50,19375,2,215,1.12,19279.0,-13.264,2,0,271
385590,2,KINDEX ESG액티브,8050,2,55,0.69,8053.0,-9.0651,2,0,266
332620,6,ARIRANG 미국장기우량회사채,89480,5,-480,-0.53,87970.0,-7.21,28,2,264
337140,2,KODEX 코스피대형주,12505,2,30,0.24,12533.0,-5.6711,14,0,263
239660,6,ARIRANG 우량회사채50 1년,108755,3,0,0.0,108714.0,0.1012,0,0,261
399110,4,SOL 미국S&P500ESG,10025,2,105,1.06,10001.0,-5.4338,35,0,261
304660,6,KODEX 미국채울트라30년선물(H),9885,5,-140,-1.4,9871.0,-14.1328,2877,28,257
250780,3,TIGER 코스닥150선물인버스,4880,5,-40,-0.81,4878.0,-2.9586,186307,908,254
388420,2,KBSTAR 비메모리반도체액티브,9955,2,40,0.4,9980.0,-0.1109,10545,105,251
397420,6,KBSTAR 국채선물5년추종,47405,5,-230,-0.48,47373.0,-1.5094,1,0,250
365040,1,TIGER AI코리아그로스액티브,11910,2,45,0.38,11927.0,-4.4302,97,1,250
266420,2,KODEX 헬스케어,12420,2,110,0.89,12544.0,-6.9539,789,9,248
160580,5,TIGER 구리실물,10560,5,-110,-1.03,10589.0,-3.0,1078,11,248
269420,4,KODEX S&P글로벌인프라(합성),14045,2,70,0.5,13929.0,7.6241,266,3,248
181480,7,KINDEX 미국다우존스리츠(합성 H),88420,2,1920,2.22,88333.0,-8.8707,12,1,248
276650,4,KBSTAR 글로벌4차산업IT(합성 H),18850,2,295,1.59,18799.0,-19.4662,1227,23,245
138520,2,TIGER 삼성그룹펀더멘털,10900,5,-10,-0.09,10930.0,-0.8993,23,0,244
332610,6,ARIRANG 미국단기우량회사채,104940,5,-680,-0.64,105191.0,5.5039,79,8,241
319640,4,TIGER 골드선물(H),13030,5,-100,-0.76,13033.0,-0.1142,813,10,241
252000,1,TIGER 200동일가중,11830,2,40,0.34,11855.0,0.7692,20,0,237
396520,4,TIGER 차이나반도체FACTSET,6775,2,35,0.52,6899.0,-17.8049,683,4,230
377990,2,TIGER Fn신재생에너지,8645,2,5,0.06,8656.0,6.5482,728,6,229
152870,1,파워 200,35165,2,765,2.22,35181.0,-7.7872,3,0,229
114100,6,KBSTAR 국고채3년,108825,5,-325,-0.3,108809.0,-0.8917,3,0,229
140710,2,KODEX 운송,6250,5,-10,-0.16,6269.0,9.0402,3332,20,225
280930,4,KODEX 미국러셀2000(H),11660,2,265,2.33,11647.0,-13.5761,63,0,222
329670,7,KODEX TRF7030,12855,2,95,0.74,12792.0,-4.9535,380,4,219
364990,2,TIGER KRX게임K-뉴딜,7475,2,20,0.27,7503.0,-18.5157,5189,39,217
385710,2,TIMEFOLIO BBIG액티브,8330,2,135,1.65,8315.0,-6.5565,111,0,217
139240,2,TIGER 200 철강소재,9165,5,-15,-0.16,9179.0,3.9402,1425,13,214
329660,7,KODEX TRF5050,11890,2,125,1.06,11830.0,-4.5824,17,0,214
395290,2,HANARO Fn K-POP&미디어,8545,2,165,1.97,8553.0,-5.5988,8919,76,214
230480,7,KOSEF 미국달러선물인버스2X,6645,2,60,0.91,6650.0,-13.2412,6845,45,213
237370,7,KODEX 배당성장채권혼합,11750,3,0,0.0,11740.0,-0.9693,899,10,212
139250,2,TIGER 200 에너지화학,16480,2,75,0.46,16492.0,-2.5253,106,1,211
277540,4,KINDEX 아시아TOP50S&P,12295,2,95,0.78,12219.0,-16.2664,158,1,203
168300,1,KTOP 코스피50,24025,2,95,0.4,24115.0,-8.0571,8,0,202
421320,2,ARIRANG iSelect우주항공&UAM,10000,5,-35,-0.35,10014.0,,10091,101,200
395160,2,KODEX Fn시스템반도체,9075,2,15,0.17,9107.0,0.2212,6325,57,200
211900,2,KODEX 배당성장,14070,2,65,0.46,14081.0,-1.9945,28,0,197
400580,4,SOL 유럽탄소배출권선물S&P(H),14025,5,-45,-0.32,14104.0,-2.7644,3557,49,196
292160,1,TIGER KRX300,16035,2,85,0.53,16064.0,-6.1655,67,1,192
395280,2,HANARO Fn K-게임,6025,2,45,0.75,6025.0,-19.6993,24625,149,190
401590,4,HANARO 글로벌탄소배출권선물ICE(합성),12600,5,-90,-0.71,12608.0,-1.3987,406,5,189
271060,5,KODEX 3대농산물선물(H),15620,2,310,2.02,15617.0,24.8776,25182,393,187
300950,2,KODEX 게임산업,9825,2,60,0.61,9846.0,-20.0115,9503,94,187
265690,4,KINDEX 러시아MSCI(합성),10070,3,0,0.0,492.0,-66.7108,0,0,186
253250,3,KOSEF 200선물레버리지,16400,2,110,0.68,16408.0,-12.6073,4245,70,185
252400,3,KBSTAR 200선물레버리지,16590,2,90,0.55,16610.0,-12.6985,1938,32,182
140700,2,KODEX 보험,6725,2,25,0.37,6736.0,-5.4341,37351,251,182
102960,2,KODEX 기계장비,5350,2,5,0.09,5363.0,10.8691,30,0,181
117460,2,KODEX 에너지화학,16030,2,5,0.03,16101.0,-2.761,218,3,180
292730,1,FOCUS KRX300,16065,3,0,0.0,16133.0,-5.7551,0,0,177
227830,1,ARIRANG 코스피,27165,2,120,0.44,27167.0,-5.1253,160,4,177
244670,2,KODEX 밸류Plus,9205,2,70,0.77,9146.0,2.124,1,0,175
352560,7,KODEX 다우존스미국리츠(H),13340,2,200,1.52,13431.0,-8.3683,6197,82,173
213630,4,ARIRANG 미국다우존스고배당주(합성 H),16570,2,165,1.01,16646.0,-0.5758,7012,116,171
322410,2,HANARO 고배당,11360,3,0,0.0,11360.0,1.501,2,0,170
360140,2,KODEX 200롱코스닥150숏선물,10615,5,-140,-1.3,10661.0,-7.2045,20,0,170
174350,2,TIGER 로우볼,12065,5,-10,-0.08,12065.0,0.2157,6,0,169
354500,1,KINDEX 코스닥150,12040,2,110,0.92,12209.0,-3.9066,182,2,169
331910,2,KOSEF Fn중소형,22760,2,130,0.57,22770.0,1.1351,3,0,168
261250,7,KODEX 미국달러선물레버리지,11640,5,-115,-0.98,11640.0,14.0708,27005,314,166
289260,2,TIGER MSCI KOREA ESG리더스,9495,3,0,0.0,9562.0,-7.8424,0,0,165
223190,2,KODEX 200가치저변동,10180,5,-5,-0.05,10201.0,-3.2396,12,0,163
308620,6,KODEX 미국채10년선물,11590,5,-105,-0.9,11601.0,1.519,687,7,162
245350,4,TIGER 유로스탁스배당30,11545,2,95,0.83,11508.0,-12.6821,520,5,162
237350,1,KODEX 코스피100,26690,2,200,0.76,26689.0,-6.4817,328,8,160
276990,4,KODEX 글로벌4차산업로보틱스(합성),14640,2,245,1.7,14596.0,-17.6252,180,2,159
300610,2,TIGER K게임,10930,2,150,1.39,10932.0,-23.1537,4358,47,158
122090,1,ARIRANG 코스피50,23770,3,0,0.0,23874.0,-7.8182,0,0,157
289040,2,KODEX MSCI KOREA ESG유니버설,10310,3,0,0.0,10417.0,-7.5171,0,0,155
266410,2,KODEX 필수소비재,7710,2,35,0.46,7718.0,-3.9425,76,0,154
227570,2,TIGER 우량가치,11325,2,5,0.04,11312.0,0.9992,17981,203,153
411050,4,KINDEX 글로벌메타버스테크액티브,7270,2,155,2.18,7122.0,-20.5028,11428,82,153
316670,1,KOSEF 코스닥150,6020,2,75,1.26,6086.0,-1.8167,4,0,152
153270,1,KOSEF 코스피100,26080,2,110,0.42,26079.0,-6.6567,12,0,151
276000,4,TIGER 글로벌자원생산기업(합성 H),15860,2,310,1.99,15772.0,-0.9239,378,5,151
225130,4,KINDEX 골드선물 레버리지(합성 H),16645,5,-205,-1.22,16662.0,-0.7072,1200,19,150
422260,2,VITA MZ소비액티브,8780,2,110,1.27,8796.0,,333,2,149
411720,4,KBSTAR 글로벌메타버스Moorgate,8005,2,115,1.46,8036.0,-15.7052,1,0,144
306950,3,KODEX KRX300레버리지,14400,2,310,2.2,14217.0,-12.2666,21,0,144
285690,2,FOCUS ESG리더스,10625,3,0,0.0,10644.0,2.2224,0,0,143
183700,7,KBSTAR 채권혼합,59555,3,0,0.0,59466.0,-2.5287,0,0,143
182490,6,TIGER 단기선진하이일드(합성 H),11770,3,0,0.0,11827.0,-4.812,0,0,141
238720,4,KINDEX 일본Nikkei225(H),17630,2,280,1.61,17699.0,-4.0111,10,0,141
253160,3,ARIRANG 200선물인버스2X,5410,5,-35,-0.64,5406.0,10.8961,17705,95,141
241180,4,TIGER 일본니케이225,15610,2,55,0.35,15707.0,-6.267,72,1,140
241390,7,KBSTAR V&S셀렉트밸류채권혼합,11650,3,0,0.0,11651.0,-3.1588,288,3,140
138910,5,KODEX 구리선물(H),7620,2,115,1.53,7632.0,-9.6328,1121,8,137
211560,2,TIGER 배당성장,17485,2,20,0.11,17501.0,-1.8048,2,0,136
412570,2,TIGER KRX2차전지K-뉴딜레버리지,6625,2,80,1.22,6641.0,-9.7242,18223,121,136
253290,7,KBSTAR 헬스케어채권혼합,10945,2,10,0.09,10997.0,-2.7136,7,0,131
404120,2,TIMEFOLIO 탄소중립액티브,8650,2,55,0.64,8673.0,1.1176,112,0,130
337150,2,KODEX 200exTOP,11775,3,0,0.0,11829.0,-4.0265,0,0,130
091220,2,TIGER 은행,7850,5,-10,-0.13,7870.0,-4.6117,1192,9,129
360150,2,KODEX 코스닥150롱코스피200숏선물,8530,2,45,0.53,8557.0,6.0625,924,7,128
138530,2,TIGER LG그룹+펀더멘털,9150,2,5,0.05,9167.0,-6.2725,326,2,126
407820,2,에셋플러스 코리아플랫폼액티브,7865,2,110,1.42,7872.0,-9.4043,583,4,126
278620,6,ARIRANG 단기채권액티브,106250,3,0,0.0,106231.0,0.1319,0,0,125
289250,2,TIGER MSCI KOREA ESG유니버설,10320,3,0,0.0,10413.0,-7.5435,0,0,124
373790,4,KOSEF 미국방어배당성장나스닥,13665,2,15,0.11,13633.0,10.7415,90,1,123
426030,4,TIMEFOLIO 미국나스닥100액티브,10195,2,245,2.46,10171.0,,129,1,122
426020,4,TIMEFOLIO 미국S&P500액티브,10100,2,150,1.51,10115.0,,111,1,121
251600,7,ARIRANG 고배당주채권혼합,10935,5,-45,-0.41,10942.0,-0.6605,254,2,120
200030,4,KODEX 미국S&P산업재(합성),20800,2,180,0.87,20776.0,-1.8563,166,3,119
419420,4,KODEX 미국클린에너지나스닥,8480,2,450,5.6,8533.0,,3019,25,119
196030,4,KINDEX 일본TOPIX레버리지(H),19600,2,315,1.63,19710.0,-9.6087,105,2,118
140950,1,파워 코스피100,26340,2,235,0.9,26347.0,-7.2515,3,0,116
292500,1,SOL KRX300,16215,2,350,2.21,16128.0,-7.1028,2,0,114
413930,2,WOORI AI ESG액티브,8720,3,0,0.0,8751.0,-6.4378,0,0,113
252650,1,KODEX 200동일가중,11325,2,40,0.35,11327.0,1.1291,16,0,113
285000,2,KBSTAR 200IT,13965,2,85,0.61,13985.0,-8.912,3,0,112
279540,2,KODEX 최소변동성,11160,3,0,0.0,11253.0,-1.9246,0,0,112
289670,6,ARIRANG 국채선물10년,51925,3,0,0.0,51476.0,-3.0798,0,0,110
248260,4,TIGER 일본TOPIX헬스케어(합성),10925,3,0,0.0,11038.0,-0.0458,0,0,109
272910,6,KINDEX 중장기국공채액티브,96675,5,-55,-0.06,96340.0,-1.5371,3,0,109
104530,2,KOSEF 고배당,9100,2,5,0.05,9101.0,-4.8043,2790,25,109
423170,4,SOL 한국형글로벌반도체액티브,9775,2,195,2.04,9809.0,,400,3,108
225050,4,TIGER 유로스탁스레버리지(합성 H),7675,2,310,4.21,7638.0,-25.8309,1352,10,107
229720,1,KODEX KTOP30,17795,2,95,0.54,17822.0,-7.942,59,1,107
104520,2,KOSEF 블루칩,8825,2,35,0.4,8824.0,-3.1939,3,0,106
292050,1,KBSTAR KRX300,16255,2,110,0.68,16278.0,-6.498,1,0,106
368680,2,KODEX Fn K-뉴딜디지털플러스,8770,2,90,1.04,8776.0,-7.6891,46,0,105
390400,4,KODEX 미국스마트모빌리티S&P,6990,2,290,4.33,6945.0,-18.2927,222,1,105
367740,2,HANARO Fn5G산업,13100,3,0,0.0,13107.0,3.5654,1,0,105
418670,4,TIGER 글로벌사이버보안INDXX,10030,2,320,3.3,9983.0,,1668,16,104
395150,2,KODEX Fn웹툰&드라마,6935,2,110,1.61,6937.0,-14.2481,699,4,104
272570,6,KBSTAR 중장기국공채액티브,98720,5,-475,-0.48,98726.0,-1.6362,1,0,103
375760,2,HANARO 탄소효율그린뉴딜,8465,2,60,0.71,8449.0,-6.3927,2,0,102
138920,5,KODEX 콩선물(H),14510,2,210,1.47,14555.0,4.6852,4586,66,102
352540,7,KODEX TSE일본리츠(H),12685,2,55,0.44,12778.0,2.1018,44,0,101
270800,2,KBSTAR KQ고배당,14365,2,100,0.7,14373.0,3.8965,18,0,101
415760,4,SOL 차이나육성산업액티브(합성),7735,5,-45,-0.58,7884.0,-13.6036,206,1,101
225060,4,TIGER 이머징마켓MSCI레버리지(합성 H),8060,2,150,1.9,8150.0,-38.058,20,0,100
195920,4,TIGER 일본TOPIX(합성 H),15610,2,105,0.68,15613.0,-3.9939,1,0,100
143460,2,KINDEX 밸류대형,9030,2,75,0.84,8971.0,-4.3065,10,0,99
403790,1,마이다스 KoreaStock액티브,18920,2,140,0.75,18944.0,-4.1348,67,1,99
253150,3,ARIRANG 200선물레버리지,33100,2,175,0.53,33104.0,-12.3636,1500,50,99
251590,2,ARIRANG 고배당저변동50,11640,3,0,0.0,11635.0,3.5402,122,1,99
307010,3,KBSTAR KRX300레버리지,14070,2,20,0.14,14211.0,-11.8847,106,1,98
139660,7,KOSEF 미국달러선물인버스,9350,2,50,0.54,9345.0,-6.7202,265,2,98
399580,4,KBSTAR 글로벌클린에너지S&P,8180,2,195,2.44,8217.0,-0.8075,197,1,98
280320,4,KINDEX 미국IT인터넷S&P(합성 H),12225,2,375,3.16,12276.0,-29.2327,2045,25,98
316300,7,KINDEX 싱가포르리츠,12215,5,-155,-1.25,12323.0,2.6982,129,1,98
100910,1,KOSEF KRX100,5410,2,25,0.46,5407.0,-6.4292,3,0,97
219900,4,KINDEX 중국본토CSI300레버리지(합성),4000,2,150,3.9,3840.0,-25.6757,2,0,96
250730,4,KBSTAR 차이나HSCEI(H),7990,2,155,1.98,7875.0,-22.4642,308,2,96
410870,2,TIMEFOLIO K컬처액티브,7330,2,105,1.45,7304.0,-7.1934,10003,72,95
292750,1,ARIRANG KRX300,15855,3,0,0.0,15934.0,-6.0835,0,0,95
364690,1,KODEX 혁신기술테마액티브,11845,3,0,0.0,11928.0,-2.5985,0,0,95
244620,2,KODEX 모멘텀Plus,11835,3,0,0.0,11947.0,3.0474,0,0,95
145850,2,TREX 펀더멘탈 200,37605,3,0,0.0,37613.0,-4.0396,0,0,94
152500,3,KINDEX 레버리지,7225,2,40,0.56,7243.0,-12.6975,10272,74,94
101280,4,KODEX 일본TOPIX100,15470,2,30,0.19,15552.0,-8.2591,43,0,93
395270,2,HANARO Fn K-반도체,9280,3,0,0.0,9317.0,-5.7869,8544,79,93
354240,7,KBSTAR 미국고정배당우선증권ICE TR,9735,5,-60,-0.61,9766.0,-4.299,1525,14,92
413220,4,SOL 차이나태양광CSI(합성),7660,2,45,0.59,7700.0,-7.4727,109,0,92
402460,2,HANARO Fn K-메타버스MZ,8305,2,80,0.97,8319.0,-16.2168,68,0,91
253230,3,KOSEF 200선물인버스2X,2670,5,-20,-0.74,2675.0,10.9278,41039,109,91
291130,4,KINDEX 멕시코MSCI(합성),11170,2,120,1.09,11113.0,4.393,60,0,89
108590,1,TREX 200,35660,2,135,0.38,35659.0,-6.0608,1,0,89
415920,5,ARIRANG 글로벌희토류전략자원기업MV,8360,2,185,2.26,8456.0,-12.6603,66,0,88
310080,4,KBSTAR 중국MSCI China(H),8315,3,0,0.0,8439.0,-24.9888,0,0,87
409810,4,KODEX 미국나스닥100선물인버스(H),12470,5,-375,-2.92,12611.0,16.8258,35212,438,87
269370,4,TIGER S&P글로벌인프라(합성),12285,2,90,0.74,12280.0,5.9881,864,10,86
391590,4,KINDEX 미국스팩&IPO INDXX,7075,2,265,3.89,7026.0,-17.7537,1227,8,85
407160,2,MASTER 테크미디어텔레콤액티브,8860,2,20,0.23,8892.0,-6.1073,93,0,84
417450,2,KBSTAR 글로벌수소경제Indxx,9900,2,390,4.1,9801.0,,168,1,84
261140,2,TIGER 우선주,11520,2,100,0.88,11516.0,-10.2625,35,0,83
225030,4,TIGER 미국S&P500선물인버스(H),4035,5,-95,-2.3,4049.0,11.6216,16539,66,83
275290,2,KODEX MSCI밸류,11725,3,0,0.0,11771.0,-4.1684,0,0,82
261110,7,TIGER 미국달러선물레버리지,11690,5,-145,-1.23,11708.0,14.0173,346,4,82
131890,2,KINDEX 삼성그룹동일가중,16330,2,130,0.8,16210.0,0.9534,10,0,82
426150,6,WOORI 대한민국국고채액티브,50455,5,-460,-0.9,50425.0,,10040,506,81
272230,2,KINDEX 스마트밸류,13445,2,120,0.9,13366.0,-5.3017,10,0,81
137930,3,마이다스 200커버드콜5%OTM,13440,2,65,0.49,13426.0,-4.396,2,0,81
156080,1,KODEX MSCI Korea,16120,3,0,0.0,16217.0,-7.1108,0,0,81
373530,4,ARIRANG 신흥국MSCI인버스(합성 H),11185,5,-70,-0.62,11189.0,20.697,1,0,81
261070,2,TIGER 코스닥150바이오테크,7795,2,160,2.1,7933.0,-11.2623,1053,8,80
304760,1,HANARO KRX300,15760,2,30,0.19,15811.0,-6.0447,4,0,79
416090,4,KINDEX 중국과창판STAR50,7860,2,95,1.22,7760.0,-12.7529,5,0,79
105780,2,KBSTAR 5대그룹주,6545,3,0,0.0,6566.0,-6.3261,0,0,79
183710,7,KBSTAR 주식혼합,39030,3,0,0.0,39102.0,-4.9325,0,0,78
322150,2,KINDEX 스마트하이베타,12830,2,125,0.98,12763.0,-5.1371,10,0,77
189400,4,ARIRANG 글로벌MSCI(합성 H),15055,2,225,1.52,15088.0,-15.4022,245,3,77
205720,4,KINDEX 일본TOPIX인버스(합성 H),4265,5,-20,-0.47,4283.0,1.5402,133,0,77
139320,5,TIGER 금은선물(H),9545,5,-10,-0.1,9402.0,0.2097,134,1,76
375270,7,KBSTAR 글로벌데이터센터리츠나스닥(합성),11730,2,360,3.17,11537.0,0.0,20,0,76
426410,4,ARIRANG 미국대체투자Top10MV,10145,3,0,0.0,10593.0,,0,0,76
337120,2,KODEX Fn멀티팩터,12605,3,0,0.0,12646.0,-3.2692,0,0,76
185680,4,KODEX 미국S&P바이오(합성),19140,2,730,3.97,19190.0,-25.7213,3898,74,76
424460,4,HANARO 글로벌워터MSCI(합성),9430,2,115,1.23,9445.0,,1370,12,75
167860,6,KOSEF 국고채10년레버리지,107450,5,-1740,-1.59,107411.0,-6.4514,387,41,75
407170,2,MASTER 스마트커머스액티브,8795,2,20,0.23,8819.0,-4.5677,42,0,75
322130,2,KINDEX 스마트로우볼,14920,2,145,0.98,14836.0,-5.7056,10,0,75
251890,1,KINDEX 코스닥(합성),12370,2,185,1.52,12346.0,-3.14,22,0,74
402520,1,FOCUS 혁신기업액티브,8190,3,0,0.0,8228.0,-6.4962,0,0,74
319870,7,KBSTAR KRX300미국달러선물혼합,14735,5,-35,-0.24,14757.0,0.5788,2,0,74
159800,1,마이티 코스피100,26300,3,0,0.0,26400.0,-6.9751,0,0,74
315270,2,TIGER 200커뮤니케이션서비스,23000,3,0,0.0,23227.0,-7.8784,0,0,74
139310,5,TIGER 금속선물(H),7340,2,95,1.31,7264.0,-8.2331,46,0,73
237440,7,TIGER 경기방어채권혼합,9130,3,0,0.0,9120.0,-0.9225,9,0,73
192720,2,파워 고배당저변동성,30300,2,30,0.1,30356.0,1.83,7,0,73
269530,4,ARIRANG S&P글로벌인프라,14445,2,965,7.16,13660.0,8.9292,1,0,72
195970,4,ARIRANG 선진국MSCI(합성 H),10305,2,275,2.74,10256.0,-15.7497,1,0,72
404650,2,SOL KRX기후변화솔루션,8980,2,170,1.93,8925.0,-0.5082,2,0,72
381570,2,HANARO Fn친환경에너지,8825,2,90,1.03,8839.0,-4.4834,2,0,71
307510,2,TIGER 의료기기,15675,2,115,0.74,15746.0,-9.5875,5,0,71
314700,2,HANARO 농업융복합산업,12825,2,200,1.58,12851.0,7.9613,837,10,71
403990,2,KBSTAR KRX기후변화솔루션,8805,2,80,0.92,8828.0,-0.6717,1,0,70
368200,2,KBSTAR Fn K-뉴딜디지털플러스,8755,2,80,0.92,8788.0,-7.899,1,0,70
371130,4,KINDEX 베트남VN30선물블룸버그레버리지(H),13850,5,-375,-2.64,13411.0,-35.5168,20289,278,69
333970,2,ARIRANG KS밸류가중TR,15260,3,0,0.0,15272.0,-4.0554,0,0,69
243890,2,TIGER 200에너지화학레버리지,13725,2,130,0.96,13735.0,-7.1063,56,0,69
426330,4,KOSEF 미국ETF산업STOXX,9150,2,185,2.06,9294.0,,11752,107,69
234310,2,KBSTAR V&S셀렉트밸류,13705,2,80,0.59,13717.0,-6.1898,2,0,69
140570,2,KBSTAR 수출주,11390,2,60,0.53,11409.0,0.1768,51,0,68
419170,4,HANARO 미국메타버스iSelect,9070,2,245,2.78,9077.0,,360,3,68
292560,7,TIGER 일본엔선물,9700,5,-65,-0.67,9711.0,-3.6032,1935,18,68
226380,2,KINDEX Fn성장소비주도주,6765,2,110,1.65,6719.0,-6.5309,10,0,68
419650,2,ARIRANG 글로벌수소&차세대연료전지MV,9010,2,410,4.77,9164.0,,2119,19,68
305050,1,KINDEX 코스피,26640,2,180,0.68,26589.0,-5.1749,14,0,67
407300,2,HANARO Fn골프테마,8320,3,0,0.0,8363.0,-3.1545,0,0,67
411860,4,KOSEF 독일DAX,8875,2,95,1.08,8876.0,-12.2,131,1,67
291680,4,KBSTAR 차이나H선물인버스(H),13200,5,-280,-2.08,13419.0,22.6011,96,1,66
166400,3,TIGER 200커버드콜5%OTM,13095,3,0,0.0,13176.0,-5.71,0,0,65
098560,2,TIGER 방송통신,9585,2,10,0.1,9600.0,6.1412,1166,11,65
266390,2,KODEX 경기소비재,10835,2,110,1.03,10872.0,-3.7858,160,1,65
371150,4,KBSTAR 차이나항셍테크,5625,3,0,0.0,5620.0,-23.9351,0,0,65
275280,2,KODEX MSCI모멘텀,10775,3,0,0.0,10960.0,-3.1026,0,0,65
379790,4,KBSTAR 유로스탁스50(H),9890,2,295,3.07,9712.0,-10.075,78,0,64
238670,7,ARIRANG 스마트베타Quality채권혼합,10640,5,-45,-0.42,10653.0,0.2345,72,0,64
147970,2,TIGER 모멘텀,24550,2,75,0.31,24500.0,6.0028,1,0,64
304670,6,KODEX 미국채울트라30년선물인버스(H),9070,2,95,1.06,9100.0,15.5827,6,0,63
226980,1,KODEX 200 중소형,12600,2,25,0.2,12611.0,-0.1668,172,2,63
256450,4,ARIRANG 심천차이넥스트(합성),10460,5,-60,-0.57,10625.0,-15.5699,13,0,63
333950,2,ARIRANG KS로우사이즈가중TR,15670,3,0,0.0,15773.0,-3.0922,0,0,63
277650,2,TIGER 코스피중형주,15535,3,0,0.0,15589.0,-1.4152,0,0,62
289480,3,TIGER 200커버드콜ATM,10265,2,45,0.44,10226.0,-1.9383,4,0,62
227550,2,TIGER 200 산업재,6545,5,-5,-0.08,6559.0,10.8853,643,4,62
322120,2,KINDEX 스마트퀄리티,15375,2,170,1.12,15284.0,-6.1073,10,0,62
