종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
326240,2,KBSTAR IT플러스,18900,5,-70,-0.37,18902.0,-15.7451,6218,117,1727,국내 업종/테마,KBSTAR,False,False,False
272560,6,KBSTAR 단기국공채액티브,102635,2,20,0.02,102632.0,0.3079,652,66,1635,채권,KBSTAR,False,False,False
329200,2,TIGER 부동산인프라고배당,6130,5,-20,-0.33,6128.0,3.5353,251221,1541,1548,국내 업종/테마,TIGER,False,False,False
261220,5,KODEX WTI원유선물(H),16980,5,-35,-0.21,17015.0,54.2611,411685,6994,1524,원자재,KODEX,False,False,True
143860,2,TIGER 헬스케어,31600,5,-45,-0.14,31803.0,-15.7482,71274,2273,1523,국내 업종/테마,TIGER,False,False,False
385560,6,KBSTAR KIS국고채30년Enhanced,89100,5,-500,-0.56,88830.0,-10.0826,19,1,1443,채권,KBSTAR,False,False,False
329650,7,KODEX TRF3070,11150,5,-20,-0.18,11106.0,-3.2482,44137,491,1416,기타,KODEX,False,False,False
228810,2,TIGER 미디어컨텐츠,9120,5,-165,-1.78,9115.0,-4.1301,842010,7739,1384,국내 업종/테마,TIGER,False,False,False
219480,4,KODEX 미국S&P500선물(H),20485,5,-130,-0.63,20471.0,-8.4998,23814,486,1352,해외 주식,KODEX,False,False,True
379780,4,KBSTAR 미국S&P500,11550,2,25,0.22,11449.0,-4.5549,80792,927,1340,해외 주식,KBSTAR,False,False,False
114260,6,KODEX 국고채3년,57360,2,55,0.1,57325.0,-0.5899,604,34,1339,채권,KODEX,False,False,False
138540,2,TIGER 현대차그룹+펀더멘털,21470,5,-295,-1.36,21514.0,-10.7077,31230,670,1305,국내 업종/테마,TIGER,False,False,False
232080,1,TIGER 코스닥150,12500,5,-360,-2.8,12676.0,-14.8063,92279,1157,1305,국내 시장지수,TIGER,False,False,False
270810,1,KBSTAR 코스닥150,12285,5,-360,-2.85,12436.0,-14.7049,8706,107,1305,국내 시장지수,KBSTAR,False,False,False
091230,2,TIGER 반도체,34840,5,-805,-2.26,34827.0,-6.4313,23400,815,1289,국내 업종/테마,TIGER,False,False,False
411420,4,KODEX 미국메타버스나스닥액티브,7785,5,-75,-0.95,7741.0,,132862,1026,1285,해외 주식,KODEX,False,False,False
332930,1,HANARO 200TR,42775,5,-95,-0.22,42949.0,-9.6523,173,7,1283,국내 시장지수,HANARO,False,False,False
150460,2,TIGER 중국소비테마,7500,5,-300,-3.85,7509.0,-0.8895,6463,48,1258,국내 업종/테마,TIGER,False,False,False
395750,2,ARIRANG ESG가치주액티브,8720,5,-15,-0.17,8714.0,-8.0043,325,2,1177,국내 업종/테마,ARIRANG,False,False,False
278240,3,KBSTAR 코스닥150선물레버리지,11525,5,-650,-5.34,11508.0,-26.4129,29757,351,1164,국내 파생,KBSTAR,False,True,False
273140,6,KODEX 단기변동금리부채권액티브,103255,2,5,0.0,103256.0,0.4035,549,56,1144,채권,KODEX,False,False,False
309230,4,KINDEX 미국WideMoat가치주,17710,2,35,0.2,17617.0,-0.6465,14995,265,1133,해외 주식,KINDEX,False,False,False
372330,4,KODEX 차이나항셍테크,5400,5,-370,-6.41,5305.0,-27.1925,542762,2959,1131,해외 주식,KODEX,False,False,False
252710,3,TIGER 200선물인버스2X,2720,2,10,0.37,2720.0,19.6467,4818427,13084,1107,국내 파생,TIGER,True,False,False
271050,5,KODEX WTI원유선물인버스(H),4845,2,10,0.21,4823.0,-38.2898,1748825,8453,1100,원자재,KODEX,True,False,True
139220,2,TIGER 200 건설,3150,2,10,0.32,3152.0,1.7828,1493446,4724,1096,국내 업종/테마,TIGER,False,False,False
367760,2,KBSTAR Fn5G테크,9320,5,-195,-2.05,9340.0,-11.7347,63296,590,1044,국내 업종/테마,KBSTAR,False,False,False
363510,6,SOL KIS단기통안채,100790,2,5,0.0,100791.0,0.2436,11,1,1025,채권,SOL,False,False,False
363570,6,KODEX 장기종합채권(AA-이상)액티브KAP,91600,5,-285,-0.31,92086.0,-4.1667,11,1,1019,채권,KODEX,False,False,False
328370,1,ARIRANG 코스피TR,13630,5,-75,-0.55,13621.0,-9.6573,75,1,1015,국내 시장지수,ARIRANG,False,False,False
322400,2,HANARO e커머스,16500,5,-50,-0.3,16500.0,-8.3103,6735,111,982,국내 업종/테마,HANARO,False,False,False
130730,6,KOSEF 단기자금,101175,2,5,0.0,101179.0,0.3471,5136,519,977,채권,KOSEF,False,False,False
144600,5,KODEX 은선물(H),5270,5,-50,-0.94,5291.0,19.0156,385866,2038,959,원자재,KODEX,False,False,True
277630,1,TIGER 코스피,27360,5,-190,-0.69,27418.0,-9.8643,63545,1735,958,국내 시장지수,TIGER,False,False,False
267770,3,TIGER 200선물레버리지,14415,5,-60,-0.41,14431.0,-18.9757,79795,1151,951,국내 파생,TIGER,False,True,False
261240,7,KODEX 미국달러선물,10975,2,90,0.83,10979.0,4.4124,178098,1951,934,기타,KODEX,False,False,False
283580,4,KODEX 차이나CSI300,13155,5,-210,-1.57,13040.0,-11.0187,13364,177,921,해외 주식,KODEX,False,False,False
282000,3,KBSTAR 국고채3년선물인버스,101490,2,20,0.02,101491.0,0.7646,8,0,904,국내 파생,KBSTAR,True,False,False
245340,4,TIGER 미국다우존스30,20680,2,115,0.56,20561.0,-2.6832,13398,275,898,해외 주식,TIGER,False,False,False
409820,4,KODEX 미국나스닥100레버리지(합성 H),6540,5,-205,-3.04,6450.0,-31.068,1583967,10283,889,해외 주식,KODEX,False,True,True
204480,4,TIGER 차이나CSI300레버리지(합성),26340,5,-955,-3.5,25897.0,-20.3996,61005,1614,885,해외 주식,TIGER,False,True,False
304940,4,KODEX 미국나스닥100선물(H),17000,5,-255,-1.48,16888.0,-15.8704,26085,442,867,해외 주식,KODEX,False,False,True
305080,6,TIGER 미국채10년선물,12150,3,0,0.0,12168.0,1.0395,33085,400,863,채권,TIGER,False,False,False
400570,4,KODEX 유럽탄소배출권선물ICE(H),12110,2,260,2.19,12211.0,-8.776,243537,2953,853,해외 주식,KODEX,False,False,True
325010,2,KODEX Fn성장,15150,5,-125,-0.82,15136.0,-13.8709,361,5,848,국내 업종/테마,KODEX,False,False,False
217770,5,TIGER 원유선물인버스(H),3380,3,0,0.0,3378.0,-38.1519,1082678,3652,842,원자재,TIGER,True,False,True
364970,2,TIGER KRX바이오K-뉴딜,7190,2,120,1.7,7219.0,-20.651,1240456,8965,841,국내 업종/테마,TIGER,False,False,False
157490,2,TIGER 소프트웨어,13855,5,-80,-0.57,13902.0,-20.8014,503125,7003,820,국내 업종/테마,TIGER,False,False,False
117700,2,KODEX 건설,3510,3,0,0.0,3511.0,1.1527,912904,3214,814,국내 업종/테마,KODEX,False,False,False
363580,2,KODEX 200IT TR,12070,5,-20,-0.17,12061.0,-12.7391,1389,16,809,국내 업종/테마,KODEX,False,False,False
139280,2,TIGER 경기방어,10045,5,-15,-0.15,10058.0,-7.3239,4370,43,806,국내 업종/테마,TIGER,False,False,False
225040,4,TIGER 미국S&P500레버리지(합성 H),29405,5,-465,-1.56,29069.0,-18.4994,12096,354,776,해외 주식,TIGER,False,True,True
195930,4,TIGER 유로스탁스50(합성 H),12740,2,270,2.17,12597.0,-12.7057,146882,1860,764,해외 주식,TIGER,False,False,True
298770,4,KODEX 한국대만IT프리미어,19240,5,-165,-0.85,19304.0,-5.8696,2731,52,750,해외 주식,KODEX,False,False,False
266160,2,KBSTAR 고배당,12525,2,80,0.64,12524.0,-0.2005,4991,62,714,국내 업종/테마,KBSTAR,False,False,False
195980,4,ARIRANG 신흥국MSCI(합성 H),10155,5,-245,-2.36,10083.0,-12.6051,47716,486,703,해외 주식,ARIRANG,False,False,True
139230,2,TIGER 200 중공업,3270,5,-5,-0.15,3269.0,1.8662,994048,3244,702,국내 업종/테마,TIGER,False,False,False
174360,4,KBSTAR 중국본토대형주CSI100,19565,5,-555,-2.76,19405.0,-9.3898,1645,32,685,해외 주식,KBSTAR,False,False,False
385510,2,KODEX K-신재생에너지액티브,10110,5,-350,-3.35,10110.0,-12.027,46453,472,677,국내 업종/테마,KODEX,False,False,False
302190,6,TIGER 중장기국채,50170,5,-100,-0.2,50185.0,-2.0956,76,3,662,채권,TIGER,False,False,False
245360,4,TIGER 차이나HSCEI,8635,5,-435,-4.8,8553.0,-14.5871,109813,956,656,해외 주식,TIGER,False,False,False
396510,4,TIGER 차이나클린에너지SOLACTIVE,10365,5,-165,-1.57,10292.0,-1.3121,11476,119,651,해외 주식,TIGER,False,False,False
114820,6,TIGER 국채3년,108430,5,-50,-0.05,108504.0,-0.5847,2258,244,651,채권,TIGER,False,False,False
385520,2,KODEX K-미래차액티브,9585,5,-240,-2.44,9599.0,-10.6819,68356,655,633,국내 업종/테마,KODEX,False,False,False
391600,4,KINDEX 미국친환경그린테마INDXX,9850,5,-60,-0.61,9807.0,-4.8031,7292,71,630,해외 주식,KINDEX,False,False,False
385720,1,TIMEFOLIO Kstock액티브,9370,5,-50,-0.53,9365.0,-8.8975,1987,18,628,국내 시장지수,TIMEFOLIO,False,False,False
388280,2,KBSTAR Fn컨택트대표,9270,5,-210,-2.22,9266.0,-0.2106,51240,483,625,국내 업종/테마,KBSTAR,False,False,False
371470,4,TIGER 차이나바이오테크SOLACTIVE,7725,5,-145,-1.84,7658.0,-27.0283,49465,386,606,해외 주식,TIGER,False,False,False
123310,3,TIGER 인버스,4905,2,10,0.2,4911.0,10.0,101152,496,603,국내 파생,TIGER,True,False,False
390390,4,KODEX 미국반도체MV,10490,5,-95,-0.9,10409.0,-13.6976,35717,374,587,해외 주식,KODEX,False,False,False
387280,2,TIGER 퓨처모빌리티액티브,9590,5,-250,-2.54,9552.0,-16.6455,16588,158,578,국내 업종/테마,TIGER,False,False,False
200250,4,KOSEF 인도Nifty50(합성),18195,2,280,1.56,18223.0,-3.5792,22287,401,573,해외 주식,KOSEF,False,False,False
136340,6,KBSTAR 중기우량회사채,103930,5,-85,-0.08,103978.0,-0.4356,380,39,572,채권,KBSTAR,False,False,False
387270,4,TIGER 글로벌BBIG액티브,10315,5,-120,-1.15,10259.0,-15.5745,12401,127,559,해외 주식,TIGER,False,False,False
310960,1,TIGER 200TR,19155,5,-45,-0.23,19230.0,-9.6896,572,10,555,국내 시장지수,TIGER,False,False,False
228790,2,TIGER 화장품,2705,5,-155,-5.42,2697.0,-0.6945,1449389,3971,554,국내 업종/테마,TIGER,False,False,False
417630,2,TIGER KEDI혁신기업ESG30,9985,5,-80,-0.79,10006.0,,365815,3657,554,국내 업종/테마,TIGER,False,False,False
122260,6,KOSEF 통안채1년,101305,2,10,0.01,101300.0,0.3109,317,32,537,채권,KOSEF,False,False,False
376410,2,TIGER 탄소효율그린뉴딜,8760,5,-15,-0.17,8751.0,-9.8614,2782,24,534,국내 업종/테마,TIGER,False,False,False
233160,3,TIGER 코스닥150 레버리지,11615,5,-615,-5.03,11712.0,-28.0165,86702,1020,534,국내 파생,TIGER,False,True,False
117680,2,KODEX 철강,9110,2,195,2.19,9112.0,5.0677,573244,5239,529,국내 업종/테마,KODEX,False,False,False
315960,2,KBSTAR 대형고배당10TR,14620,5,-135,-0.91,14649.0,-8.779,2335,34,526,국내 업종/테마,KBSTAR,False,False,False
130680,5,TIGER 원유선물Enhanced(H),5100,5,-5,-0.1,5124.0,53.3033,361184,1841,518,원자재,TIGER,False,False,True
306520,3,HANARO 200선물인버스,10190,2,15,0.15,10193.0,9.8219,1321,13,515,국내 파생,HANARO,True,False,False
300640,2,KBSTAR 게임테마,16110,5,-445,-2.69,16103.0,-23.0358,26186,426,507,국내 업종/테마,KBSTAR,False,False,False
099140,4,KODEX 차이나H,14910,5,-725,-4.64,14711.0,-14.5862,36857,553,507,해외 주식,KODEX,False,False,False
396500,2,TIGER Fn반도체TOP10,8965,5,-130,-1.43,8958.0,-6.1404,381062,3410,507,국내 업종/테마,TIGER,False,False,False
419890,6,히어로즈 단기채권ESG액티브,100180,3,0,0.0,100184.0,,0,0,501,채권,히어로즈,False,False,False
365000,2,TIGER KRX인터넷K-뉴딜,8935,2,25,0.28,8945.0,-22.4881,107442,964,500,국내 업종/테마,TIGER,False,False,False
341850,7,TIGER KIS부동산인프라채권TR,5815,2,10,0.17,5802.0,1.486,2885,16,494,기타,TIGER,False,False,False
256440,4,KINDEX 인도네시아MSCI(합성),10455,2,245,2.4,10465.0,11.2806,22075,228,491,해외 주식,KINDEX,False,False,False
368190,2,HANARO Fn K-뉴딜디지털플러스,9290,2,40,0.43,9289.0,-23.931,2427,22,483,국내 업종/테마,HANARO,False,False,False
371450,4,TIGER 글로벌클라우드컴퓨팅INDXX,8635,5,-145,-1.65,8576.0,-23.2182,7498,64,477,해외 주식,TIGER,False,False,False
354350,4,HANARO 글로벌럭셔리S&P(합성),16100,5,-100,-0.62,15989.0,-17.9747,8163,131,475,해외 주식,HANARO,False,False,False
102970,2,KODEX 증권,7670,5,-15,-0.2,7681.0,-4.9475,41028,315,464,국내 업종/테마,KODEX,False,False,False
256750,4,KODEX 차이나심천ChiNext(합성),12205,5,-275,-2.2,12227.0,-20.4589,12183,149,464,해외 주식,KODEX,False,False,False
292190,1,KODEX KRX300,16655,5,-60,-0.36,16658.0,-9.9165,4951,82,450,국내 시장지수,KODEX,False,False,False
337160,2,KODEX 200ESG,13155,2,30,0.23,13144.0,-7.8948,4683,61,447,국내 업종/테마,KODEX,False,False,False
400590,4,SOL 글로벌탄소배출권선물IHS(합성),11485,2,380,3.42,11555.0,-9.0872,105408,1200,436,해외 주식,SOL,False,False,False
269540,4,ARIRANG 미국S&P500(H),17800,5,-95,-0.53,17630.0,-7.1355,8767,155,427,해외 주식,ARIRANG,False,False,True
394350,4,KOSEF 릭소글로벌퓨처모빌리티MSCI,10000,5,-180,-1.77,9716.0,-16.1795,653,6,420,해외 주식,KOSEF,False,False,False
356540,6,KINDEX 종합채권(AA-이상)KIS액티브,96295,5,-110,-0.11,96244.0,-1.7279,1,0,417,채권,KINDEX,False,False,False
114460,6,KINDEX 국고채3년,104590,5,-30,-0.03,104592.0,-0.5589,63,6,408,채권,KINDEX,False,False,False
276970,4,KODEX 미국S&P고배당커버드콜(합성 H),9870,5,-35,-0.35,9730.0,-2.8922,23777,234,405,해외 주식,KODEX,False,False,True
397410,6,KBSTAR 국채선물5년추종인버스,51700,2,50,0.1,51689.0,1.7834,10,0,403,채권,KBSTAR,True,False,False
266360,2,KODEX 미디어&엔터테인먼트,20000,5,-80,-0.4,20002.0,-21.6085,18959,381,400,국내 업종/테마,KODEX,False,False,False
225800,7,KOSEF 미국달러선물레버리지,10505,2,150,1.45,10509.0,8.771,15578,162,399,기타,KOSEF,False,True,False
336160,6,KBSTAR 금융채액티브,101810,5,-105,-0.1,101848.0,-0.5562,7,0,397,채권,KBSTAR,False,False,False
395760,2,ARIRANG ESG성장주액티브,8540,5,-10,-0.12,8542.0,-10.5649,2041,17,393,국내 업종/테마,ARIRANG,False,False,False
304780,3,HANARO 200선물레버리지,20900,5,-45,-0.21,20906.0,-19.7202,573,11,387,국내 파생,HANARO,False,True,False
203780,4,TIGER 미국나스닥바이오,17795,5,-115,-0.64,17725.0,-11.2708,6784,120,384,해외 주식,TIGER,False,False,False
123320,3,TIGER 레버리지,18215,5,-85,-0.46,18256.0,-19.2232,18294,333,383,국내 파생,TIGER,False,True,False
244580,2,KODEX 바이오,9810,5,-300,-2.97,9925.0,-22.4099,39203,391,369,국내 업종/테마,KODEX,False,False,False
414270,2,KINDEX G2전기차&자율주행액티브,9380,5,-295,-3.05,9272.0,,554533,5250,366,국내 업종/테마,KINDEX,False,False,False
138230,7,KOSEF 미국달러선물,13000,2,100,0.78,13007.0,4.3267,15416,200,364,기타,KOSEF,False,False,False
114470,6,KOSEF 국고채3년,110115,5,-40,-0.04,110149.0,-0.7193,13,1,363,채권,KOSEF,False,False,False
219390,4,KBSTAR 미국S&P원유생산기업(합성 H),5530,5,-140,-2.47,5760.0,26.4214,423311,2346,362,해외 주식,KBSTAR,False,False,True
137610,5,TIGER 농산물선물Enhanced(H),8270,2,50,0.61,8274.0,23.0538,109442,910,356,원자재,TIGER,False,False,True
279530,2,KODEX 고배당,10320,2,65,0.63,10323.0,1.5346,43945,451,351,국내 업종/테마,KODEX,False,False,False
359210,1,KODEX 코스피TR,12415,5,-130,-1.04,12469.0,-10.0072,394,4,348,국내 시장지수,KODEX,False,False,False
326230,2,KBSTAR 내수주플러스,9245,5,-135,-1.44,9248.0,-5.2526,1187,10,342,국내 업종/테마,KBSTAR,False,False,False
