,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,위도,경도
6709,스타벅스,울산호계DT점,음식,커피점/카페,울산광역시,북구,농소2동,35.6379255024922,129.345059874931
6772,스타벅스,울산번영로점,음식,커피점/카페,울산광역시,남구,달동,35.5369521240713,129.32723966242
7645,스타벅스,울산대공원점,음식,커피점/카페,울산광역시,남구,옥동,35.5322306293017,129.293939708037
7706,스타벅스,현대동구점,음식,커피점/카페,울산광역시,동구,남목2동,35.5216650523243,129.43134802935
10360,스타벅스,,음식,커피점/카페,울산광역시,남구,신정5동,35.5413735592559,129.322680954482
10712,스타벅스,울산간절곶점,음식,커피점/카페,울산광역시,울주군,서생면,35.3590273657614,129.359221697871
11861,스타벅스,현대울산점,음식,커피점/카페,울산광역시,남구,삼산동,35.5395882403357,129.335829216833
14362,스타벅스,울산국가정원점,음식,커피점/카페,울산광역시,중구,태화동,35.5502204571126,129.297327795384
16741,스타벅스,울산삼산대로점,음식,커피점/카페,울산광역시,남구,삼산동,35.5391816517962,129.335105707021
16994,스타벅스,울산정자비치DT,음식,커피점/카페,울산광역시,북구,강동동,35.6271247739841,129.441195774978
17117,스타벅스,울산MBCDT점,음식,커피점/카페,울산광역시,중구,복산2동,35.5616454401906,129.332367669386
17422,스타벅스,울산성안점,음식,커피점/카페,울산광역시,중구,성안동,35.5779585661571,129.324231024709
18107,스타벅스,울산화봉점,음식,커피점/카페,울산광역시,북구,송정동,35.5886081327382,129.367350543941
18425,스타벅스,울산북구청DT점,음식,커피점/카페,울산광역시,북구,효문동,35.5834575436755,129.358954953022
20080,스타벅스,울산성안점,음식,커피점/카페,울산광역시,중구,성안동,35.5778756456257,129.324395147451
22773,스타벅스,울산시청사거리DT점,음식,커피점/카페,울산광역시,남구,달동,35.537174386977,129.313525807283
28537,스타벅스,울산성남동점,음식,커피점/카페,울산광역시,중구,중앙동,35.5539989584888,129.32121188414
29088,스타벅스,울산도산사거리DT점,음식,커피점/카페,울산광역시,남구,대현동,35.5308538930583,129.330182409251
31811,스타벅스,울산테라스파크점,음식,커피점/카페,울산광역시,동구,일산동,35.4998831478738,129.428856322972
34705,스타벅스,울산신정DT점,음식,커피점/카페,울산광역시,남구,신정2동,35.5336314254891,129.301129421213
35613,스타벅스,울산옥동점,음식,커피점/카페,울산광역시,남구,옥동,35.535503305037,129.289647722612
35879,스타벅스,울산삼산로점,음식,커피점/카페,울산광역시,남구,삼산동,35.5384991404322,129.337321870326
35882,스타벅스,울산대점,음식,커피점/카페,울산광역시,남구,무거동,35.5424661748374,129.260215897732
1232,스타벅스,부평GM점,음식,커피점/카페,인천광역시,부평구,청천2동,37.5123210624832,126.716208183935
2756,스타벅스,인천학익DT점,음식,커피점/카페,인천광역시,미추홀구,학익1동,37.4404127260492,126.662857568371
3598,스타벅스,송림트레이더스점,음식,커피점/카페,인천광역시,동구,송림4동,37.4830479192504,126.660334215495
6948,스타벅스,송도커넬워크점,음식,커피점/카페,인천광역시,연수구,송도2동,37.3993894514381,126.636899053684
7387,스타벅스,부평시장역점,음식,커피점/카페,인천광역시,부평구,부평4동,37.4967434418532,126.722966157679
7927,스타벅스,주안역점,음식,커피점/카페,인천광역시,미추홀구,주안1동,37.4637787831324,126.680697063593
8589,스타벅스,인천예술회관역점,음식,커피점/카페,인천광역시,남동구,구월3동,37.4494925033669,126.70140395171
8747,스타벅스,인하대점,음식,커피점/카페,인천광역시,미추홀구,용현1.4동,37.4518383950045,126.65496887223
12238,스타벅스,부평사거리점,음식,커피점/카페,인천광역시,부평구,부평1동,37.4937773550674,126.721976300472
13113,스타벅스,송도현대아울렛점,음식,커피점/카페,인천광역시,연수구,송도3동,37.3816179974817,126.657906604137
13257,스타벅스,인천청라점,음식,커피점/카페,인천광역시,서구,연희동,37.5320951581792,126.652024007389
16210,스타벅스,경인교대입구역DT점,음식,커피점/카페,인천광역시,계양구,작전2동,37.5355241965718,126.72218062374
17063,스타벅스,부평삼거리역DT점,음식,커피점/카페,인천광역시,남동구,간석3동,37.4765835220519,126.710172055203
17320,스타벅스,인천공항T2출국점,음식,커피점/카페,인천광역시,중구,운서동,37.4702212449086,126.432188550756
17321,스타벅스,영종하늘도시점,음식,커피점/카페,인천광역시,중구,영종1동,37.4896864017477,126.561319606003
17487,스타벅스,인천청라센트럴점,음식,커피점/카페,인천광역시,서구,청라2동,37.5354580119685,126.645118179854
17497,스타벅스,인천동춘DT점,음식,커피점/카페,인천광역시,연수구,동춘1동,37.4125076367235,126.664449524317
17916,스타벅스,인천송도점,음식,커피점/카페,인천광역시,연수구,송도1동,37.3964412125244,126.651667994765
17920,스타벅스,인천계산역DT점,음식,커피점/카페,인천광역시,계양구,계산2동,37.5435625210606,126.729806099757
18049,스타벅스,검단사거리역점,음식,커피점/카페,인천광역시,서구,검단동,37.6025888312057,126.657411863777
18558,스타벅스,부평점,음식,커피점/카페,인천광역시,부평구,부평5동,37.4915609612653,126.724490519331
20404,스타벅스,,음식,커피점/카페,인천광역시,서구,석남2동,37.5018015470379,126.671794959835
25600,스타벅스,인천계양점,음식,커피점/카페,인천광역시,계양구,계산4동,37.5398339232411,126.734995187174
27096,스타벅스,,음식,커피점/카페,인천광역시,미추홀구,용현5동,37.4518949333979,126.637879350416
27644,스타벅스,,음식,커피점/카페,인천광역시,옹진군,연평면,37.6613389150356,125.702212093379
30324,스타벅스,인천연수점,음식,커피점/카페,인천광역시,연수구,연수2동,37.4150995380404,126.677801052339
36605,스타벅스,인천공항입국점,음식,커피점/카페,인천광역시,중구,운서동,37.4583312600338,126.427689757152
37213,스타벅스,인천공항입국점,음식,커피점/카페,인천광역시,중구,운서동,37.440375362878,126.461321269491
40358,스타벅스,인천구월아시아드점,음식,커피점/카페,인천광역시,남동구,구월1동,37.4426767781353,126.708449034287
44349,스타벅스,,음식,커피점/카페,인천광역시,서구,가정1동,37.5173481458871,126.67455100083
47445,스타벅스,,음식,커피점/카페,인천광역시,미추홀구,숭의1.3동,37.4688688069756,126.650311535589
47879,스타벅스,연수이마트점,음식,커피점/카페,인천광역시,연수구,동춘3동,37.4042068908531,126.681109860775
50082,스타벅스,,음식,커피점/카페,인천광역시,부평구,십정2동,37.4731899455232,126.696517171835
56502,스타벅스,구월삼성화재점,음식,커피점/카페,인천광역시,남동구,구월3동,37.4515598141101,126.707516467322
56732,스타벅스,인천스퀘어원점,음식,커피점/카페,인천광역시,연수구,동춘3동,37.4059827608181,126.683608823553
57166,스타벅스,인천삼산점,음식,커피점/카페,인천광역시,부평구,삼산2동,37.5072079502966,126.734177433202
61723,스타벅스,신세계인천2층점,음식,커피점/카페,인천광역시,미추홀구,관교동,37.4424719089244,126.701265389639
61856,스타벅스,인천서구청DT점,음식,커피점/카페,인천광역시,서구,연희동,37.5422818254116,126.676372792805
67026,스타벅스,인천강화DT,음식,커피점/카페,인천광역시,강화군,강화읍,37.7424669061444,126.49115639122
69839,스타벅스,송도트리플R점,음식,커피점/카페,인천광역시,연수구,송도3동,37.3798503206673,126.660941544716
74356,스타벅스,구월로데오점,음식,커피점/카페,인천광역시,남동구,구월3동,37.4441847227165,126.702162449656
79577,스타벅스,인천청라한신점,음식,커피점/카페,인천광역시,서구,청라2동,37.5323714151314,126.647029530775
81728,스타벅스,인천당하DT점,음식,커피점/카페,인천광역시,서구,당하동,37.5933047337218,126.675424232948
81779,스타벅스,,음식,커피점/카페,인천광역시,미추홀구,주안5동,37.4683465393956,126.679848083691
82414,스타벅스,인천구월점,음식,커피점/카페,인천광역시,남동구,구월3동,37.4462083885775,126.701008677583
86917,스타벅스,인천작전점,음식,커피점/카페,인천광역시,계양구,작전2동,37.5271063759005,126.721973525401
88152,스타벅스,송도캐슬파크점,음식,커피점/카페,인천광역시,연수구,송도1동,37.3853482323647,126.641331317386
89479,스타벅스,,음식,커피점/카페,인천광역시,남동구,만수5동,37.4590968183634,126.725336057193
90801,스타벅스,송도컨벤시아대로DT점,음식,커피점/카페,인천광역시,연수구,송도1동,37.3824669350127,126.636810260053
91217,스타벅스,스터디,음식,커피점/카페,인천광역시,서구,석남2동,37.5049358714013,126.672485884862
91581,스타벅스,간석중앙공원DT점,음식,커피점/카페,인천광역시,남동구,간석4동,37.4633599600859,126.700632853668
11692,스타벅스,여수여천점,음식,커피점/카페,전라남도,여수시,쌍봉동,34.7598317702435,127.667124909884
12012,스타벅스,순천호수공원점,음식,커피점/카페,전라남도,순천시,왕조1동,34.968162790908,127.523253256472
12877,스타벅스,여수둔덕DT점,음식,커피점/카페,전라남도,여수시,둔덕동,34.7687637940985,127.697525133486
20051,스타벅스,여수학동DT점,음식,커피점/카페,전라남도,여수시,쌍봉동,34.761455513026,127.660968360259
20918,스타벅스,여수해양공원점,음식,커피점/카페,전라남도,여수시,동문동,34.7383460585963,127.744256312045
21875,스타벅스,목포터미널DT점,음식,커피점/카페,전라남도,목포시,상동,34.8099102390918,126.416859331206
25160,스타벅스,목포북항DT점,음식,커피점/카페,전라남도,목포시,원산동,34.8086500365469,126.373257005064
28459,스타벅스,목포하당점,음식,커피점/카페,전라남도,목포시,하당동,34.8039190221403,126.419858873408
30620,스타벅스,순천신대점,음식,커피점/카페,전라남도,순천시,해룡면,34.9333728138962,127.551006613855
44862,스타벅스,왕년에,음식,한식,전라남도,목포시,이로동,34.7935744739686,126.42637180264
45553,스타벅스,목포평화광장점,음식,커피점/카페,전라남도,목포시,신흥동,34.7969931630834,126.434950087988
52408,스타벅스,,음식,커피점/카페,전라남도,광양시,중마동,34.9410058538164,127.688497416836
53964,스타벅스,,음식,커피점/카페,전라남도,나주시,금남동,35.0311155236741,126.7161283579
60456,스타벅스,전남광양DT점,음식,커피점/카페,전라남도,광양시,중마동,34.9431929240448,127.697816619358
61757,스타벅스,목포옥암점,음식,커피점/카페,전라남도,목포시,옥암동,34.807395032453,126.42725658477
66129,스타벅스,순천연향점,음식,커피점/카페,전라남도,순천시,덕연동,34.9522617137116,127.518867247306
71944,스타벅스,,음식,커피점/카페,전라남도,진도군,진도읍,34.4844530882041,126.259256989893
75506,스타벅스,야옹이,음식,커피점/카페,전라남도,순천시,해룡면,34.9268614590069,127.552705802597
93065,스타벅스,여수웅천점,음식,커피점/카페,전라남도,여수시,시전동,34.7462654524424,127.670903631847
99103,스타벅스,순천용당DT점,음식,커피점/카페,전라남도,순천시,삼산동,34.9802228812675,127.485353175189
100240,스타벅스,전남도청점DT점,음식,커피점/카페,전라남도,무안군,삼향읍,34.8102466001672,126.460633494982
100703,스타벅스,여수신월DT점,음식,커피점/카페,전라남도,여수시,월호동,34.7248430355023,127.708789682538
9730,스타벅스,전북도청점,음식,커피점/카페,전라북도,전주시,효자5동,35.8156023530942,127.109328697389
10304,스타벅스,군산수송점,음식,커피점/카페,전라북도,군산시,수송동,35.9642174924261,126.717190988493
11423,스타벅스,전북대점,음식,커피점/카페,전라북도,전주시,덕진동,35.8429411780717,127.126812082397
14579,스타벅스,,음식,커피점/카페,전라북도,익산시,인화동,35.9360537234711,126.959362602124
16423,스타벅스,전주중화산점,음식,커피점/카페,전라북도,전주시,중화산2동,35.825113310981,127.116947332172
19012,스타벅스,전북대병원DT점,음식,커피점/카페,전라북도,전주시,금암1동,35.8415725981338,127.136988857547
20344,스타벅스,전주송천DT점,음식,커피점/카페,전라북도,전주시,송천1동,35.8674121709054,127.121937317537
21288,스타벅스,,음식,커피점/카페,전라북도,임실군,임실읍,35.6154306393208,127.28128890205
21339,스타벅스,군산나운DT점,음식,커피점/카페,전라북도,군산시,나운1동,35.9627664461707,126.695452879406
24268,스타벅스,전주경원점,음식,커피점/카페,전라북도,전주시,중앙동,35.8197603790427,127.144484592614
25457,스타벅스,익산모현점,음식,커피점/카페,전라북도,익산시,모현동,35.948506773147,126.942561956423
37188,스타벅스,익산영등점,음식,커피점/카페,전라북도,익산시,영등1동,35.9581148483056,126.973761629247
42079,스타벅스,전주혁신도시,음식,커피점/카페,전라북도,전주시,혁신동,35.8380968285569,127.059355631874
44962,스타벅스,전주효자DT점,음식,커피점/카페,전라북도,전주시,효자3동,35.805737239414,127.111120649965
48694,스타벅스,,음식,커피점/카페,전라북도,전주시,덕진동,35.8428951318441,127.124200149648
55171,스타벅스,전주인후DT점,음식,커피점/카페,전라북도,전주시,인후3동,35.8257497447647,127.164363586808
72753,스타벅스,전주신시가지,음식,커피점/카페,전라북도,전주시,효자5동,35.8172576393906,127.101641422754
73334,스타벅스,전주백제대로DT점,음식,커피점/카페,전라북도,전주시,중화산1동,35.8145705726787,127.123460063702
83382,스타벅스,,음식,커피점/카페,전라북도,부안군,변산면,35.6251949659202,126.471703975806
83412,스타벅스,전주서신점,음식,커피점/카페,전라북도,전주시,서신동,35.834616144257,127.116133662159
84317,스타벅스,전주홍산로점,음식,커피점/카페,전라북도,전주시,효자5동,35.8148690267866,127.106459794747
84930,스타벅스,전주한옥마을점,음식,커피점/카페,전라북도,전주시,풍남동,35.8134349618452,127.148547123021
84967,스타벅스,군산대점,음식,커피점/카페,전라북도,군산시,나운3동,35.9457293175808,126.686046044988
88872,스타벅스,전주평화DT점,음식,커피점/카페,전라북도,전주시,평화2동,35.7884157525045,127.131092571279
98109,스타벅스,군산수송DT점,음식,커피점/카페,전라북도,군산시,수송동,35.9589336259892,126.715269997242
113140,스타벅스,,관광/여가/오락,PC/오락/당구/볼링등,전라북도,익산시,모현동,35.9488650658974,126.935175088124
3100,스타벅스,제주송악산점,음식,커피점/카페,제주특별자치도,서귀포시,대정읍,33.2067610874865,126.290034671774
3817,스타벅스,성산일출봉점,음식,커피점/카페,제주특별자치도,서귀포시,성산읍,33.4628587540748,126.935551637327
3822,스타벅스,신제주이마트점,음식,커피점/카페,제주특별자치도,제주시,노형동,33.4849558726493,126.48048924974
7242,스타벅스,제주칠성점,음식,커피점/카페,제주특별자치도,제주시,일도1동,33.5133377606684,126.525294207395
7373,스타벅스,제주용담DT점,음식,커피점/카페,제주특별자치도,제주시,용담2동,33.5123863259434,126.484562504204
7406,스타벅스,제주협재점,음식,커피점/카페,제주특별자치도,제주시,한림읍,33.3938603098288,126.240293419561
7460,스타벅스,제주도남DT점,음식,커피점/카페,제주특별자치도,제주시,이도2동,33.4803193018594,126.523540836394
8642,스타벅스,제주삼화DT점,음식,커피점/카페,제주특별자치도,제주시,삼양동,33.5117286718881,126.580491514561
8700,스타벅스,제주외도DT점,음식,커피점/카페,제주특별자치도,제주시,외도동,33.4923139365268,126.427130097883
13211,스타벅스,제주에듀시티점,음식,커피점/카페,제주특별자치도,서귀포시,대정읍,33.2917907142504,126.284362663089
13731,스타벅스,,음식,커피점/카페,제주특별자치도,제주시,건입동,33.5162151893443,126.53072389528
14377,스타벅스,제주일도DT점,음식,커피점/카페,제주특별자치도,제주시,일도2동,33.5072740976107,126.540851581672
18915,스타벅스,제주시청점,음식,커피점/카페,제주특별자치도,제주시,이도2동,33.500569227167,126.529653907001
19976,스타벅스,제주신화월드점,음식,커피점/카페,제주특별자치도,서귀포시,안덕면,33.2897549496861,126.334191092445
35574,스타벅스,제주성산DT점,음식,커피점/카페,제주특별자치도,서귀포시,성산읍,33.4497462306293,126.920632326286
40197,스타벅스,제주서귀포점,음식,커피점/카페,제주특별자치도,서귀포시,중앙동,33.2477997221587,126.562079044353
40919,스타벅스,제주서해안로디티점,음식,커피점/카페,제주특별자치도,제주시,용담2동,33.5167823853279,126.503547640589
5902,스타벅스,천안이마트점,음식,커피점/카페,충청남도,천안시,쌍용1동,36.7959209895002,127.127098209824
9249,스타벅스,공주신관점,음식,커피점/카페,충청남도,공주시,신관동,36.4745780896933,127.140021996153
10273,스타벅스,천안성정DT,음식,커피점/카페,충청남도,천안시,성정2동,36.8254131149368,127.140293289488
10324,스타벅스,천안신부동더샵점,음식,커피점/카페,충청남도,천안시,신안동,36.8193135808205,127.153038554206
13041,스타벅스,천안청당점,음식,커피점/카페,충청남도,천안시,청룡동,36.785541590671,127.157376509891
13310,스타벅스,천안아이씨디티점,음식,커피점/카페,충청남도,천안시,신안동,36.8203998509694,127.161354772108
20236,스타벅스,천안서북이마트점,음식,커피점/카페,충청남도,천안시,백석동,36.8385650038699,127.122331043382
20784,스타벅스,충남보령DT점,음식,커피점/카페,충청남도,보령시,대천4동,36.34085653788,126.589167836044
21159,스타벅스,당진시곡DT점,음식,커피점/카페,충청남도,당진시,당진3동,36.902668767122,126.683655627847
21310,스타벅스,천안불당DT점,음식,커피점/카페,충청남도,천안시,불당2동,36.8054076722756,127.106123767461
21477,스타벅스,아산방축DT점,음식,커피점/카페,충청남도,아산시,온양4동,36.7836485520876,126.992729094142
21481,스타벅스,천안백석점,음식,커피점/카페,충청남도,천안시,백석동,36.8237984405722,127.121580544892
21805,스타벅스,천안두정역DT점,음식,커피점/카페,충청남도,천안시,부성1동,36.8328640956076,127.146319736018
22382,스타벅스,천안두정점,음식,커피점/카페,충청남도,천안시,부성2동,36.8339975925288,127.134827243925
24705,스타벅스,아산배방점,음식,커피점/카페,충청남도,아산시,배방읍,36.7748418360432,127.053907028697
44428,스타벅스,서산예천DT점,음식,커피점/카페,충청남도,서산시,석남동,36.7717475113415,126.440156233757
46038,스타벅스,천안불당점,음식,커피점/카페,충청남도,천안시,불당1동,36.8100398318409,127.110956309187
47753,스타벅스,천안안서점,음식,커피점/카페,충청남도,천안시,신안동,36.8301263229883,127.179857712341
51862,스타벅스,천안시청점,음식,커피점/카페,충청남도,천안시,불당2동,36.8165042326803,127.106555165591
52634,스타벅스,,음식,커피점/카페,충청남도,서천군,한산면,36.0855756974115,126.804014150373
60071,스타벅스,논산중앙점,음식,커피점/카페,충청남도,논산시,취암동,36.2011337760096,127.09000312225
60420,스타벅스,천안신불당점,음식,커피점/카페,충청남도,천안시,불당2동,36.8123711066562,127.108183476833
60787,스타벅스,아산탕정점,음식,커피점/카페,충청남도,아산시,탕정면,36.7985501582907,127.058288244499
62420,스타벅스,,음식,커피점/카페,충청남도,예산군,덕산면,36.7054521868323,126.668639325755
63559,스타벅스,당진문예의전당점,음식,커피점/카페,충청남도,당진시,당진1동,36.8911905822951,126.639045316489
64702,스타벅스,공주동학사DT점,음식,커피점/카페,충청남도,공주시,반포면,36.3633822719991,127.253557279621
66067,스타벅스,,음식,커피점/카페,충청남도,아산시,인주면,36.8528921284087,126.881739294016
66172,스타벅스,,음식,커피점/카페,충청남도,서산시,대산읍,36.93923650849,126.433526831041
72547,스타벅스,천안서부대로DT점,음식,커피점/카페,충청남도,천안시,쌍용3동,36.8035905093646,127.127179265886
74132,스타벅스,,음식,커피점/카페,충청남도,청양군,청양읍,36.4499461243318,126.803029343635
86995,스타벅스,서산호수점,음식,커피점/카페,충청남도,서산시,부춘동,36.7766273249225,126.448794639594
93319,스타벅스,아산터미널점,음식,커피점/카페,충청남도,아산시,온양3동,36.7838906655813,127.016275490968
95743,스타벅스,논산내동DT점,음식,커피점/카페,충청남도,논산시,취암동,36.182099887318,127.099617319424
99035,스타벅스,,음식,커피점/카페,충청남도,서천군,장항읍,36.0099985891099,126.698568516444
103466,스타벅스,,음식,커피점/카페,충청남도,천안시,성환읍,36.9160990566132,127.128278110983
112013,스타벅스,홍주천년,음식,커피점/카페,충청남도,홍성군,홍성읍,36.5970668084805,126.653818377288
3472,스타벅스,청주강서점,음식,커피점/카페,충청북도,청주시,강서1동,36.625384521157,127.429616825902
14089,스타벅스,오창과학단지점,음식,커피점/카페,충청북도,청주시,오창읍,36.7164925770087,127.423268710553
15489,스타벅스,충주호암DT점,음식,커피점/카페,충청북도,충주시,호암.직동,36.9590055491945,127.923658928788
15654,스타벅스,충북혁신도시점,음식,커피점/카페,충청북도,음성군,맹동면,36.908228925999,127.54374361802
15761,스타벅스,충북증평점,음식,커피점/카페,충청북도,증평군,증평읍,36.7890333549782,127.578927702778
16399,스타벅스,청주이마트점,음식,커피점/카페,충청북도,청주시,산남동,36.6011775560599,127.474615913538
16538,스타벅스,청주비하DT점,음식,커피점/카페,충청북도,청주시,강서1동,36.6384429995351,127.422128860706
17768,스타벅스,,음식,커피점/카페,충청북도,보은군,보은읍,36.4845807668219,127.71815759489
19555,스타벅스,청주용암DT점,음식,커피점/카페,충청북도,청주시,용암1동,36.6075489094552,127.504004920994
34660,스타벅스,,음식,커피점/카페,충청북도,청주시,성안동,36.6335052636079,127.489402714752
36487,스타벅스,충주터미널점,음식,커피점/카페,충청북도,충주시,봉방동,36.9806999728653,127.915190289082
38757,스타벅스,청주용담DT점,음식,커피점/카페,충청북도,청주시,용담.명암.산성동,36.6341930014711,127.505019511322
49006,스타벅스,청주터미널점,음식,커피점/카페,충청북도,청주시,가경동,36.6265596956502,127.432258044964
50174,스타벅스,청주사직DT점,음식,커피점/카페,충청북도,청주시,사직2동,36.6358121572148,127.481011962476
57649,스타벅스,충주시청DT점,음식,커피점/카페,충청북도,충주시,칠금.금릉동,36.9900900455957,127.9287618413
60894,스타벅스,제천DT점,음식,커피점/카페,충청북도,제천시,중앙동,37.143810601052,128.21285080093
67363,스타벅스,충북대점,음식,커피점/카페,충청북도,청주시,사창동,36.6339871447744,127.459711283098
68325,스타벅스,청주율량DT점,음식,커피점/카페,충청북도,청주시,율량.사천동,36.6662702690272,127.492933913665
72618,스타벅스,충주연수점,음식,커피점/카페,충청북도,충주시,연수동,36.9827336746648,127.939911813065
75348,스타벅스,,음식,커피점/카페,충청북도,음성군,원남면,36.8764664459751,127.654434431807
82408,스타벅스,,음식,커피점/카페,충청북도,제천시,청전동,37.1468063775359,128.210619017534
86908,스타벅스,청주복대지웰점,음식,커피점/카페,충청북도,청주시,복대1동,36.6415724470761,127.428200269132
